Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,467381,-,-,-,39.73,-105.14,-7,1746,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DNI,Temperature,Wind Speed
2015,1,2,18,0,0,-6.180609130859352,2.606236696243286
2015,1,2,18,30,0,-6.514929199218727,2.8093881607055664
2015,1,2,19,0,0,-6.849218749999977,3.0125396251678467
2015,1,2,19,30,0,-7.146185302734352,3.1076254844665527
2015,1,2,20,0,0,-7.443121337890602,3.202711582183838
2015,1,2,20,30,0,-7.645819091796852,3.249251365661621
2015,1,2,21,0,0,-7.848516845703102,3.2957913875579834
2015,1,2,21,30,0,-8.013616943359352,3.3281307220458984
2015,1,2,22,0,0,-8.178747558593727,3.3604702949523926
2015,1,2,22,30,0,-8.281896972656227,3.3677077293395996
2015,1,2,23,0,0,-8.385015869140602,3.3749449253082275
2015,1,2,23,30,0,-8.413732910156227,3.343879461288452
2015,1,3,0,0,0,-8.442449951171852,3.3128139972686768
2015,1,3,0,30,0,-8.401983642578102,3.2670576572418213
2015,1,3,1,0,0,-8.361486816406227,3.221301317214966
2015,1,3,1,30,0,-8.243688964843727,3.283240556716919
2015,1,3,2,0,0,-8.125891113281227,3.345179796218872
2015,1,3,2,30,0,-7.988500976562477,3.4908604621887207
2015,1,3,3,0,0,-7.851080322265602,3.6365413665771484
2015,1,3,3,30,0,-7.760992431640602,3.8079562187194824
2015,1,3,4,0,0,-7.670904541015602,3.9793710708618164
2015,1,3,4,30,0,-7.673101806640602,4.1176438331604
2015,1,3,5,0,0,-7.675299072265602,4.255916595458984
2015,1,3,5,30,0,-7.728796386718727,4.329782962799072
2015,1,3,6,0,0,-7.782293701171852,4.40364933013916
2015,1,3,6,30,0,-7.711676025390602,4.405674934387207
2015,1,3,7,0,0,-7.641058349609352,4.407700538635254
2015,1,3,7,30,0,-6.637976074218727,4.212127685546875
2015,1,3,8,0,0,-5.634893798828102,4.016554832458496
2015,1,3,8,30,0,-4.440405273437477,3.6397976875305176
2015,1,3,9,0,0,-3.2458862304687273,3.26304030418396
2015,1,3,9,30,0,-2.1766418457031023,2.9529240131378174
2015,1,3,10,0,38,-1.1073669433593523,2.642807722091675
2015,1,3,10,30,0,-0.8353332519531023,2.426600456237793
2015,1,3,11,0,0,-0.5632690429687273,2.210393190383911
2015,1,3,11,30,0,-0.6735595703124773,2.217622995376587
2015,1,3,12,0,0,-0.7838500976562273,2.2248528003692627
2015,1,3,12,30,0,-1.2332824707031023,2.4233765602111816
2015,1,3,13,0,0,-1.6826843261718523,2.6219005584716797
2015,1,3,13,30,0,-2.9086975097656023,2.868756055831909
2015,1,3,14,0,0,-4.134710693359352,3.1156115531921387
2015,1,3,14,30,0,-5.482977294921852,3.180450916290283
2015,1,3,15,0,0,-6.831213378906227,3.2452900409698486
2015,1,3,15,30,756,-8.269171142578102,3.007399082183838
2015,1,3,16,0,621,-9.707098388671852,2.769508123397827
2015,1,3,16,30,0,-10.254919433593727,2.445107936859131
2015,1,3,17,0,0,-10.802709960937477,2.1207075119018555
2015,1,3,17,30,0,-11.009313964843727,2.2689366340637207
2015,1,3,18,0,0,-11.215917968749977,2.417165756225586
2015,1,3,18,30,0,-11.412023925781227,2.896317720413208
2015,1,3,19,0,0,-11.608099365234352,3.37546968460083
2015,1,3,19,30,0,-11.739172363281227,3.5734004974365234
2015,1,3,20,0,0,-11.870275878906227,3.771331548690796
2015,1,3,20,30,0,-12.099035644531227,3.8550100326538086
2015,1,3,21,0,0,-12.327795410156227,3.9386887550354004
2015,1,3,21,30,0,-12.657659912109352,4.090146064758301
2015,1,3,22,0,0,-12.987554931640602,4.241603851318359
2015,1,3,22,30,0,-13.256018066406227,4.438544750213623
2015,1,3,23,0,0,-13.524450683593727,4.635485649108887
2015,1,3,23,30,0,-13.641119384765602,4.815615653991699
2015,1,4,0,0,0,-13.757788085937477,4.99574613571167
2015,1,4,0,30,0,-13.732458496093727,5.158638954162598
2015,1,4,1,0,0,-13.707159423828102,5.321532249450684
2015,1,4,1,30,0,-13.534246826171852,5.376694679260254
2015,1,4,2,0,0,-13.361303710937477,5.431857109069824
2015,1,4,2,30,0,-13.144750976562477,5.475346565246582
2015,1,4,3,0,0,-12.928228759765602,5.518836498260498
2015,1,4,3,30,0,-12.726354980468727,5.574741363525391
2015,1,4,4,0,0,-12.524511718749977,5.630646705627441
2015,1,4,4,30,0,-12.345159912109352,5.673653602600098
2015,1,4,5,0,0,-12.165808105468727,5.716660976409912
2015,1,4,5,30,0,-11.977850341796852,5.7421135902404785
2015,1,4,6,0,0,-11.789892578124977,5.767566204071045
2015,1,4,6,30,0,-11.442449951171852,5.791175842285156
2015,1,4,7,0,0,-11.094976806640602,5.814785003662109
2015,1,4,7,30,0,-9.717779541015602,5.814637184143066
2015,1,4,8,0,0,-8.340582275390602,5.814489841461182
2015,1,4,8,30,0,-6.853094482421852,5.8304290771484375
2015,1,4,9,0,439,-5.365606689453102,5.846368312835693
2015,1,4,9,30,24,-4.062475585937477,5.825163841247559
2015,1,4,10,0,115,-2.7593444824218523,5.803959846496582
2015,1,4,10,30,31,-1.8268188476562273,5.795436859130859
2015,1,4,11,0,49,-0.8942626953124773,5.7869133949279785
2015,1,4,11,30,28,-0.23822631835935226,5.734042167663574
2015,1,4,12,0,29,0.41781005859377274,5.68117094039917
2015,1,4,12,30,61,0.6239562988281477,5.646506309509277
2015,1,4,13,0,23,0.8301330566406477,5.611841678619385
2015,1,4,13,30,0,0.5943847656250227,5.571500778198242
2015,1,4,14,0,919,0.35863647460939774,5.531159400939941
2015,1,4,14,30,881,-0.43485107421872726,5.682929039001465
2015,1,4,15,0,0,-1.2283691406249773,5.8346991539001465
2015,1,4,15,30,0,-2.1001953124999773,6.073305130004883
2015,1,4,16,0,0,-2.9720214843749773,6.311910629272461
2015,1,4,16,30,0,-3.4706176757812273,6.494418144226074
2015,1,4,17,0,0,-3.9692138671874773,6.676926136016846
2015,1,4,17,30,0,-4.219793701171852,6.746613025665283
2015,1,4,18,0,0,-4.470373535156227,6.816299915313721
2015,1,4,18,30,0,-4.598120117187477,6.760614395141602
2015,1,4,19,0,0,-4.725897216796852,6.704928874969482
2015,1,4,19,30,0,-4.832556152343727,6.521919250488281
2015,1,4,20,0,0,-4.939184570312477,6.33890962600708
2015,1,4,20,30,0,-5.133764648437477,6.136489391326904
2015,1,4,21,0,0,-5.328344726562477,5.9340691566467285
2015,1,4,21,30,0,-5.408056640624977,5.829982757568359
2015,1,4,22,0,0,-5.487768554687477,5.725896835327148
2015,1,4,22,30,0,-5.537237548828102,5.695982456207275
2015,1,4,23,0,0,-5.586737060546852,5.666068077087402
2015,1,4,23,30,0,-5.615270996093727,5.651191711425781
2015,1,5,0,0,0,-5.643804931640602,5.63631534576416
2015,1,5,0,30,0,-5.568365478515602,5.640530109405518
2015,1,5,1,0,0,-5.492926025390602,5.644744873046875
2015,1,5,1,30,0,-5.263006591796852,5.688024520874023
2015,1,5,2,0,0,-5.033056640624977,5.73130464553833
2015,1,5,2,30,0,-4.767950439453102,5.861964225769043
2015,1,5,3,0,0,-4.502844238281227,5.992623329162598
2015,1,5,3,30,0,-4.213171386718727,6.206018447875977
2015,1,5,4,0,0,-3.9234985351562273,6.419414043426514
2015,1,5,4,30,0,-3.6281494140624773,6.744824409484863
2015,1,5,5,0,0,-3.3328002929687273,7.070234298706055
2015,1,5,5,30,0,-3.0378173828124773,7.4156904220581055
2015,1,5,6,0,0,-2.7428039550781023,7.761146068572998
2015,1,5,6,30,0,-2.3020080566406023,7.975899696350098
2015,1,5,7,0,0,-1.8612121582031023,8.190653800964355
2015,1,5,7,30,0,-0.8893798828124773,8.283714294433594
2015,1,5,8,0,69,0.08245239257814774,8.376775741577148
2015,1,5,8,30,100,1.1156860351562727,8.399051666259766
2015,1,5,9,0,0,2.1489501953125227,8.421326637268066
2015,1,5,9,30,0,2.8381896972656477,8.42151165008545
2015,1,5,10,0,0,3.5274597167968977,8.421696662902832
2015,1,5,10,30,0,3.9513183593750227,8.42978286743164
2015,1,5,11,0,58,4.375177001953148,8.437870025634766
2015,1,5,11,30,0,4.798181152343773,8.4288330078125
2015,1,5,12,0,17,5.221154785156273,8.419795989990234
2015,1,5,12,30,24,5.504022216796898,8.384472846984863
2015,1,5,13,0,58,5.786889648437523,8.349149703979492
2015,1,5,13,30,36,5.752374267578148,8.341251373291016
2015,1,5,14,0,11,5.717858886718773,8.333353996276855
2015,1,5,14,30,86,5.316064453125023,8.274044036865234
2015,1,5,15,0,0,4.914300537109398,8.214733123779297
2015,1,5,15,30,10,4.334313964843773,8.131851196289062
2015,1,5,16,0,0,3.7543273925781477,8.048969268798828
2015,1,5,16,30,0,3.3981872558593977,7.9268341064453125
2015,1,5,17,0,0,3.0420776367187727,7.804698467254639
2015,1,5,17,30,0,2.8002868652343977,7.598739147186279
2015,1,5,18,0,0,2.5584960937500227,7.39277982711792
2015,1,5,18,30,0,2.3484436035156477,7.061032295227051
2015,1,5,19,0,0,2.1383605957031477,6.729284763336182
2015,1,5,19,30,0,1.9285522460937727,6.44999361038208
2015,1,5,20,0,0,1.7187133789062727,6.1707024574279785
2015,1,5,20,30,0,1.5330444335937727,5.965531826019287
2015,1,5,21,0,0,1.3473754882812727,5.760361194610596
2015,1,5,21,30,0,1.1642089843750227,5.592690944671631
2015,1,5,22,0,0,0.9810424804687727,5.425020694732666
2015,1,5,22,30,0,0.8156372070312727,5.321710586547852
2015,1,5,23,0,0,0.6502319335937727,5.218400955200195
2015,1,5,23,30,0,0.5173889160156477,5.173651695251465
2015,1,6,0,0,0,0.38451538085939774,5.128902912139893
2015,1,6,0,30,0,0.28679809570314774,5.113842487335205
2015,1,6,1,0,0,0.18908081054689774,5.098782062530518
2015,1,6,1,30,0,0.030297851562522737,5.07503080368042
2015,1,6,2,0,0,-0.12845458984372726,5.051279544830322
2015,1,6,2,30,0,-0.29172363281247726,5.024744033813477
2015,1,6,3,0,0,-0.45499267578122726,4.998208045959473
2015,1,6,3,30,0,-0.5567993164062273,4.952667236328125
2015,1,6,4,0,0,-0.6586059570312273,4.9071269035339355
2015,1,6,4,30,0,-0.7067016601562273,4.883678436279297
2015,1,6,5,0,0,-0.7548278808593523,4.8602294921875
2015,1,6,5,30,0,-0.7570556640624773,4.876524925231934
2015,1,6,6,0,0,-0.7592834472656023,4.892820358276367
2015,1,6,6,30,0,-0.5951599121093523,4.9106879234313965
2015,1,6,7,0,0,-0.43103637695310226,4.928555488586426
2015,1,6,7,30,0,0.6239257812500227,4.8576860427856445
2015,1,6,8,0,0,1.6789184570312727,4.786816120147705
2015,1,6,8,30,0,3.0091491699218977,4.652750015258789
2015,1,6,9,0,403,4.339410400390648,4.518683910369873
2015,1,6,9,30,129,5.527032470703148,4.490589141845703
2015,1,6,10,0,198,6.714654541015648,4.462494373321533
2015,1,6,10,30,215,7.489404296875023,4.491766929626465
2015,1,6,11,0,182,8.264154052734398,4.5210394859313965
2015,1,6,11,30,345,8.622369384765648,4.471414566040039
2015,1,6,12,0,345,8.980615234375023,4.421789646148682
2015,1,6,12,30,450,8.987298583984398,4.354872226715088
2015,1,6,13,0,358,8.993951416015648,4.287954807281494
2015,1,6,13,30,313,8.516442871093773,4.292233467102051
2015,1,6,14,0,370,8.038934326171898,4.296511650085449
2015,1,6,14,30,51,7.040338134765648,4.342716217041016
2015,1,6,15,0,115,6.041711425781273,4.38892126083374
2015,1,6,15,30,148,4.763238525390648,4.47027587890625
2015,1,6,16,0,116,3.4847656250000227,4.551630973815918
2015,1,6,16,30,0,2.8780761718750227,4.645404815673828
2015,1,6,17,0,0,2.2714172363281477,4.73917818069458
2015,1,6,17,30,0,1.9751525878906477,4.737373352050781
2015,1,6,18,0,0,1.6788879394531477,4.735568523406982
2015,1,6,18,30,0,1.4320617675781477,4.655070781707764
2015,1,6,19,0,0,1.1852355957031477,4.574573040008545
2015,1,6,19,30,0,1.0689331054687727,4.422850608825684
2015,1,6,20,0,0,0.9526306152343977,4.2711286544799805
2015,1,6,20,30,0,0.8170104980468977,4.0495285987854
2015,1,6,21,0,0,0.6813903808593977,3.827928304672241
2015,1,6,21,30,0,0.42464599609377274,3.5603528022766113
2015,1,6,22,0,0,0.16787109375002274,3.2927775382995605
2015,1,6,22,30,0,-0.17996826171872726,3.035036563873291
2015,1,6,23,0,0,-0.5278381347656023,2.7772955894470215
2015,1,6,23,30,0,-0.8495849609374773,2.587977409362793
2015,1,7,0,0,0,-1.1713623046874773,2.3986594676971436
2015,1,7,0,30,0,-1.3640197753906023,2.368896007537842
2015,1,7,1,0,0,-1.5566772460937273,2.339132308959961
2015,1,7,1,30,0,-1.8899291992187273,2.54525089263916
2015,1,7,2,0,0,-2.2231811523437273,2.7513694763183594
2015,1,7,2,30,0,-2.6182922363281023,2.949467897415161
2015,1,7,3,0,0,-3.0133728027343523,3.147566318511963
2015,1,7,3,30,0,-3.4503845214843523,3.1225013732910156
2015,1,7,4,0,0,-3.8873962402343523,3.0974361896514893
2015,1,7,4,30,0,-4.403051757812477,2.926166534423828
2015,1,7,5,0,0,-4.918707275390602,2.754897117614746
2015,1,7,5,30,0,-5.443121337890602,2.5271780490875244
2015,1,7,6,0,0,-5.967565917968727,2.2994589805603027
2015,1,7,6,30,0,-6.331854248046852,2.0577430725097656
2015,1,7,7,0,0,-6.696173095703102,1.8160271644592285
2015,1,7,7,30,0,-6.092291259765602,1.5182039737701416
2015,1,7,8,0,0,-5.488409423828102,1.2203807830810547
2015,1,7,8,30,0,-4.402136230468727,1.0196348428726196
2015,1,7,9,0,0,-3.3158935546874773,0.8188888430595398
2015,1,7,9,30,0,-2.2029785156249773,0.7255124449729919
2015,1,7,10,0,0,-1.0900329589843523,0.6321360468864441
2015,1,7,10,30,0,-0.0023559570312272626,0.7210803031921387
2015,1,7,11,0,0,1.0853515625000227,0.810024619102478
2015,1,7,11,30,0,1.9808288574218977,1.012467384338379
2015,1,7,12,0,5,2.8763061523437727,1.2149101495742798
2015,1,7,12,30,9,3.4770751953125227,1.3885321617126465
2015,1,7,13,0,25,4.077844238281273,1.5621542930603027
2015,1,7,13,30,45,4.088403320312523,1.5612300634384155
2015,1,7,14,0,52,4.098931884765648,1.5603058338165283
2015,1,7,14,30,881,3.3586059570312727,1.6090737581253052
2015,1,7,15,0,830,2.6183105468750227,1.657841682434082
2015,1,7,15,30,751,1.3011718750000227,2.019730567932129
2015,1,7,16,0,622,-0.015966796874977263,2.3816192150115967
2015,1,7,16,30,0,-0.38760986328122726,2.817060947418213
2015,1,7,17,0,0,-0.7592834472656023,3.25250244140625
2015,1,7,17,30,0,-0.8685058593749773,3.564647912979126
2015,1,7,18,0,0,-0.9777587890624773,3.876793384552002
2015,1,7,18,30,0,-1.0932983398437273,4.085457801818848
2015,1,7,19,0,0,-1.2088378906249773,4.294122219085693
2015,1,7,19,30,0,-1.0179809570312273,4.411360740661621
2015,1,7,20,0,0,-0.8271240234374773,4.528599262237549
2015,1,7,20,30,0,-0.49854125976560226,4.614198207855225
2015,1,7,21,0,0,-0.16995849609372726,4.6997971534729
2015,1,7,21,30,0,0.09914550781252274,4.780567169189453
2015,1,7,22,0,0,0.36824951171877274,4.861337661743164
2015,1,7,22,30,0,0.5460449218750227,4.946349143981934
2015,1,7,23,0,0,0.7238403320312727,5.031361103057861
2015,1,7,23,30,0,0.8203979492187727,5.132690906524658
2015,1,8,0,0,0,0.9169555664062727,5.234020709991455
2015,1,8,0,30,0,0.9932189941406477,5.338736534118652
2015,1,8,1,0,0,1.0694824218750227,5.44345235824585
2015,1,8,1,30,0,1.1594787597656477,5.527729034423828
2015,1,8,2,0,0,1.2494445800781477,5.612006187438965
2015,1,8,2,30,0,1.3573852539062727,5.717607021331787
2015,1,8,3,0,0,1.4653259277343977,5.823207855224609
2015,1,8,3,30,0,1.5794616699218977,5.916853904724121
2015,1,8,4,0,0,1.6935974121093977,6.010500431060791
2015,1,8,4,30,0,1.7420593261718977,6.019261837005615
2015,1,8,5,0,0,1.7905212402343977,6.0280232429504395
2015,1,8,5,30,0,1.7380615234375227,5.952186584472656
2015,1,8,6,0,0,1.6856323242187727,5.876350402832031
2015,1,8,6,30,0,1.6982971191406477,5.719722747802734
2015,1,8,7,0,0,1.7109619140625227,5.563095569610596
2015,1,8,7,30,0,2.3958679199218977,5.186540603637695
2015,1,8,8,0,531,3.0808044433593977,4.809985160827637
2015,1,8,8,30,702,4.119927978515648,4.335080623626709
2015,1,8,9,0,802,5.159051513671898,3.860175848007202
2015,1,8,9,30,867,6.192956542968773,3.562978982925415
2015,1,8,10,0,910,7.226861572265648,3.265782117843628
2015,1,8,10,30,938,7.862786865234398,3.0205798149108887
2015,1,8,11,0,957,8.498712158203148,2.7753777503967285
2015,1,8,11,30,967,8.673181152343773,2.6008248329162598
2015,1,8,12,0,970,8.847619628906273,2.42627215385437
2015,1,8,12,30,967,8.600640869140648,2.300788402557373
2015,1,8,13,0,958,8.353692626953148,2.175304412841797
2015,1,8,13,30,943,7.692651367187523,2.1063127517700195
2015,1,8,14,0,919,7.031610107421898,2.037321090698242
2015,1,8,14,30,884,5.768273925781273,1.8155651092529297
2015,1,8,15,0,832,4.504907226562523,1.5938091278076172
2015,1,8,15,30,754,2.5180908203125227,1.4135308265686035
2015,1,8,16,0,626,0.5313049316406477,1.2332526445388794
2015,1,8,16,30,393,-0.33200683593747726,1.018187165260315
2015,1,8,17,0,0,-1.1953186035156023,0.8031217455863953
2015,1,8,17,30,0,-1.6799987792968523,0.7018022537231445
2015,1,8,18,0,0,-2.1646789550781023,0.600482702255249
2015,1,8,18,30,0,-2.5567077636718523,0.4525379538536072
2015,1,8,19,0,0,-2.9487060546874773,0.3045932352542877
2015,1,8,19,30,0,-3.2718566894531023,0.29851818084716797
2015,1,8,20,0,0,-3.5949768066406023,0.29244309663772583
2015,1,8,20,30,0,-3.8584350585937273,0.38675808906555176
2015,1,8,21,0,0,-4.121862792968727,0.4810730516910553
2015,1,8,21,30,0,-4.567541503906227,0.3835331201553345
2015,1,8,22,0,0,-5.013220214843727,0.28599321842193604
2015,1,8,22,30,0,-5.265875244140602,0.35531049966812134
2015,1,8,23,0,0,-5.518530273437477,0.42462781071662903
2015,1,8,23,30,0,-5.777807617187477,0.5133064985275269
2015,1,9,0,0,0,-6.037084960937477,0.6019851565361023
2015,1,9,0,30,0,-6.239752197265602,0.5550997257232666
2015,1,9,1,0,0,-6.442449951171852,0.5082142353057861
2015,1,9,1,30,0,-6.524603271484352,0.5019378662109375
2015,1,9,2,0,0,-6.606787109374977,0.49566152691841125
2015,1,9,2,30,0,-6.628210449218727,0.6233233213424683
2015,1,9,3,0,0,-6.649633789062477,0.7509851455688477
2015,1,9,3,30,0,-6.764105224609352,1.0223796367645264
2015,1,9,4,0,0,-6.878546142578102,1.2937740087509155
2015,1,9,4,30,0,-7.005133056640602,1.6313714981079102
2015,1,9,5,0,0,-7.131719970703102,1.9689691066741943
2015,1,9,5,30,0,-7.244055175781227,2.245462417602539
2015,1,9,6,0,0,-7.356390380859352,2.5219554901123047
2015,1,9,6,30,0,-7.324530029296852,2.677424430847168
