0.0,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788
0.6788,0.0,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788
0.6788,0.6788,0.0,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788
0.6788,0.6788,0.6788,0.0,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788
0.6788,0.6788,0.6788,0.6788,0.0,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788
0.6788,0.6788,0.6788,0.6788,0.6788,0.0,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788
0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.0,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788
0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.0,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788
0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.0,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788
0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.0,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788
0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.0,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788
0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.0,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788
0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.0,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788
0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.0,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788,0.6788
