time,power_RightAway_kW,power_Midnight_kW,power_TCIN_kW
23790,64714.3,63648.4,167488
23791,64714.3,63648.4,167488
23792,64714.3,63648.4,167488
23793,64714.3,63648.4,167488
23794,64714.3,63648.4,167488
23795,64714.3,63648.4,167488
23796,64714.3,63648.4,167488
23797,64714.3,63648.4,167488
23798,64714.3,63648.4,167488
23799,64714.3,63648.4,167488
23800,64714.3,63648.4,167488
23801,64714.3,63648.4,167488
23802,64714.3,63648.4,167488
23803,64714.3,63648.4,167488
23804,64714.3,63648.4,167488
23805,64714.3,63648.4,167488
23806,64714.3,63648.4,167488
23807,64714.3,63648.4,167488
23808,64714.3,63648.4,167488
23809,64714.3,63648.4,167488
23810,64714.3,63648.4,167488
23811,64714.3,63648.4,167488
23812,64714.3,63648.4,167488
23813,64714.3,63648.4,167488
23814,64714.3,63648.4,167488
23815,64714.3,63648.4,167488
23816,64714.3,63648.4,167488
23817,64714.3,63648.4,167488
23818,64714.3,63648.4,167488
23819,64714.3,63648.4,167488
23820,64714.3,63648.4,167488
23821,64714.3,63648.4,167488
23822,64714.3,63648.4,167488
23823,64714.3,63648.4,167488
23824,64714.3,63648.4,167488
23825,64714.3,63648.4,167488
23826,64714.3,63648.4,167488
23827,64714.3,63648.4,167488
23828,64714.3,63648.4,167488
23829,64714.3,63648.4,167488
23830,64714.3,63648.4,167488
23831,64714.3,63648.4,167488
23832,64714.3,63648.4,167488
23833,64714.3,63648.4,167488
23834,64714.3,63648.4,167488
23835,64714.3,63648.4,167488
23836,64714.3,63648.4,167488
23837,64714.3,63648.4,167488
23838,64714.3,63648.4,167488
23839,64714.3,63648.4,167488
23840,64714.3,63648.4,167488
23841,64714.3,63648.4,167488
23842,64714.3,63648.4,167488
23843,64714.3,63648.4,167488
23844,64714.3,63648.4,167488
23845,64714.3,63648.4,167488
23846,64714.3,63648.4,167488
23847,64714.3,63648.4,167488
23848,64714.3,63648.4,167488
23849,64714.3,63648.4,167488
23850,64714.3,63648.4,167488
23851,64714.3,63648.4,167488
23852,64714.3,63648.4,167488
23853,64714.3,63648.4,167488
23854,64714.3,63648.4,167488
23855,64714.3,63648.4,167488
23856,64714.3,63648.4,167488
23857,64714.3,63648.4,167488
23858,64714.3,63648.4,167488
23859,64714.3,63648.4,167488
23860,64714.3,63648.4,167488
23861,64714.3,63648.4,167488
23862,64714.3,63648.4,167488
23863,64714.3,63648.4,167488
23864,64714.3,63648.4,167488
23865,64714.3,63648.4,167488
23866,64714.3,63648.4,167488
23867,64714.3,63648.4,167488
23868,64714.3,63648.4,167488
23869,64714.3,63648.4,167488
23870,64714.3,63648.4,167488
23871,64714.3,63648.4,167488
23872,64714.3,63648.4,167488
23873,64714.3,63648.4,167488
23874,64714.3,63648.4,167488
23875,64714.3,63648.4,167488
23876,64714.3,63648.4,167488
23877,64714.3,63648.4,167488
23878,64714.3,63648.4,167488
23879,64714.3,63648.4,167488
23880,64714.3,63648.4,167488
23881,64714.3,63648.4,167488
23882,64714.3,63648.4,167488
23883,64714.3,63648.4,167488
23884,64714.3,63648.4,167488
23885,64714.3,63648.4,167488
23886,64714.3,63648.4,167488
23887,64714.3,63648.4,167488
23888,64714.3,63648.4,167488
23889,64714.3,63648.4,167488
23890,64714.3,63648.4,167488
23891,64714.3,63648.4,167488
23892,64714.3,63648.4,167488
23893,64714.3,63648.4,167488
23894,64714.3,63648.4,167488
23895,64714.3,63648.4,167488
23896,64714.3,63648.4,167488
23897,64714.3,63648.4,167488
23898,64714.3,63648.4,167488
23899,64714.3,63648.4,167488
23900,64714.3,63648.4,167488
23901,64714.3,63648.4,167488
23902,64714.3,63648.4,167488
23903,64714.3,63648.4,167488
23904,64714.3,63648.4,167488
23905,64714.3,63648.4,167488
23906,64714.3,63648.4,167488
23907,64714.3,63648.4,167488
23908,64714.3,63648.4,167488
23909,64714.3,63648.4,167488
23910,64714.3,63648.4,167488
23911,64714.3,63648.4,167488
23912,64714.3,63648.4,167488
23913,64714.3,63648.4,167488
23914,64714.3,63648.4,167488
23915,64714.3,63648.4,167488
23916,64714.3,63648.4,167488
23917,64714.3,63648.4,167488
23918,64714.3,63648.4,167488
23919,64714.3,63648.4,167488
23920,64714.3,63648.4,167488
23921,64714.3,63648.4,167488
23922,64714.3,63648.4,167488
23923,64714.3,63648.4,167488
23924,64714.3,63648.4,167488
23925,64714.3,63648.4,167488
23926,64714.3,63648.4,167488
23927,64714.3,63648.4,167488
23928,64714.3,63648.4,167488
23929,64714.3,63648.4,167488
23930,64714.3,63648.4,167488
23931,64714.3,63648.4,167488
23932,64714.3,63648.4,167488
23933,64714.3,63648.4,167488
23934,64714.3,63648.4,167488
23935,64714.3,63648.4,167488
23936,64714.3,63648.4,167488
23937,64714.3,63648.4,167488
23938,64714.3,63648.4,167488
23939,64714.3,63648.4,167488
23940,64714.3,63648.4,167488
23941,64714.3,63648.4,167488
23942,64714.3,63648.4,167488
23943,64714.3,63648.4,167488
23944,64714.3,63648.4,167488
23945,64714.3,63648.4,167488
23946,64714.3,63648.4,167488
23947,64714.3,63648.4,167488
23948,64714.3,63648.4,167488
23949,64714.3,63648.4,167488
23950,64714.3,63648.4,167488
23951,64714.3,63648.4,167488
23952,64714.3,63648.4,167488
23953,64714.3,63648.4,167488
23954,64714.3,63648.4,167488
23955,64714.3,63648.4,167488
23956,64714.3,63648.4,167488
23957,64714.3,63648.4,167488
23958,64714.3,63648.4,167488
23959,64714.3,63648.4,167488
23960,64714.3,63648.4,167488
23961,64714.3,63648.4,167488
23962,64714.3,63648.4,167488
23963,64714.3,63648.4,167488
23964,64714.3,63648.4,167488
23965,64714.3,63648.4,167488
23966,64714.3,63648.4,167488
23967,64714.3,63648.4,167488
23968,64714.3,63648.4,167488
23969,64714.3,63648.4,167488
23970,64714.3,63648.4,167488
23971,64714.3,63648.4,167488
23972,64714.3,63648.4,167488
23973,64714.3,63648.4,167488
23974,64714.3,63648.4,167488
23975,64714.3,63648.4,167488
23976,64714.3,63648.4,167488
23977,64714.3,63648.4,167488
23978,64714.3,63648.4,167488
23979,64714.3,63648.4,167488
23980,64714.3,63648.4,167488
23981,64714.3,63648.4,167488
23982,64714.3,63648.4,167488
23983,64714.3,63648.4,167488
23984,64714.3,63648.4,167488
23985,64714.3,63648.4,167488
23986,64714.3,63648.4,167488
23987,64714.3,63648.4,167488
23988,64714.3,63648.4,167488
23989,64714.3,63648.4,167488
23990,64714.3,63648.4,167488
23991,64714.3,63648.4,167488
23992,64714.3,63648.4,167488
23993,64714.3,63648.4,167488
23994,64714.3,63648.4,167488
23995,64714.3,63648.4,167488
23996,64714.3,63648.4,167488
23997,64714.3,63648.4,167488
23998,64714.3,63648.4,167488
23999,64714.3,63648.4,167488
24000,64714.3,63648.4,167488
24001,64714.3,63648.4,167488
24002,64714.3,63648.4,167488
24003,64714.3,63648.4,167488
24004,64714.3,63648.4,167488
24005,64714.3,63648.4,167488
24006,64714.3,63648.4,167488
24007,64714.3,63648.4,167488
24008,64714.3,63648.4,167488
24009,64714.3,63648.4,167488
24010,64714.3,63648.4,167488
24011,64714.3,63648.4,167488
24012,64714.3,63648.4,167488
24013,64714.3,63648.4,167488
24014,64714.3,63648.4,167488
24015,64714.3,63648.4,167488
24016,64714.3,63648.4,167488
24017,64714.3,63648.4,167488
24018,64714.3,63648.4,167488
24019,64714.3,63648.4,167488
24020,64714.3,63648.4,167488
24021,64714.3,63648.4,167488
24022,64714.3,63648.4,167488
24023,64714.3,63648.4,167488
24024,64714.3,63648.4,167488
24025,64714.3,63648.4,167488
24026,64714.3,63648.4,167488
24027,64714.3,63648.4,167488
24028,64714.3,63648.4,167488
24029,64714.3,63648.4,167488
24030,64714.3,63648.4,167488
24031,64714.3,63648.4,167488
24032,64714.3,63648.4,167488
24033,64714.3,63648.4,167488
24034,64714.3,63648.4,167488
24035,64714.3,63648.4,167488
24036,64714.3,63648.4,167488
24037,64714.3,63648.4,167488
24038,64714.3,63648.4,167488
24039,64714.3,63648.4,167488
24040,64714.3,63648.4,167488
24041,64714.3,63648.4,167488
24042,64714.3,63648.4,167488
24043,64714.3,63648.4,167488
24044,64714.3,63648.4,167488
24045,64714.3,63648.4,167488
24046,64714.3,63648.4,167488
24047,64714.3,63648.4,167488
24048,64714.3,63648.4,167488
24049,64714.3,63648.4,167488
24050,64714.3,63648.4,167488
24051,64714.3,63648.4,167488
24052,64714.3,63648.4,167488
24053,64714.3,63648.4,167488
24054,64714.3,63648.4,167488
24055,64714.3,63648.4,167488
24056,64714.3,63648.4,167488
24057,64714.3,63648.4,167488
24058,64714.3,63648.4,167488
24059,64714.3,63648.4,167488
24060,64714.3,63648.4,167488
24061,64714.3,63648.4,167488
24062,64714.3,63648.4,167488
24063,64714.3,63648.4,167488
24064,64714.3,63648.4,167488
24065,64714.3,63648.4,167488
24066,64714.3,63648.4,167488
24067,64714.3,63648.4,167488
24068,64714.3,63648.4,167488
24069,64714.3,63648.4,167488
24070,64714.3,63648.4,167488
24071,64714.3,63648.4,167488
24072,64714.3,63648.4,167488
24073,64714.3,63648.4,167488
24074,64714.3,63648.4,167488
24075,64714.3,63648.4,167488
24076,64714.3,63648.4,167488
24077,64714.3,63648.4,167488
24078,64714.3,63648.4,167488
24079,64714.3,63648.4,167488
24080,64714.3,63648.4,167488
24081,64714.3,63648.4,167488
24082,64714.3,63648.4,167488
24083,64714.3,63648.4,167488
24084,64714.3,63648.4,167488
24085,64714.3,63648.4,167488
24086,64714.3,63648.4,167488
24087,64714.3,63648.4,167488
24088,64714.3,63648.4,167488
24089,64714.3,63648.4,167488
24090,64714.3,63648.4,167488
24091,64714.3,63648.4,167488
24092,64714.3,63648.4,167488
24093,64714.3,63648.4,167488
24094,64714.3,63648.4,167488
24095,64714.3,63648.4,167488
24096,64714.3,63648.4,167488
24097,64714.3,63648.4,167488
24098,64714.3,63648.4,167488
24099,64714.3,63648.4,167488
24100,64714.3,63648.4,167488
24101,64714.3,63648.4,167488
24102,64714.3,63648.4,167488
24103,64714.3,63648.4,167488
24104,64714.3,63648.4,167488
24105,64714.3,63648.4,167488
24106,64714.3,63648.4,167488
24107,64714.3,63648.4,167488
24108,64714.3,63648.4,167488
24109,64714.3,63648.4,167488
24110,64714.3,63648.4,167488
24111,64714.3,63648.4,167488
24112,64714.3,63648.4,167488
24113,64714.3,63648.4,167488
24114,64714.3,63648.4,167488
24115,64714.3,63648.4,167488
24116,64714.3,63648.4,167488
24117,64714.3,63648.4,167488
24118,64714.3,63648.4,167488
24119,64714.3,63648.4,167488
24120,64714.3,63648.4,167488
24121,64714.3,63648.4,167488
24122,64714.3,63648.4,167488
24123,64714.3,63648.4,167488
24124,64714.3,63648.4,167488
24125,64714.3,63648.4,167488
24126,64714.3,63648.4,167488
24127,64714.3,63648.4,167488
24128,64714.3,63648.4,167488
24129,64714.3,63648.4,167488
24130,64714.3,63648.4,167488
24131,64714.3,63648.4,167488
24132,64714.3,63648.4,167488
24133,64714.3,63648.4,167488
24134,64714.3,63648.4,167488
24135,64714.3,63648.4,167488
24136,64714.3,63648.4,167488
24137,64714.3,63648.4,167488
24138,64714.3,63648.4,167488
24139,64714.3,63648.4,167488
24140,64714.3,63648.4,167488
24141,64714.3,63648.4,167488
24142,64714.3,63648.4,167488
24143,64714.3,63648.4,167488
24144,64714.3,63648.4,167488
24145,64714.3,63648.4,167488
24146,64714.3,63648.4,167488
24147,64714.3,63648.4,167488
24148,64714.3,63648.4,167488
24149,64714.3,63648.4,167488
24150,64714.3,63648.4,167488
24151,64714.3,63648.4,167488
24152,64714.3,63648.4,167488
24153,64714.3,63648.4,167488
24154,64714.3,63648.4,167488
24155,64714.3,63648.4,167488
24156,64714.3,63648.4,167488
24157,64714.3,63648.4,167488
24158,64714.3,63648.4,167488
24159,64714.3,63648.4,167488
24160,64714.3,63648.4,167488
24161,64714.3,63648.4,167488
24162,64714.3,63648.4,167488
24163,64714.3,63648.4,167488
24164,64714.3,63648.4,167488
24165,64714.3,63648.4,167488
24166,64714.3,63648.4,167488
24167,64714.3,63648.4,167488
24168,64714.3,63648.4,167488
24169,64714.3,63648.4,167488
24170,64714.3,63648.4,167488
24171,64714.3,63648.4,167488
24172,64714.3,63648.4,167488
24173,64714.3,63648.4,167488
24174,64714.3,63648.4,167488
24175,64714.3,63648.4,167488
24176,64714.3,63648.4,167488
24177,64714.3,63648.4,167488
24178,64714.3,63648.4,167488
24179,64714.3,63648.4,167488
24180,64714.3,63648.4,167488
24181,64714.3,63648.4,167488
24182,64714.3,63648.4,167488
24183,64714.3,63648.4,167488
24184,64714.3,63648.4,167488
24185,64714.3,63648.4,167488
24186,64714.3,63648.4,167488
24187,64714.3,63648.4,167488
24188,64714.3,63648.4,167488
24189,64714.3,63648.4,167488
24190,64714.3,63648.4,167488
24191,64714.3,63648.4,167488
24192,64714.3,63648.4,167488
24193,64714.3,63648.4,167488
24194,64714.3,63648.4,167488
24195,64714.3,63648.4,167488
24196,64714.3,63648.4,167488
24197,64714.3,63648.4,167488
24198,64714.3,63648.4,167488
24199,64714.3,63648.4,167488
24200,64714.3,63648.4,167488
24201,64714.3,63648.4,167488
24202,64714.3,63648.4,167488
24203,64714.3,63648.4,167488
24204,64714.3,63648.4,167488
24205,64714.3,63648.4,167488
24206,64714.3,63648.4,167488
24207,64714.3,63648.4,167488
24208,64714.3,63648.4,167488
24209,64714.3,63648.4,167488
24210,64714.3,63648.4,167488
24211,64714.3,63648.4,167488
24212,64714.3,63648.4,167488
24213,64714.3,63648.4,167488
24214,64714.3,63648.4,167488
24215,64714.3,63648.4,167488
24216,64714.3,63648.4,167488
24217,64714.3,63648.4,167488
24218,64714.3,63648.4,167488
24219,64714.3,63648.4,167488
24220,64714.3,63648.4,167488
24221,64714.3,63648.4,167488
24222,64714.3,63648.4,167488
24223,64714.3,63648.4,167488
24224,64714.3,63648.4,167488
24225,64714.3,63648.4,167488
24226,64714.3,63648.4,167488
24227,64714.3,63648.4,167488
24228,64714.3,63648.4,167488
24229,64714.3,63648.4,167488
24230,64714.3,63648.4,167488
24231,64714.3,63648.4,167488
24232,64714.3,63648.4,167488
24233,64714.3,63648.4,167488
24234,64714.3,63648.4,167488
24235,64714.3,63648.4,167488
24236,64714.3,63648.4,167488
24237,64714.3,63648.4,167488
24238,64714.3,63648.4,167488
24239,64714.3,63648.4,167488
24240,64714.3,63648.4,167488
24241,64714.3,63648.4,167488
24242,64714.3,63648.4,167488
24243,64714.3,63648.4,167488
24244,64714.3,63648.4,167488
24245,64714.3,63648.4,167488
24246,64714.3,63648.4,167488
24247,64714.3,63648.4,167488
24248,64714.3,63648.4,167488
24249,64714.3,63648.4,167488
24250,64714.3,63648.4,167488
24251,64714.3,63648.4,167488
24252,64714.3,63648.4,167488
24253,64714.3,63648.4,167488
24254,64714.3,63648.4,167488
24255,64714.3,63648.4,167488
24256,64714.3,63648.4,167488
24257,64714.3,63648.4,167488
24258,64714.3,63648.4,167488
24259,64714.3,63648.4,167488
24260,64714.3,63648.4,167488
24261,64714.3,63648.4,167488
24262,64714.3,63648.4,167488
24263,64714.3,63648.4,167488
24264,64714.3,63648.4,167488
24265,64714.3,63648.4,167488
24266,64714.3,63648.4,167488
24267,64714.3,63648.4,167488
24268,64714.3,63648.4,167488
24269,64714.3,63648.4,167488
24270,64714.3,63648.4,167488
24271,64714.3,63648.4,167488
24272,64714.3,63648.4,167488
24273,64714.3,63648.4,167488
24274,64714.3,63648.4,167488
24275,64714.3,63648.4,167488
24276,64714.3,63648.4,167488
24277,64714.3,63648.4,167488
24278,64714.3,63648.4,167488
24279,64714.3,63648.4,167488
24280,64714.3,63648.4,167488
24281,64714.3,63648.4,167488
24282,64714.3,63648.4,167488
24283,64714.3,63648.4,167488
24284,64714.3,63648.4,167488
24285,64714.3,63648.4,167488
24286,64714.3,63648.4,167488
24287,64714.3,63648.4,167488
24288,64714.3,63648.4,167488
24289,64714.3,63648.4,167488
24290,64714.3,63648.4,167488
24291,64714.3,63648.4,167488
24292,64714.3,63648.4,167488
24293,64714.3,63648.4,167488
24294,64714.3,63648.4,167488
24295,64714.3,63648.4,167488
24296,64714.3,63648.4,167488
24297,64714.3,63648.4,167488
24298,64714.3,63648.4,167488
24299,64714.3,63648.4,167488
24300,64714.3,63648.4,167488
24301,64714.3,63648.4,167488
24302,64714.3,63648.4,167488
24303,64714.3,63648.4,167488
24304,64714.3,63648.4,167488
24305,64714.3,63648.4,167488
24306,64714.3,63648.4,167488
24307,64714.3,63648.4,167488
24308,64714.3,63648.4,167488
24309,64714.3,63648.4,167488
24310,64714.3,63648.4,167488
24311,64714.3,63648.4,167488
24312,64714.3,63648.4,167488
24313,64714.3,63648.4,167488
24314,64714.3,63648.4,167488
24315,64714.3,63648.4,167488
24316,64714.3,63648.4,167488
24317,64714.3,63648.4,167488
24318,64714.3,63648.4,167488
24319,64714.3,63648.4,167488
24320,64714.3,63648.4,167488
24321,64714.3,63648.4,167488
24322,64714.3,63648.4,167488
24323,64714.3,63648.4,167488
24324,64714.3,63648.4,167488
24325,64714.3,63648.4,167488
24326,64714.3,63648.4,167488
24327,64714.3,63648.4,167488
24328,64714.3,63648.4,167488
24329,64714.3,63648.4,167488
24330,64714.3,63648.4,167488
24331,64714.3,63648.4,167488
24332,64714.3,63648.4,167488
24333,64714.3,63648.4,167488
24334,64714.3,63648.4,167488
24335,64714.3,63648.4,167488
24336,64714.3,63648.4,167488
24337,64714.3,63648.4,167488
24338,64714.3,63648.4,167488
24339,64714.3,63648.4,167488
24340,64714.3,63648.4,167488
24341,64714.3,63648.4,167488
24342,64714.3,63648.4,167488
24343,64714.3,63648.4,167488
24344,64714.3,63648.4,167488
24345,64714.3,63648.4,167488
24346,64714.3,63648.4,167488
24347,64714.3,63648.4,167488
24348,64714.3,63648.4,167488
24349,64714.3,63648.4,167488
24350,64714.3,63648.4,167488
24351,64714.3,63648.4,167488
24352,64714.3,63648.4,167488
24353,64714.3,63648.4,167488
24354,64714.3,63648.4,167488
24355,64714.3,63648.4,167488
24356,64714.3,63648.4,167488
24357,64714.3,63648.4,167488
24358,64714.3,63648.4,167488
24359,64714.3,63648.4,167488
24360,64714.3,63648.4,167488
24361,64714.3,63648.4,167488
24362,64714.3,63648.4,167488
24363,64714.3,63648.4,167488
24364,64714.3,63648.4,167488
24365,64714.3,63648.4,167488
24366,64714.3,63648.4,167488
24367,64714.3,63648.4,167488
24368,64714.3,63648.4,167488
24369,64714.3,63648.4,167488
24370,64714.3,63648.4,167488
24371,64714.3,63648.4,167488
24372,64714.3,63648.4,167488
24373,64714.3,63648.4,167488
24374,64714.3,63648.4,167488
24375,64714.3,63648.4,167488
24376,64714.3,63648.4,167488
24377,64714.3,63648.4,167488
24378,64714.3,63648.4,167488
24379,64714.3,63648.4,167488
24380,64714.3,63648.4,167488
24381,64714.3,63648.4,167488
24382,64714.3,63648.4,167488
24383,64714.3,63648.4,167488
24384,64714.3,63648.4,167488
24385,64714.3,63648.4,167488
24386,64714.3,63648.4,167488
24387,64714.3,63648.4,167488
24388,64714.3,63648.4,167488
24389,64714.3,63648.4,167488
24390,64714.3,63648.4,167488
24391,64714.3,63648.4,167488
24392,64714.3,63648.4,167488
24393,64714.3,63648.4,167488
24394,64714.3,63648.4,167488
24395,64714.3,63648.4,167488
24396,64714.3,63648.4,167488
24397,64714.3,63648.4,167488
24398,64714.3,63648.4,167488
24399,64714.3,63648.4,167488
