Hours since 00:00 Jan 1,My Design - Living Space: Indoor Temperature (F),My Design - Living Space: Indoor Relative Humidity (%),My Design - Garage: Indoor Temperature (F),My Design - Garage: Indoor Relative Humidity (%),My Design - Unfinished Basement: Indoor Temperature (F),My Design - Unfinished Basement: Indoor Relative Humidity (%),My Design - Unfinished Attic: Indoor Temperature (F),My Design - Unfinished Attic: Indoor Relative Humidity (%),My Design - Domestic Water System: Water Heater Inlet Temperature (F)
0.5,71,15.4161,23.1655,62.4951,70.5284,13.5707,15.8767,78.0202,50.0784
1.5,71,15.3258,20.0159,72.7897,71.0362,13.4332,8.85643,98.9076,50.0784
2.5,71,15.0108,17.3399,81.9378,71.2233,13.3123,4.93259,100,50.0784
3.5,71,14.7309,16.1467,86.0784,71.3043,13.2265,2.27508,100,50.0784
4.5,71,14.5502,15.6525,87.8526,71.3616,13.1943,1.51674,100,50.0784
5.5,71,14.3927,15.662,87.4491,71.3252,13.1791,2.31663,99.434,50.0784
6.5,71,14.2607,16.1004,85.26,71.3983,13.1016,4.07554,98.5491,50.0784
7.5,71,14.2106,16.786,82.3312,71.0222,13.2487,6.5785,94.8265,50.0784
8.5,71,14.244,18.3798,76.287,70.6015,13.4412,11.7727,81.3909,50.0784
9.5,71,14.4266,21.4532,65.936,70.0207,13.705,20.6515,58.7788,50.0784
10.5,71,14.8351,26.7555,51.4749,69.6008,13.8729,33.0329,36.4631,50.0784
11.5,71,14.8365,32.5486,39.5936,69.3268,13.9885,43.2854,25.9277,50.0784
12.5,71,14.8439,36.8746,33.3232,69.117,14.0896,46.9564,24.4028,50.0784
13.5,71,14.7944,38.5969,31.2713,69.1074,14.0874,46.3676,25.8986,50.0784
14.5,71,14.8731,38.8556,31.1062,68.9574,14.1561,44.633,28.076,50.0784
15.5,71,15.1749,38.2541,31.9505,68.6509,14.2899,42.5734,30.1351,50.0784
16.5,71,15.1271,36.54,34.2395,68.731,14.2329,38.951,34.5583,50.0784
17.5,71,15.219,33.4295,38.943,68.9278,14.1502,33.3273,44.8493,50.0784
18.5,71,15.3477,30.2385,44.988,69.0843,14.0974,28.0007,58.0937,50.0784
19.5,71,15.41,27.6826,50.7361,69.0808,14.1072,24.2957,66.7977,50.0784
20.5,71,15.4644,26.0745,54.6156,68.9172,14.1789,22.2508,70.2502,50.0784
21.5,71,15.4866,24.9616,57.5154,68.7921,14.2378,20.3698,75.1149,50.0784
22.5,71,15.469,24.1023,59.9067,69.2259,14.0535,19.255,76.5234,50.0784
23.5,71,15.3123,23.7945,60.3998,69.849,13.7322,20.0947,68.023,50.0784
24.5,71,15.0281,24.1351,58.8554,70.7303,13.3062,21.6121,57.723,50.0784
25.5,71,14.7653,24.3375,57.8032,70.9376,13.2275,21.6492,53.7029,50.0784
26.5,71,14.5176,24.2167,57.5505,70.8983,13.2358,21.563,50.3371,50.0784
27.5,71,14.2734,24.0414,57.398,70.9455,13.1923,20.9259,48.9574,50.0784
28.5,71,14.1285,23.6004,58.2876,70.8872,13.2445,20.115,49.5649,50.0784
29.5,71,14.3634,23.3625,58.5426,70.2232,13.5038,19.7202,49.6677,49.9711
30.5,71,14.7237,23.1817,58.6139,70.2622,13.4241,19.7032,49.0267,49.968
31.5,71,14.6379,23.482,57.5742,70.1105,13.4847,20.7699,45.9838,49.968
32.5,71,14.8427,24.352,55.2544,69.4877,13.789,23.4481,40.7711,49.968
33.5,71,14.829,26.5749,49.8453,69.3702,13.8613,29.7201,31.5513,49.968
34.5,71,14.7403,31.7104,39.4864,69.0626,14.0016,40.5347,21.2632,49.968
35.5,71.0733,14.7004,37.3065,31.3379,68.3394,14.3366,51.0817,14.7829,49.968
36.5,71,14.8458,41.3951,26.6249,67.4227,14.7596,57.4351,11.6085,49.968
37.5,71,14.8119,43.9139,24.0638,67.4316,14.7073,59.7171,10.8077,49.968
38.5,71,14.8043,45.124,22.9698,67.1794,14.8036,60.1718,11.4665,49.968
39.5,71,14.8418,45.4528,22.752,66.9477,14.9119,58.0885,13.7963,49.968
40.5,71,14.8617,43.5188,24.5154,67.0367,14.8293,53.1602,17.3402,49.968
41.5,71,14.9186,40.766,27.2638,67.2373,14.6988,47.2008,22.0573,49.968
42.5,71,15.0323,38.2152,30.1931,67.1267,14.7665,41.0924,28.3504,49.968
43.5,71,15.1323,35.5298,33.632,67.1304,14.7568,35.7461,35.3737,49.968
44.5,71,15.1814,33.2791,36.8285,67.4415,14.5815,31.9993,41.5234,49.968
45.5,71,15.1843,31.5235,39.617,67.7396,14.4111,29.4765,45.7953,49.968
46.5,71,15.203,30.4807,41.583,67.8085,14.3824,28.107,47.5806,49.968
47.5,71,15.1659,29.8196,42.7884,68.0347,14.2418,27.1702,48.0628,49.968
48.5,71,15.0883,29.6555,42.9509,68.5023,13.9788,27.2978,45.7308,49.968
49.5,71,15.0012,29.734,42.6554,68.9207,13.7709,27.8892,42.5084,49.968
50.5,71,14.8943,29.8294,42.3231,69.2586,13.6177,28.2778,40.1667,49.968
51.5,71,14.7973,29.7098,42.4628,69.4491,13.5525,27.9641,39.8434,49.968
52.5,71,14.7127,29.4317,42.973,69.6767,13.4959,27.6271,39.73,49.968
53.5,71,14.5692,29.3366,42.9549,69.8326,13.4276,27.9679,38.3398,49.9079
54.5,71,14.3933,29.5693,42.2315,69.9516,13.362,28.4996,36.7663,49.86
55.5,71,14.296,29.8412,41.5781,69.6226,13.5194,29.0451,36.2671,49.8597
56.5,71,14.3608,30.7391,39.8601,69.1151,13.7703,32.099,32.2665,49.8597
57.5,71,14.4182,33.1567,35.8939,68.5717,14.0392,37.8159,25.7968,49.8597
58.5,71,14.4189,36.4927,31.4973,68.3255,14.1847,44.1872,20.9703,49.8597
59.5,71,14.4122,40.7663,26.7252,67.9221,14.3781,50.4481,17.6581,49.8597
60.5,71,14.3077,43.3841,24.13,68.1284,14.2544,50.7095,18.0895,49.8597
61.5,71,14.1986,43.499,24.1137,68.5014,14.0696,47.9361,21.1526,49.8597
62.5,71,14.0016,42.8986,24.6853,68.7363,13.943,44.4154,23.7032,49.8597
63.5,71,13.8943,40.8477,26.7471,68.5192,14.0402,40.1568,27.6693,49.8597
64.5,71,13.8296,37.4887,30.5017,68.6344,13.9795,34.8045,33.3992,49.8597
65.5,71,13.8158,33.8451,35.1581,68.8027,13.8706,29.1995,41.1685,49.8597
66.5,71,13.9759,30.7851,39.9302,68.4014,14.0321,24.9636,49.3867,49.8597
67.5,71,14.3783,29.0224,43.2123,68.0151,14.1859,22.0368,55.708,49.8597
68.5,71,14.3692,27.5091,46.205,68.4105,13.9459,18.8101,64.5849,49.8597
69.5,71,14.3086,25.921,49.6043,68.7959,13.7314,15.6464,74.2245,49.8597
70.5,71,14.2624,24.5927,52.7529,69.2109,13.553,13.2514,81.7078,49.8597
71.5,71,14.1257,23.3141,55.7282,69.6878,13.2982,11.0612,88.3966,49.8597
72.5,71,13.9719,22.3118,58.0917,70.1101,13.0671,9.48246,93.4408,49.8274
73.5,71,13.8299,21.2888,60.7318,70.5066,12.8758,7.45323,99.2823,49.7541
74.5,71,13.6335,19.9392,64.3751,70.8986,12.6827,4.86421,100,49.7541
75.5,71,13.4332,18.7542,67.6652,71.0981,12.57,3.48482,99.6801,49.7541
76.5,71,13.2964,18.154,69.3936,71.1944,12.535,3.43238,98.2947,49.7541
77.5,71,13.1564,17.8775,69.9973,71.1906,12.5118,3.476,97.2994,49.7541
78.5,71,12.9944,17.7557,70.0341,71.3384,12.4025,3.76347,95.4539,49.754
79.5,71,12.8782,17.7935,69.6503,70.905,12.5422,4.73092,91.2228,49.754
80.5,71,12.8681,18.5324,67.3098,70.3976,12.7618,8.90559,77.1195,49.754
81.5,71,13.0462,20.9067,60.2364,69.8912,12.9896,16.8413,56.1554,49.7538
82.5,71,13.1185,25.4273,48.6887,69.9491,12.935,27.5468,37.4906,49.7538
83.5,71,13.1478,30.0018,39.4139,69.4057,13.1728,35.8564,28.1576,49.7538
84.5,71,13.2342,33.9489,33.3657,68.9372,13.3959,42.7882,22.6121,49.7538
85.5,71,13.3279,36.8825,29.9015,68.6494,13.5293,47.7719,20.997,49.7538
86.5,71,13.4507,39.2713,27.5602,68.3913,13.6629,50.8541,21.6653,49.7538
87.5,71,13.5882,40.7858,26.3626,68.1819,13.7665,51.6517,23.7179,49.7538
88.5,71,13.9036,40.6944,26.8586,67.8631,13.9041,49.7872,27.9529,49.7538
89.5,71,14.1769,39.1859,28.6898,67.6799,14.0028,46.9742,32.274,49.7538
90.5,71,14.4979,38.0884,30.2627,67.1736,14.2804,44.1431,36.8403,49.7538
91.5,71,14.7225,37.5118,31.1795,66.7268,14.5032,42.7222,38.2779,49.7538
92.5,71,14.8549,37.2506,31.6031,66.5222,14.5934,41.9607,37.5127,49.7538
93.5,71.0774,14.9074,37.0302,31.9211,66.7149,14.4673,41.0236,36.5912,49.7538
94.5,71.0992,15.1402,36.6037,32.4624,66.7492,14.4188,39.8998,36.7538,49.7538
95.5,71.026,15.3578,36.696,32.3976,66.6906,14.436,41.5157,33.474,49.7538
96.5,71,15.4648,37.9097,30.9123,66.965,14.2754,42.8848,30.5249,49.7538
97.5,71,15.4607,38.0285,30.8571,67.7384,13.8941,43.2042,30.0786,49.7538
98.5,71,15.5076,39.5664,29.333,67.7896,13.8936,46.9293,27.374,49.7538
99.5,71,15.5869,40.7036,28.4065,67.8141,13.9297,47.8324,27.6686,49.7538
100.5,71,15.6976,40.5795,28.8614,67.768,14.0144,46.9567,29.2423,49.7538
101.5,71,15.7961,40.3303,29.3583,67.6433,14.1066,46.3716,30.2707,49.685
102.5,71,15.8915,40.0101,29.9685,67.7783,14.0743,44.339,33.5367,49.6524
103.5,71.2129,16.0249,39.0937,31.3298,67.5028,14.2564,42.9966,36.4777,49.6502
104.5,71,16.3915,39.3273,31.297,66.292,14.8989,46.2091,33.3487,49.6502
105.5,71.0156,16.4932,41.1487,29.5143,66.0593,15.0614,51.8396,28.0142,49.6502
106.5,71.0034,16.5376,45.1753,25.5478,66.0746,15.0655,58.0335,22.4771,49.6502
107.5,71.8183,16.1012,49.3016,22.0478,66.0291,15.0986,62.8774,18.426,49.6502
108.5,72.8626,15.5826,52.8716,19.4528,66.0663,15.0893,67.4027,15.3521,49.6502
109.5,73.4063,15.3496,55.1351,18.0004,66.0532,15.1076,69.2263,14.1359,49.6502
110.5,73.2201,15.5094,55.3585,17.9509,65.9973,15.1535,67.2594,15.4125,49.6502
111.5,72.8691,15.7993,53.4347,19.4218,65.9217,15.2234,62.2122,19.6703,49.6502
112.5,72.2882,16.2445,50.4365,21.8829,65.8546,15.2895,55.7676,26.0054,49.6502
113.5,71.3421,16.9512,46.223,25.8115,65.7673,15.362,48.3924,34.6486,49.6502
114.5,71.8447,16.7816,42.9704,29.244,65.7109,15.3895,43.0808,39.2544,49.6502
115.5,71.1017,17.2797,40.8375,31.7327,65.57,15.4501,39.5312,40.9448,49.6502
116.5,71,17.3508,39.3061,33.6732,65.7591,15.3326,36.9605,42.4997,49.6502
117.5,71,17.3533,37.9705,35.5004,66.1932,15.1005,34.4107,45.4628,49.6502
118.5,71,17.4142,36.7259,37.4017,66.5243,14.9759,32.2722,48.9249,49.6502
119.5,71,17.3641,35.7781,38.7458,67.0096,14.7132,30.7789,50.9522,49.6502
120.5,71,17.4204,35.2071,39.4893,67.1661,14.6216,30.217,49.884,49.5868
121.5,71,17.8516,35.1377,39.5004,66.5939,14.9162,30.8505,45.8025,49.5489
122.5,71,17.7228,35.386,38.9733,67.7744,14.3399,31.5448,41.3064,49.5489
123.5,71,17.5612,35.3222,38.8881,68.0042,14.2511,31.3166,38.8094,49.5489
124.5,71,17.4521,34.9247,39.4377,68.2307,14.2126,30.5066,38.2233,49.5489
125.5,71,17.322,34.2207,40.4283,68.2798,14.2189,29.3541,39.2844,49.5489
126.5,71,17.1102,33.6824,41.0565,68.5442,14.0953,28.9089,38.9255,49.5489
127.5,71,16.9415,33.5076,41.1575,68.4524,14.1795,29.0145,38.2958,49.5489
128.5,71,16.8048,33.646,40.7725,68.1487,14.3719,30.4507,35.6111,49.5489
129.5,71,16.7115,34.5529,39.3199,67.8853,14.5433,34.1587,32.0814,49.5489
130.5,71,16.6838,37.0642,35.7339,67.8719,14.5971,39.9483,28.5529,49.5489
131.5,71,16.6463,41.0205,30.6953,67.5188,14.8088,46.0807,24.1438,49.5489
132.5,71,16.5966,43.7055,27.717,67.3785,14.8948,47.2615,24.4741,49.5489
133.5,71,16.5195,43.9532,27.6126,67.7711,14.7203,45.2542,28.5356,49.5489
134.5,71,16.4363,43.5644,28.1895,67.7355,14.7645,43.4346,31.7139,49.5489
135.5,71,16.3242,42.579,29.426,67.8927,14.7087,40.977,35.1097,49.5489
136.5,71,16.2597,40.486,32.0507,68.0633,14.6356,37.2033,41.1427,49.5489
137.5,71,16.2564,37.3445,36.3762,68.4031,14.4716,32.7392,49.898,49.5489
138.5,71.0231,16.3573,35.2339,39.7089,67.3886,15.0124,29.3887,58.8826,49.5489
139.5,71,16.4836,33.5897,42.533,67.3102,15.0679,26.3618,67.7785,49.5489
140.5,71,16.5412,32.1765,45.1583,67.8415,14.8198,23.8412,76.159,49.5489
141.5,71,16.7864,30.8876,47.9123,67.7351,14.8918,21.1557,86.0041,49.5489
142.5,71,16.7954,29.5694,50.9719,68.319,14.6406,18.8746,93.9141,49.5489
143.5,71,16.7184,28.7131,52.9469,68.6985,14.4794,17.5622,96.7132,49.5489
144.5,71,16.568,27.8385,54.8921,69.1934,14.2404,16.4936,97.1523,49.5489
145.5,71,16.4346,27.2709,56.1839,69.4997,14.1219,16.25,94.6612,49.5173
146.5,71,16.3195,26.8653,57.1088,69.6361,14.0882,15.5294,95.5831,49.4519
147.5,71,16.1453,25.907,59.4428,69.9484,13.9659,13.6329,99.267,49.4519
148.5,71,15.9882,24.7613,62.5516,70.1362,13.9319,11.5117,100,49.4517
149.5,71,15.7712,23.5694,65.7491,70.3224,13.8541,9.32822,99.9602,49.4515
150.5,71,15.5189,22.7697,67.7169,70.6205,13.7076,8.61043,98.89,49.4508
151.5,71,15.3761,23.0003,66.6791,70.2677,13.8818,12.1585,82.5366,49.45
152.5,71,15.3017,25.7057,58.5965,69.5782,14.2181,20.5095,55.3474,49.45
153.5,71,15.2097,28.9054,50.3232,69.3477,14.3453,26.6543,40.8912,49.45
154.5,71,15.0431,31.4762,44.5431,69.2877,14.358,31.5128,32.0658,49.45
155.5,71,14.92,33.9375,40.0974,68.9654,14.5014,36.4894,26.2616,49.45
156.5,71,14.8619,36.261,36.4321,68.5861,14.6703,40.5958,22.2515,49.45
157.5,71,14.7941,37.8146,34.0943,68.3474,14.7529,42.7881,19.8596,49.45
158.5,71,14.6758,38.4401,33.054,68.2258,14.7594,43.186,18.5871,49.45
159.5,71,14.5455,38.4494,32.798,68.1408,14.7393,42.5274,18.1904,49.45
160.5,71,14.4475,38.1079,33.011,67.9567,14.7616,41.4228,18.6454,49.45
161.5,71,14.3978,37.9098,33.0318,67.8607,14.7612,40.7436,18.7916,49.45
162.5,71,14.3972,37.9455,32.7126,67.3099,14.9922,40.4055,18.5048,49.45
163.5,71,14.416,37.8582,32.5604,66.9241,15.1328,39.6937,18.7607,49.45
164.5,71,14.3627,37.488,32.735,67.0052,15.021,38.1496,20.0939,49.45
165.5,71,14.3076,36.4064,33.9143,67.2248,14.8465,35.0906,23.7152,49.45
166.5,71,14.3347,34.6489,36.3144,67.5067,14.6914,32.413,29.0786,49.45
167.5,71,14.3295,33.7543,37.5343,67.7638,14.5346,32.0465,31.6064,49.45
168.5,71,14.4083,33.9942,37.0229,67.7724,14.49,32.8989,30.9257,49.3864
169.5,71,14.4394,34.3451,36.3445,68.179,14.2548,33.2492,30.5263,49.3536
170.5,71,14.3589,34.1896,36.3984,68.4524,14.0879,32.4142,31.9895,49.3536
171.5,71,14.2444,33.3502,37.4657,69.0007,13.8068,30.5175,35.3996,49.3536
172.5,71,14.0794,32.2731,39.0012,69.7839,13.4562,28.3205,40.6036,49.3536
173.5,71,13.9444,31.3548,40.4552,69.6373,13.5129,26.8569,44.3393,49.3536
174.5,71,13.8395,30.5439,41.8003,69.5253,13.5372,25.5087,46.7355,49.3536
175.5,71,13.8108,29.8229,43.0466,69.196,13.6658,24.7586,48.2036,49.3536
176.5,71,14.0143,30.2227,42.2262,68.291,14.0909,28.9549,39.9234,49.3536
177.5,71,14.0133,33.0073,37.4429,68.1404,14.1715,37.1774,28.6536,49.3536
178.5,71,13.9219,37.5607,31.1813,67.9377,14.2408,44.7634,22.1298,49.3536
179.5,71,13.8264,41.785,26.4273,67.7132,14.3301,49.7925,18.8256,49.3536
180.5,71,13.7368,45.5357,22.874,67.2663,14.5173,53.9407,16.4598,49.3536
181.5,71,13.692,48.6992,20.3334,66.7159,14.7553,57.6049,15.385,49.3536
182.5,71,13.6708,50.2668,19.1736,66.0404,15.063,57.8904,15.1848,49.3536
183.5,71,13.6508,50.0779,19.2971,65.913,15.0865,55.3583,16.5025,49.3536
184.5,71.302,13.5822,48.1568,20.7218,65.8329,15.0794,51.4899,19.0843,49.3536
185.5,71.0548,14.0725,43.8775,24.3978,65.7783,15.0756,43.3352,26.3834,49.3536
186.5,71,14.3714,39.6742,28.775,66.2344,14.8406,36.1231,35.7559,49.3536
187.5,71,14.5223,36.4412,32.8961,66.8784,14.5258,31.8023,45.7399,49.3536
188.5,71,14.6262,34.8831,35.249,67.2498,14.3415,29.985,52.1186,49.3536
189.5,71,14.7223,34.0333,36.6459,67.2772,14.321,28.8826,55.6566,49.3536
190.5,71,14.7856,33.4021,37.7685,67.685,14.1195,28.1033,58.2668,49.3536
191.5,71,14.866,32.9207,38.7313,67.9091,14.0355,27.4446,60.8171,49.3536
192.5,71,14.902,32.2294,40.0785,68.5902,13.7368,26.4397,64.0767,49.3524
193.5,71,14.9252,31.5267,41.6262,68.965,13.5923,25.6364,67.2579,49.3517
194.5,71,14.9432,31.0604,42.7835,69.1173,13.5596,25.2273,68.3079,49.3517
195.5,71,14.9562,30.7554,43.6295,69.2551,13.5341,25.0297,68.6521,49.3517
196.5,71,14.9834,30.503,44.3952,69.3054,13.559,24.566,70.016,49.3517
197.5,71,15.0181,30.1503,45.3108,69.2802,13.6127,24.1898,70.5956,49.264
198.5,71,15.02,29.9088,45.9208,69.399,13.5896,23.3263,72.1702,49.2607
199.5,71,15.0777,29.3212,47.2935,68.9759,13.8303,22.4311,75.2753,49.2602
200.5,71,15.1205,29.9008,46.1496,68.2518,14.2088,26.9141,60.4743,49.2597
201.5,71,15.1336,32.2606,41.6673,67.8707,14.4294,34.4305,42.8092,49.2596
202.5,71,15.0913,36.0002,35.8753,67.9297,14.4066,41.3465,31.8808,49.2595
203.5,71,15.0472,40.2062,30.4617,67.6762,14.531,45.9263,26.8742,49.2595
204.5,71,15.0344,42.8964,27.5413,67.4309,14.6506,47.9857,25.6089,49.2595
205.5,71,15.0293,44.3373,26.2107,67.4246,14.6564,48.6448,25.9036,49.2595
206.5,71,15.0153,44.9922,25.6869,67.203,14.765,48.6871,26.0806,49.2595
207.5,71,15.0243,44.9085,25.8635,66.9286,14.9077,47.6888,26.7042,49.2595
208.5,71,15.0635,43.5408,27.3598,66.9223,14.9108,44.8162,30.1514,49.2595
209.5,71,15.1857,40.3884,31.0416,67.2869,14.7353,39.4648,37.5596,49.2595
210.5,71,15.3748,37.4412,34.9939,67.1282,14.8288,34.8881,45.9822,49.2595
211.5,71,15.5868,35.6994,37.7623,67.0467,14.8803,32.6321,53.4588,49.2595
212.5,71,15.7909,34.7854,39.5863,67.1683,14.8513,30.958,61.5861,49.2595
213.5,71,15.9438,33.7086,41.7356,67.5776,14.6829,29.0666,68.3873,49.2595
214.5,71,16.0783,32.8607,43.6154,67.9096,14.5634,27.7948,73.5069,49.2595
215.5,71,16.1501,31.9282,45.6535,68.3222,14.3895,25.8223,80.0683,49.2595
216.5,71,16.1695,30.8502,48.2011,68.825,14.1757,24.1226,84.8509,49.2595
217.5,71,16.1908,30.1031,50.1791,69.1142,14.0985,23.1184,86.6974,49.2595
218.5,71,16.1738,29.5168,51.7008,69.2452,14.0954,22.2445,86.2454,49.2595
219.5,71,16.1448,28.97,53.0841,69.3494,14.0935,21.5213,85.6543,49.2004
220.5,71,16.0716,28.3993,54.4841,69.6619,13.9894,20.7615,84.1584,49.168
221.5,71,15.9888,27.8868,55.7288,69.7078,14.0102,19.9178,83.759,49.168
222.5,71,15.8676,27.4306,56.7303,69.838,13.972,19.4843,81.2488,49.1679
223.5,71,16.012,27.3531,56.7588,69.0045,14.3906,20.194,75.6372,49.1679
224.5,71,16.0084,27.9114,55.3065,68.8815,14.4884,24.3272,61.1441,49.1679
225.5,71,15.9316,30.1929,49.8295,68.5366,14.7221,31.8315,42.5,49.1679
226.5,71,15.8366,34.4333,41.485,68.2945,14.8539,39.9955,29.5315,49.1679
227.5,71,15.7689,39.4171,33.8973,67.7669,15.1215,47.4952,20.9229,49.1679
228.5,71,15.6572,44.1282,28.0989,66.9744,15.507,54.7705,14.836,49.1679
229.5,71,15.5807,48.4668,23.745,66.3892,15.7741,60.631,11.4072,49.1679
230.5,71,15.5339,50.9234,21.5756,65.9619,15.9707,62.3599,10.3282,49.1679
231.5,71,15.4887,51.2846,21.2269,65.7684,16.0395,60.5275,10.7966,49.1679
232.5,71,15.4688,48.9247,23.1456,65.8953,15.9481,54.2851,13.6163,49.1679
233.5,71,15.4515,43.9897,27.8104,66.5751,15.5344,44.884,19.6862,49.1679
234.5,71,15.4915,39.1204,33.4149,66.6284,15.467,36.5497,28.0053,49.1679
235.5,71,15.5458,35.898,37.8183,66.6781,15.4192,31.3861,35.8814,49.1679
236.5,71,15.5308,34.1584,40.3583,66.9535,15.2331,28.8804,41.306,49.1679
237.5,71,15.4953,33.2218,41.7325,67.2094,15.0596,27.3257,45.5558,49.1679
238.5,71,15.5175,32.1622,43.6228,67.785,14.8057,25.2306,52.246,49.1679
239.5,71,15.694,30.9315,45.9526,68.0543,14.6476,23.4188,58.2794,49.1679
240.5,71,15.6369,29.9234,47.8236,69.0864,14.1089,22.2294,61.5422,49.1601
241.5,71,15.5165,29.2127,49.2948,69.2572,14.0584,21.1544,64.5654,49.1373
242.5,71,15.3952,28.5924,50.5544,69.405,14.0035,20.2897,66.682,49.1373
243.5,71,15.2832,28.1252,51.467,69.434,13.9956,19.9714,66.6964,49.1373
244.5,71,15.1965,27.9543,51.8058,69.73,13.9064,20.6949,63.4912,49.1373
245.5,71,15.0517,28.1758,50.99,69.7821,13.8879,21.9327,58.0118,49.0958
246.5,71,14.8792,28.559,49.724,69.7955,13.861,22.9087,53.5385,49.0818
247.5,71,14.7827,28.8253,48.9216,69.4828,14.0258,23.6997,50.8112,49.0799
248.5,71,14.7413,29.4091,47.5939,69.1817,14.2161,26.3354,45.1709,49.0789
249.5,71,14.6562,31.0965,44.0389,68.8369,14.4301,31.5707,35.6255,49.0789
250.5,71,14.539,34.8326,37.6467,68.4073,14.6422,40.2956,24.6694,49.0789
251.5,71,14.4286,40.367,30.1486,67.5987,15.0127,50.4183,16.3221,49.0789
252.5,71,14.3647,45.961,24.1834,66.9451,15.3155,57.8907,11.5332,49.0789
253.5,71,14.1752,49.3537,20.9789,66.745,15.3618,60.2027,9.2408,49.0789
254.5,71,13.905,49.8844,20.1953,66.5883,15.3822,59.6402,8.05383,49.0788
255.5,71,13.7192,48.6531,20.8683,66.5091,15.3742,56.9907,8.41632,49.0788
256.5,71,13.5513,46.7769,22.0359,66.3035,15.3419,53.0784,9.24288,49.0788
257.5,71,13.5115,44.6286,23.6806,66.1993,15.3365,48.9417,10.179,49.0788
258.5,71.0564,13.567,42.8591,25.2023,65.6895,15.578,45.8207,11.4509,49.0788
259.5,71.021,13.6376,41.7378,26.1003,65.4754,15.5919,43.3796,13.2332,49.0788
260.5,71,13.6231,40.726,26.8987,65.7409,15.3315,41.0567,16.134,49.0788
261.5,71,13.6209,39.9414,27.5791,66.0553,15.101,40.2878,18.3776,49.0788
262.5,71,13.6336,39.8624,27.5485,66.249,14.9635,40.1611,19.4457,49.0788
263.5,71,13.6249,39.5298,27.7958,66.7308,14.66,39.1407,21.615,49.0788
264.5,71,13.6053,38.9734,28.315,67.1924,14.3755,38.053,24.1442,49.0788
265.5,71,13.6213,38.0948,29.3163,67.5691,14.182,35.852,27.8926,49.0788
266.5,71,13.6526,36.6137,31.1277,67.8555,14.0577,32.9764,32.183,49.0788
267.5,71,13.6658,35.1745,32.9835,68.1444,13.919,30.0462,37.7303,49.0788
268.5,71,13.6804,33.5673,35.2425,68.5697,13.7275,26.8065,45.6363,49.0728
269.5,71,13.6665,32.1277,37.3397,68.7561,13.6172,24.3574,52.2234,49.0025
270.5,71,13.7654,30.9791,39.2947,68.9998,13.4941,22.6354,56.8409,48.9925
271.5,71,13.8535,30.306,40.5747,68.9848,13.5177,22.2562,57.8943,48.9923
272.5,71,13.8808,30.7145,39.9226,68.8008,13.6332,24.7848,51.8225,48.9923
273.5,71,13.8922,32.5306,37.0056,68.7019,13.7231,29.7892,41.6332,48.9923
274.5,71,13.8258,35.004,33.5111,68.72,13.715,35.6425,32.2453,48.9923
275.5,71,13.8448,37.7148,30.1778,68.2442,13.9637,41.2148,26.0079,48.9923
276.5,71,13.892,40.3991,27.176,67.8287,14.1626,45.2751,22.0572,48.9923
277.5,71,13.84,42.1016,25.3514,67.8372,14.1259,47.5007,19.4719,48.9923
278.5,71.0083,13.841,42.9804,24.3857,67.6098,14.2083,48.2398,17.8528,48.9923
279.5,71,13.8479,43.144,24.1796,67.3888,14.31,47.9706,17.5377,48.9923
280.5,71,13.797,42.6829,24.5208,67.376,14.2827,45.5304,18.9191,48.9923
281.5,71,13.8143,41.0525,26.0502,67.5517,14.1754,40.8626,22.7389,48.9923
282.5,71,13.9077,39.0319,28.1683,67.2166,14.3325,37.5931,26.6385,48.9923
283.5,71,14.0197,37.799,29.5812,66.8896,14.4922,36.1807,29.0324,48.9923
284.5,71,14.0757,36.9598,30.5532,66.8117,14.5047,34.1178,32.1134,48.9923
285.5,71,14.0973,35.3921,32.4629,67.0466,14.3469,30.7848,37.5703,48.9923
286.5,71,14.1809,33.9273,34.5484,67.4483,14.1819,28.581,42.8543,48.9923
287.5,71,14.1958,33.253,35.5205,67.8468,13.9793,27.9576,45.1805,48.9923
288.5,71,14.2016,33.0885,35.8053,68.1265,13.8313,28.6752,45.4803,48.9923
289.5,71,14.2342,33.6812,35.087,68.2346,13.7937,31.2191,41.897,48.9843
290.5,71,14.2755,34.8601,33.5938,68.1993,13.8261,33.6786,38.5956,48.9196
291.5,71,14.2972,35.5079,32.8361,68.2888,13.789,34.3884,38.1652,48.9196
292.5,71,14.4007,35.5265,33.0262,68.1637,13.9094,34.2357,39.2157,48.9196
293.5,71,14.4803,35.4209,33.2983,68.1165,13.9629,34.075,39.927,48.9162
294.5,71,14.5106,35.3641,33.4437,68.2954,13.8747,33.9125,40.5914,48.9103
295.5,71,14.5779,35.3953,33.5746,67.9947,14.0504,34.5441,40.048,48.9082
296.5,71,14.6474,36.1108,32.8576,67.3672,14.3975,38.3525,35.1512,48.9082
297.5,71,14.6892,38.2091,30.429,66.6585,14.777,44.9773,27.5258,48.9082
298.5,71,14.6752,42.3901,25.9769,66.5446,14.8266,52.3494,20.9653,48.9082
299.5,71.0132,14.6699,46.7529,22.0515,65.8574,15.1767,58.7716,16.4755,48.9082
300.5,71.3439,14.5398,50.9815,18.8434,65.4645,15.3631,64.5164,13.3326,48.9082
301.5,71.7942,14.3489,54.4481,16.5905,65.4304,15.3542,68.2649,11.5859,48.9082
302.5,72.1738,14.1955,55.9957,15.6903,65.4205,15.3378,68.5875,11.2943,48.9082
