Hours since 00:00 Jan 1,My Design - Living Space: Indoor Temperature (F),My Design - Living Space: Indoor Relative Humidity (%),My Design - Garage: Indoor Temperature (F),My Design - Garage: Indoor Relative Humidity (%),My Design - Unfinished Basement: Indoor Temperature (F),My Design - Unfinished Basement: Indoor Relative Humidity (%),My Design - Unfinished Attic: Indoor Temperature (F),My Design - Unfinished Attic: Indoor Relative Humidity (%),My Design - Domestic Water System: Water Heater Inlet Temperature (F)
2181.5,71,23.2659,39.3444,51.8635,66.815,20.4931,28.9081,98.0477,50.9323
2182.5,71,23.1763,38.2932,54.2073,67.3445,20.2435,27.3936,97.867,50.9323
2183.5,71,22.9869,37.5089,55.8165,67.5945,20.1409,26.3607,96.2931,50.9323
2184.5,71,22.8009,36.8913,57.0292,67.687,20.1315,25.5664,95.5673,50.9333
2185.5,71,22.6636,36.3639,58.1659,67.8952,20.0839,25.1013,94.5087,50.9684
2186.5,71,22.5073,35.9128,59.0868,68.0344,20.0732,24.6637,93.2835,50.9921
2187.5,71,22.3493,35.3445,60.3208,68.2791,19.984,23.9547,95.3677,50.9921
2188.5,71,22.2353,34.7637,61.7466,68.4678,19.987,23.3695,96.6187,50.9921
2189.5,71,22.068,34.3257,62.6522,68.4734,20.0492,22.8766,97.292,50.9921
2190.5,71,21.837,33.9656,63.2228,68.647,19.9455,22.3801,97.6581,50.9921
2191.5,71,21.6822,33.9922,62.9741,68.449,20.1399,22.98,93.8148,51.0345
2192.5,71,21.5621,34.5281,61.52,68.3226,20.2912,24.5926,86.1137,51.0595
2193.5,71,21.4145,35.4059,59.2805,68.2697,20.372,26.5414,78.2339,51.0598
2194.5,71,21.2649,36.2251,57.3544,68.5024,20.2719,28.262,72.6244,51.0598
2195.5,71,21.056,36.8064,55.8601,68.4071,20.3459,29.8697,67.3253,51.0598
2196.5,71,20.8812,37.6313,53.8261,68.1217,20.5268,32.0347,59.8992,51.0598
2197.5,71,20.7251,38.0134,52.8219,68.0665,20.5553,32.7569,57.1113,51.0598
2198.5,71,20.5432,37.7374,53.1409,68.1091,20.5,31.7988,58.3394,51.0598
2199.5,71,20.3949,36.9996,54.5238,68.1986,20.4289,29.9866,63.4691,51.0598
2200.5,71,20.3567,36.118,56.4861,68.1846,20.4893,28.6719,68.9173,51.0598
2201.5,71,20.3578,34.7764,59.484,68.3668,20.3544,26.8015,75.9458,51.0598
2202.5,71,20.867,33.4193,62.5917,67.5088,20.9311,24.5054,84.4695,51.0598
2203.5,71,21.0081,32.637,64.4125,67.6868,20.7971,22.8963,90.0734,51.0598
2204.5,71,20.9459,32.116,65.6209,67.7349,20.7637,21.8034,93.9523,51.0598
2205.5,71,20.8421,31.611,66.8591,67.7362,20.7327,20.7811,97.7803,51.0598
2206.5,71,20.7655,31.0309,68.5224,67.9111,20.626,19.9387,99.9157,51.0598
2207.5,71,20.641,30.6092,69.5616,68.1262,20.4458,19.7348,99.1546,51.0598
2208.5,71,20.4808,30.4516,69.6862,68.3477,20.2356,19.8941,97.6765,51.0598
2209.5,71,20.3493,30.2874,69.9486,68.5246,20.0897,19.9922,96.783,51.0743
2210.5,71,20.1872,29.8108,71.1117,68.7583,19.8882,19.1028,98.7814,51.189
2211.5,71,19.9897,28.7093,74.383,69.0535,19.6713,17.7424,98.9862,51.1893
2212.5,71,19.8737,28.4421,75.1092,69.0589,19.6967,18.1766,96.9995,51.1893
2213.5,71,19.7471,28.6314,74.1675,68.9943,19.7206,18.6057,95.4277,51.1893
2214.5,71,19.6526,28.8731,73.1434,69.0887,19.6385,19.0794,93.7936,51.1893
2215.5,71,19.8445,29.4786,71.0676,68.4986,20.0389,20.6178,88.3617,51.1894
2216.5,71,19.7846,30.2982,68.3368,68.6093,19.9554,23.266,80.0773,51.1894
2217.5,71,19.7235,31.3972,64.9776,68.6002,19.9749,25.9976,73.1854,51.1894
2218.5,71,19.6503,33.0549,60.6251,68.7266,19.9096,30.1157,61.8627,51.1894
2219.5,71,19.5609,36.6738,52.5009,68.3411,20.1647,37.5762,46.2054,51.1894
2220.5,71,19.5231,41.2593,43.887,67.8962,20.4694,45.8044,34.4808,51.1894
2221.5,71,19.5238,45.9639,36.6755,67.4901,20.7715,53.7456,26.1687,51.1894
2222.5,71,19.5469,49.0757,32.6466,67.0809,21.0807,57.665,23.2547,51.1894
2223.5,71,19.5551,49.9504,31.6214,66.8623,21.2368,57.0055,24.2521,51.1894
2224.5,71,19.5713,48.1066,33.9576,66.9119,21.1823,51.4617,31.0576,51.1894
2225.5,71,19.6276,45.3178,37.7672,67.0107,21.1058,46.8151,36.9625,51.1894
2226.5,71,19.707,42.956,41.3416,66.7305,21.3052,42.5489,42.6469,51.1894
2227.5,71,19.8053,39.2755,47.6942,66.7895,21.2506,35.9211,55.3527,51.1894
2228.5,71,19.8797,36.4081,53.4034,66.9634,21.1175,30.9673,68.5048,51.1894
2229.5,71,19.9979,34.4785,57.7859,67.1505,21.0083,27.6827,80.2814,51.1894
2230.5,71,20.1879,33.1471,60.8255,67.134,20.9838,25.4186,87.6262,51.1894
2231.5,71,20.3943,32.2198,62.9891,66.6413,21.3005,23.618,94.0828,51.1894
2232.5,71,20.4524,31.5457,64.9293,67.7289,20.5274,23.6546,94.1347,51.1894
2233.5,71,20.4282,31.7066,64.5306,68.2572,20.1737,25.2024,89.268,51.204
2234.5,71,20.3773,31.8339,64.1366,68.3584,20.1103,25.3822,88.0269,51.2463
2235.5,71,20.327,31.7331,64.4057,68.4348,20.08,25.8165,84.3093,51.2463
2236.5,71,20.2675,31.9568,63.712,68.5076,20.0681,26.3981,78.9475,51.2463
2237.5,71,20.1297,31.7851,63.9232,68.5349,20.0172,25.3995,79.1642,51.2734
2238.5,71,20.0377,31.4782,64.6823,68.5747,19.9918,26.1862,74.6293,51.3107
2239.5,71,20.0313,32.8036,61.1861,67.36,20.8695,32.0985,58.0541,51.3208
2240.5,71,20.0293,35.5472,54.885,67.0843,21.0703,40.8647,41.4874,51.3208
2241.5,71,19.9895,40.8565,44.6327,66.8011,21.2799,51.3278,27.8176,51.3208
2242.5,71,20.0213,47.0616,35.1174,66.5772,21.3999,61.8993,18.7503,51.3208
2243.5,71.1173,20.2057,52.1437,28.9842,65.478,22.2227,67.7373,14.9328,51.3208
2244.5,71,20.2021,54.7249,26.2457,65.9221,21.8567,67.9251,14.3645,51.3208
2245.5,71,20.0043,55.9903,24.9256,65.9557,21.7804,67.4466,14.3401,51.3208
2246.5,71,19.8214,56.7402,24.1214,65.6657,21.9581,65.7866,14.8197,51.3208
2247.5,71,19.6639,55.0264,25.5999,65.9711,21.6855,60.0171,18.9147,51.3208
2248.5,71,19.5441,51.404,29.2906,66.8185,21.0094,52.3421,28.6086,51.3208
2249.5,71,19.685,47.8779,33.7278,66.9675,20.9095,46.167,40.9417,51.3208
2250.5,71,19.9519,44.4153,38.9292,66.9659,20.9326,41.3009,53.8872,51.3208
2251.5,71,20.1928,41.8039,43.463,66.6503,21.1821,37.8144,64.3393,51.3208
2252.5,71,20.4464,40.1529,46.7659,66.4134,21.3965,35.7521,72.5336,51.3208
2253.5,71,20.6647,39.1138,49.0275,66.3803,21.4464,34.3889,78.0574,51.3208
2254.5,71,20.8674,38.4316,50.6577,66.5226,21.387,33.6002,81.2269,51.3208
2255.5,71,21.0575,38.2167,51.3265,66.7163,21.2799,33.4747,82.9524,51.3208
2256.5,71,21.2276,37.9982,52.0135,67.0681,21.0634,33.1085,85.2976,51.3208
2257.5,71,21.373,37.5726,53.1093,67.3271,20.9246,32.4209,88.0438,51.3208
2258.5,71,21.5144,37.0417,54.5596,67.627,20.7685,31.8767,90.554,51.3208
2259.5,71,21.6688,36.6134,56.0376,68.0501,20.5584,31.8007,91.3118,51.3362
2260.5,71,21.8506,36.3606,57.4301,68.5594,20.3276,31.8771,91.8737,51.4482
2261.5,71,22.0065,36.288,58.3403,68.5728,20.418,32.0439,92.3011,51.4482
2262.5,71,22.3591,36.3538,58.8211,68.2777,20.7156,32.5946,89.8238,51.4539
2263.5,71,22.5581,36.9788,57.9415,67.8603,21.1191,34.6307,82.5315,51.454
2264.5,71,22.6974,38.5758,54.7937,67.3005,21.6167,39.2093,69.1646,51.454
2265.5,71,22.8124,42.3244,47.8315,67.1098,21.8588,46.1279,53.3481,51.454
2266.5,71,22.8077,47.227,39.9348,67.263,21.7989,54.0316,38.5591,51.454
2267.5,71,22.7803,52.2342,33.2251,66.598,22.3331,62.9226,26.8037,51.454
2268.5,71,22.7729,56.9606,27.9749,66.014,22.8162,69.7306,19.8979,51.454
2269.5,71,22.7452,60.7244,24.4324,65.5962,23.1611,74.3793,15.9007,51.454
2270.5,71.3197,22.4445,63.356,22.1956,65.1193,23.5223,76.9449,13.4403,51.454
2271.5,71.6308,22.1345,63.995,21.6037,64.9638,23.5975,76.8744,12.3886,51.454
2272.5,72.3052,21.557,64.0098,21.476,64.9432,23.5142,75.4826,12.3216,51.454
2273.5,72.0061,21.7765,61.3329,23.5888,64.9049,23.5255,68.2907,15.6994,51.454
2274.5,71.4077,22.3128,55.5044,29.1221,64.7919,23.6322,57.0931,24.8627,51.454
2275.5,71.0044,22.6954,50.196,35.4039,64.7482,23.6595,47.7281,36.3633,51.454
2276.5,71,22.7454,46.1533,41.188,64.9507,23.4886,41.226,47.8564,51.454
2277.5,71,22.7724,43.2789,45.994,65.6762,22.8974,36.5709,59.6858,51.454
2278.5,71,22.8473,41.556,49.2858,66.0116,22.6718,34.1428,67.8729,51.454
2279.5,71,22.8535,40.3552,51.622,66.3341,22.4151,32.2497,73.5919,51.454
2280.5,71,22.8304,39.5928,53.167,66.8915,21.995,32.5652,72.6885,51.454
2281.5,71,22.8181,39.7664,52.9341,67.432,21.6238,34.1432,70.0633,51.454
2282.5,71,22.8103,39.8406,52.9492,67.6089,21.5396,34.3311,71.416,51.454
2283.5,71,22.7908,39.616,53.4897,67.5832,21.6066,33.6264,72.7553,51.454
2284.5,71,22.8095,38.992,54.9248,67.6114,21.67,32.296,75.3699,51.454
2285.5,71,22.7594,38.329,56.325,67.7343,21.6154,31.2122,76.9557,51.454
2286.5,71,22.7401,38.2481,56.5003,67.5684,21.779,32.6025,71.7655,51.4759
2287.5,71.0073,23.1838,39.4014,54.1961,66.065,23.0167,39.5708,55.3573,51.5891
2288.5,71,23.3273,42.2125,48.8253,65.7303,23.3391,49.0038,39.8259,51.5891
2289.5,71.228,23.2469,47.8539,39.5434,65.4479,23.6023,60.0531,26.9357,51.5891
2290.5,71.0001,23.5335,54.4313,31.021,65.3127,23.7252,71.3128,17.6251,51.5891
2291.5,71.1589,23.2961,60.0598,25.2258,65.0555,23.8966,79.2162,12.4746,51.5891
2292.5,71.6061,22.8283,64.0778,21.7568,64.9109,23.9589,81.9188,10.6126,51.5891
2293.5,72.3639,22.0858,65.9186,20.283,65.0154,23.8154,81.0685,10.5616,51.5891
2294.5,73.0513,21.3661,66.8641,19.4609,65.1308,23.6655,78.7531,10.6611,51.5891
2295.5,73.8325,20.4092,66.8374,19.2292,65.1674,23.5589,76.1569,10.6882,51.5891
2296.5,74.8775,19.3537,66.1533,19.4099,65.2178,23.3502,74.5679,10.987,51.5891
2297.5,75.7607,18.7502,64.7461,20.2642,65.2521,23.3029,72.8264,11.0992,51.5891
2298.5,75.7159,18.9108,61.7192,22.5271,65.2235,23.3329,67.2456,13.8524,51.5891
2299.5,75.3486,19.2371,57.6293,26.0305,65.1052,23.3941,59.8555,19.2084,51.5891
2300.5,75.1328,19.4664,54.4949,29.1744,65.0786,23.409,54.9315,24.4881,51.5891
2301.5,74.461,19.9554,52.6372,31.2134,65.0281,23.4135,51.6419,29.244,51.5891
2302.5,73.1422,20.8474,51.1352,32.9532,64.9294,23.4432,48.999,33.466,51.5891
2303.5,71.6914,21.7874,49.8504,34.4276,64.853,23.4542,47.0751,34.9215,51.5891
2304.5,71.0001,22.1321,48.8596,35.5279,65.1015,23.2079,45.4656,35.3446,51.5891
2305.5,71,21.9828,47.8699,36.648,65.5202,22.8145,43.5068,36.5246,51.5891
2306.5,71,21.9828,47.8699,36.648,65.5202,22.8145,43.5068,36.5246,51.5891
2307.5,71,21.9196,46.9415,37.8385,65.7284,22.6214,42.1937,38.0991,51.5891
2308.5,71,21.8697,46.4398,38.4607,65.8555,22.4835,41.5242,38.6837,51.5891
2309.5,71,21.851,45.8382,39.3055,66.1812,22.2395,39.8465,41.1486,51.5891
2310.5,71,21.7493,44.7071,40.9143,66.6061,21.8865,37.4574,45.3303,51.5891
2311.5,71,21.7223,44.1391,41.7883,66.1005,22.283,38.6345,44.0954,51.6784
2312.5,71.0374,21.8104,45.5935,39.7391,65.0186,23.2145,48.0003,32.8007,51.7253
2313.5,72.5999,21.1042,49.5793,34.3807,64.7598,23.463,57.8346,24.2879,51.726
2314.5,71.5549,22.0284,54.5988,28.5042,64.7392,23.4615,64.6994,18.6954,51.726
2315.5,71.9594,21.5309,59.0519,24.1549,64.8255,23.3013,71.0812,14.8134,51.726
2316.5,72.8138,20.8463,63.4932,20.6453,64.9492,23.2016,75.5627,13.072,51.726
2317.5,73.4689,20.2838,66.8193,18.3997,65.0441,23.1318,78.6174,12.1476,51.726
2318.5,74.3356,19.3807,69.1028,16.9188,65.1274,23.0035,79.9797,11.0804,51.726
2319.5,74.9818,18.5397,70.1827,16.1609,65.228,22.8403,79.6996,10.5814,51.726
2320.5,75.5605,17.8002,70.132,16.0166,65.2585,22.7354,77.5899,10.618,51.726
2321.5,75.8227,17.1261,68.6205,16.5492,65.3141,22.5165,73.6623,11.2387,51.726
2322.5,75.6462,16.8689,66.2678,17.75,65.3565,22.4207,69.1661,13.6212,51.726
2323.5,75.001,17.1376,62.8483,20.0244,65.3143,22.4412,63.5038,19.1089,51.726
2324.5,74.98,17.25,59.5952,22.6331,65.2538,22.4364,58.5942,26.394,51.726
2325.5,73.8221,18.155,57.1965,25.0262,65.1808,22.463,55.1564,34.1006,51.726
2326.5,72.3927,19.3114,55.394,27.2359,65.0962,22.5039,52.4053,40.6708,51.726
2327.5,72.0994,19.7483,53.9546,29.1608,64.9701,22.597,49.7682,46.2825,51.726
2328.5,71.6657,20.2302,52.643,30.8692,64.8596,22.6748,48.0411,49.8874,51.726
2329.5,71.0765,20.7986,52.1506,31.6373,64.8465,22.6895,49.0362,47.7269,51.8113
2330.5,71,20.9115,52.4179,31.4364,65.2791,22.3287,49.2728,44.7337,51.8618
2331.5,71,20.9858,51.5987,32.5027,65.5643,22.089,47.0745,47.5915,51.8618
2332.5,71,21.0108,50.6013,33.8499,66.3878,21.4931,45.8614,46.9634,51.8618
2333.5,71,20.5524,49.746,34.557,67.6454,20.5852,45.0191,37.6842,51.8618
2334.5,71,19.9451,49.3394,34.4255,67.6724,20.5586,44.5161,30.9342,51.8618
2335.5,71,19.4587,49.2125,33.9748,67.2022,20.8796,44.8453,27.4283,51.8625
2336.5,71,19.0859,49.565,32.972,67.0765,20.9447,46.4824,24.9572,51.8645
2337.5,71,18.641,50.5619,31.2072,67.3878,20.7135,49.2448,22.3503,51.8646
2338.5,71,18.0234,53.361,27.6972,67.327,20.7572,55.1262,18.2987,51.8646
2339.5,71,17.5624,57.6002,23.4131,66.6118,21.2358,61.8932,14.8468,51.8646
2340.5,71,17.3535,61.9596,19.9193,65.6959,21.9431,67.2799,13.0941,51.8646
2341.5,71.3271,16.9664,65.3264,17.5673,65.1619,22.3694,71.3678,11.3458,51.8646
2342.5,71.9259,16.4625,67.8869,15.9524,65.0841,22.4168,73.5901,10.5253,51.8646
2343.5,72.4003,16.052,68.9901,15.2504,65.067,22.4003,73.5045,10.8102,51.8646
2344.5,73.5884,15.3954,69.2605,15.0478,65.0485,22.3816,73.7143,10.9976,51.8646
2345.5,74.635,14.9181,69.0241,15.0949,65.0743,22.2776,72.7988,11.36,51.8646
2346.5,75.8322,14.5523,66.9131,16.2107,65.099,22.2426,68.9768,13.0228,51.8646
2347.5,75.2051,15.073,63.0895,18.5159,65.0475,22.2575,61.6076,17.106,51.8646
2348.5,74.2959,15.6582,57.7107,22.4392,64.8731,22.3396,52.213,26.3762,51.8646
2349.5,73.2115,16.5204,53.512,26.3855,64.7096,22.4753,44.7574,41.5133,51.8646
2350.5,71.628,17.6879,50.3104,29.9685,64.556,22.5884,39.0559,57.0684,51.8646
2351.5,71,18.3993,48.0657,33.051,64.9392,22.3511,35.8719,70.0728,51.8646
2352.5,71,18.6769,46.7286,35.1953,65.88,21.6526,34.4905,77.8148,51.8646
2353.5,71,18.8974,45.8228,36.8026,66.5274,21.1569,33.7142,82.1485,51.8646
2354.5,71,19.0702,44.8881,38.4358,66.887,20.8824,31.8589,88.4,51.8646
2355.5,71,19.1544,43.5894,40.5272,67.1964,20.6511,30.395,91.7735,51.8646
2356.5,71,19.3234,43.0439,41.7345,67.5297,20.4427,30.788,89.408,51.8646
2357.5,71,19.5159,42.8336,42.4629,67.5837,20.4758,31.4786,85.7667,51.8646
2358.5,71,19.6901,42.8798,42.7346,67.8168,20.3237,32.6369,82.4709,51.9297
2359.5,71,19.8811,43.4281,42.2267,67.4141,20.6346,36.3145,73.284,52.0043
2360.5,71,20.2358,45.7054,39.5229,66.8902,21.1166,44.4369,57.1606,52.0048
2361.5,71,20.5228,49.3804,35.1769,66.6729,21.3491,51.9333,43.9643,52.0048
2362.5,71,20.6764,53.6952,30.456,66.3991,21.5743,58.0029,34.6541,52.0048
2363.5,71,20.6079,57.9811,26.1991,66.0758,21.7353,63.1375,26.576,52.0048
2364.5,71.1473,20.321,61.2612,23.3017,65.7555,21.9559,66.8591,20.4159,52.0048
2365.5,72.8935,19.056,63.2932,21.4035,65.2048,22.3591,68.2096,15.3182,52.0048
2366.5,71.7073,19.4532,63.6269,20.7832,65.0069,22.4456,67.2959,13.58,52.0048
2367.5,72.3477,18.7194,63.7349,20.4325,64.999,22.3649,67.591,13.2247,52.0048
2368.5,72.3343,18.5091,64.5255,19.6467,64.9327,22.3418,66.2469,13.4328,52.0048
2369.5,71.8327,18.5625,62.7219,20.6524,64.8506,22.3114,61.0178,15.7055,52.0048
2370.5,71.1803,18.6876,59.2251,23.0367,64.8579,22.2586,55.2084,18.2561,52.0048
2371.5,71,18.5341,55.0197,26.4188,65.4915,21.7523,49.2837,22.0244,52.0048
2372.5,71,18.3049,52.1245,28.9444,65.3192,21.8171,45.1749,25.2157,52.0048
2373.5,71,18.2806,50.2286,30.9005,65.16,21.8888,41.4822,32.3809,52.0048
2374.5,71,18.4846,48.5889,32.9683,65.0199,21.9898,39.0488,40.8615,52.0048
2375.5,71,18.5739,47.5467,34.2921,65.4701,21.6513,38.129,42.5979,52.0048
2376.5,71,18.3567,46.8609,34.7604,66.6662,20.7024,38.2901,37.1144,52.0048
2377.5,71,17.9869,46.1856,35.0028,67.3605,20.1225,37.7328,32.5841,52.1127
2378.5,71,17.5365,45.5235,35.0964,67.7669,19.7629,37.4824,27.6366,52.1394
2379.5,71,16.8603,44.7869,34.975,68.5967,19.1161,37.1177,23.1465,52.1394
2380.5,71,16.0436,44.2636,34.4028,69.295,18.5698,36.7672,21.7705,52.1394
2381.5,71,15.5094,44.0919,33.6714,68.8382,18.7779,36.6198,21.5633,52.1394
2382.5,71,15.0744,43.8279,33.179,68.7384,18.7457,36.1296,21.8884,52.1418
2383.5,71,14.7812,43.8834,32.4707,67.9244,19.1725,37.7718,20.6995,52.1467
2384.5,71,14.4855,44.8984,30.6444,67.352,19.4658,42.1053,18.0894,52.1468
2385.5,71,14.1929,46.6402,28.2108,67.3066,19.4306,46.3354,16.2219,52.1468
2386.5,71,13.9153,49.236,25.2152,67.1566,19.4549,51.1094,14.3296,52.1468
2387.5,71,13.7283,52.8914,21.6542,66.7392,19.6399,55.5316,12.0275,52.1468
2388.5,71,13.5197,56.0187,19.0061,66.8851,19.4747,58.626,10.7735,52.1468
2389.5,71,13.2287,58.7667,16.9064,66.7332,19.5088,60.6414,10.0881,52.1468
2390.5,71,12.9578,60.3568,15.7112,66.651,19.4886,61.7263,10.0584,52.1468
2391.5,71,12.8411,61.9527,14.7037,65.908,19.9363,62.788,9.95933,52.1468
2392.5,71,12.7323,61.0055,15.0587,65.9313,19.856,60.1319,11.3633,52.1468
2393.5,71,12.6862,58.3445,16.3844,65.7458,19.888,55.9661,13.688,52.1468
2394.5,71,12.6623,56.1814,17.5215,65.8216,19.7593,52.235,15.73,52.1468
2395.5,71,12.6775,53.0766,19.4583,65.8298,19.6881,47.3622,18.9927,52.1468
2396.5,71,12.7548,49.5809,22.0454,65.6737,19.7154,41.4241,24.9382,52.1468
2397.5,71,12.8336,47.0233,24.1839,65.6626,19.6454,37.3703,29.9113,52.1468
2398.5,71,12.9065,44.8455,26.2044,65.8539,19.4293,33.0976,35.7104,52.1468
2399.5,71,12.9892,42.4979,28.6407,66.7273,18.7979,28.6444,43.4647,52.1468
2400.5,71,13.019,40.6136,30.6909,67.4115,18.2506,26.4941,48.1373,52.1468
2401.5,71,13.0281,39.6315,31.7425,67.7763,17.8745,25.4612,51.4765,52.1468
2402.5,71,13.0575,38.5501,33.02,67.9981,17.6184,23.592,56.4083,52.1468
2403.5,71,13.0667,37.3679,34.4553,68.2258,17.3559,21.5351,61.3784,52.2084
2404.5,71,13.0627,35.8063,36.5193,68.6152,17.0211,18.941,68.6101,52.2891
2405.5,71,13.1599,34.4809,38.6094,68.8004,16.881,17.1578,76.2132,52.2891
2406.5,71,13.1849,33.6381,39.8787,68.5318,16.9548,16.692,78.8172,52.2903
2407.5,71,13.4179,34.1378,39.1581,68.1669,17.1163,22.0789,64.2851,52.2903
2408.5,71,13.6265,37.2909,34.9517,67.4615,17.5591,33.1811,44.1601,52.2903
2409.5,71,13.7643,42.1024,29.2523,67.0083,17.8342,44.2141,30.9157,52.2903
2410.5,71,13.8376,47.7403,23.7423,66.8937,17.8858,54.4029,21.5432,52.2903
2411.5,71,14.0505,53.5411,19.204,66.4742,18.0876,62.7885,16.3237,52.2903
2412.5,71,14.2843,57.9455,16.4784,66.2265,18.2465,68.9573,13.5559,52.2903
2413.5,71.0116,14.3738,62.0207,14.3568,65.6975,18.6008,75.5153,11.0302,52.2903
2414.5,71.1122,14.3959,66.394,12.3548,65.137,18.9402,81.9631,8.7007,52.2903
2415.5,71.4431,14.231,68.0912,11.6249,64.976,18.9961,80.8806,8.33869,52.2903
2416.5,72.1497,13.8682,66.9631,12.0469,64.9612,18.9489,76.3901,8.8576,52.2903
2417.5,72.9427,13.4973,65.976,12.4056,64.9756,18.8229,72.3199,9.95006,52.2903
2418.5,73.3203,13.4703,63.2466,13.6867,64.9086,18.8522,66.5056,12.459,52.2903
2419.5,73.0439,13.7691,59.3255,15.8152,64.8707,18.8697,59.1849,17.0757,52.2903
2420.5,72.2979,14.2539,54.7222,18.7363,64.7449,18.9162,51.7932,23.2329,52.2903
2421.5,72.1939,14.5425,51.8638,20.92,64.7396,18.9044,47.387,28.8462,52.2903
2422.5,71.0668,15.3881,50.024,22.5881,64.7719,18.8646,45.0235,33.3205,52.2903
2423.5,71.0488,15.7079,48.7769,23.8437,65.179,18.589,41.9679,38.3848,52.2903
2424.5,71,15.8239,46.4054,26.1464,66.1275,17.9197,37.0302,46.0152,52.2903
2425.5,71,15.8597,44.2706,28.4241,66.6632,17.5322,33.7592,52.1345,52.4112
2426.5,71,15.928,42.9703,30.0125,66.9949,17.3275,32.9763,53.5915,52.4184
2427.5,71,16.0036,42.9077,30.2751,67.1996,17.2112,34.5206,50.8425,52.4184
2428.5,71,16.0853,42.8774,30.539,67.4445,17.0705,34.3111,52.4564,52.4199
2429.5,71,16.2047,42.2981,31.5151,67.5672,17.0409,33.2932,55.4702,52.4242
2430.5,71,16.3345,41.7439,32.4019,67.6687,16.9925,32.5578,57.7197,52.4352
2431.5,71,16.6418,41.8348,32.5164,66.852,17.5113,35.6299,52.5219,52.4354
2432.5,71.0436,16.7573,43.8321,30.3906,65.8425,18.1907,44.8848,38.3296,52.4354
2433.5,71,16.9111,48.1341,26.0362,65.2837,18.5815,56.3711,25.7838,52.4354
2434.5,71,16.9949,54.7675,20.4869,65.2384,18.6306,69.1962,16.6853,52.4354
2435.5,71.1208,16.9799,62.235,15.6844,65.0543,18.7248,82.3639,10.9354,52.4354
2436.5,71.8054,16.7101,68.44,12.6984,64.8866,18.8825,91.246,8.37065,52.4354
2437.5,72.5013,16.4352,72.1833,11.2775,64.9586,18.888,92.46,8.04758,52.4354
2438.5,73.2931,16.0539,73.7766,10.7799,65.0542,18.8141,90.4858,8.40318,52.4354
2439.5,74.058,15.6667,74.5904,10.5724,65.0868,18.7714,87.8015,9.0031,52.4354
2440.5,74.6851,15.3269,73.1187,11.179,65.1385,18.7092,82.1767,10.3727,52.4354
2441.5,75.0141,15.1487,69.681,12.6035,65.1673,18.6007,75.3554,12.9177,52.4354
2442.5,75.3163,15.1561,66.5942,14.1733,65.2194,18.5815,70.4638,15.7751,52.4354
2443.5,75.1753,15.3696,64.0402,15.6444,65.137,18.6595,65.3707,19.0255,52.4354
2444.5,74.9305,15.5812,60.5176,17.7885,65.1183,18.6499,59.2033,23.0771,52.4354
2445.5,74.4455,15.9145,57.7244,19.7662,65.0213,18.7095,55.0918,26.3966,52.4354
2446.5,73.615,16.5019,55.6277,21.5115,64.9088,18.7835,51.4038,31.7501,52.4354
2447.5,72.4285,17.3785,53.5757,23.5021,64.8003,18.8713,47.7127,39.9947,52.4354
2448.5,71.3049,18.2847,51.7757,25.4512,64.681,18.9802,44.9001,47.6968,52.4354
2449.5,71,18.683,50.4454,27.0924,65.0561,18.7637,42.7595,53.9827,52.4354
2450.5,71,18.8657,49.3317,28.571,65.6554,18.4188,41.3432,57.6809,52.4354
2451.5,71,19.0646,48.6317,29.6952,66.0028,18.2529,40.2703,61.49,52.4354
2452.5,71,19.2311,47.6836,31.069,66.331,18.0963,38.3568,66.5525,52.4354
2453.5,71,19.4344,46.7412,32.5369,66.5004,18.0935,37.1813,69.6189,52.4354
2454.5,71,19.6333,46.2418,33.4929,66.7521,18.021,37.1906,69.8892,52.4947
2455.5,71.0238,19.8674,46.599,33.3559,65.9767,18.5914,40.7152,61.5751,52.5781
2456.5,71,20.1106,48.5332,31.3466,65.087,19.2532,49.6363,44.6947,52.582
2457.5,71,20.2675,52.3275,27.5906,64.8712,19.467,58.4833,33.0404,52.582
2458.5,71,20.5548,57.5878,23.258,64.9149,19.5359,65.9219,27.1874,52.582
2459.5,71.0242,20.8853,61.1761,20.9785,64.8438,19.6384,69.6029,26.8594,52.582
2460.5,71.4056,21.1111,62.7581,20.5628,64.7731,19.8181,70.0055,28.7286,52.582
2461.5,71.9106,21.1936,65.6529,19.1953,64.7674,19.9547,73.172,26.4376,52.582
2462.5,72.3877,21.3565,67.9727,18.3635,64.7434,20.0766,75.0433,26.6948,52.582
2463.5,72.1118,21.8642,65.8598,20.2524,64.6414,20.2187,69.3626,34.481,52.582
2464.5,71.9752,22.3418,59.6644,25.7018,64.579,20.4014,59.4443,51.8174,52.582
2465.5,72.5512,22.3753,58.0141,27.6574,64.6217,20.4791,59.0411,54.5813,52.582
2466.5,73.4607,22.3438,59.7535,26.6604,64.6307,20.6526,61.4672,50.6323,52.582
2467.5,74.3756,22.2174,59.8126,27.1577,64.5472,20.8636,59.4358,54.2822,52.582
2468.5,73.8178,23.1855,56.7459,30.849,64.4354,21.0379,52.7922,69.9571,52.582
2469.5,72.8415,24.365,53.7488,34.9864,64.3944,21.2212,48.9445,80.4054,52.582
2470.5,71.9181,25.6664,52.7822,37.0653,64.388,21.4163,47.9357,84.3096,52.582
2471.5,71.0001,26.9683,52.1866,38.832,64.5504,21.4463,46.8594,86.8989,52.582
2472.5,71,27.4463,51.4516,40.9096,65.2588,21.099,45.923,90.4519,52.582
