Time,Bus1.V,Bus1.A,Bus1.F,Line1.P,Line1.Q,Line2.P,Line2.Q,Bus2.V,Bus2.A,Bus2.F
0,543.42,-106.87,60,729.27,43.113,745.73,29.837,548.35,-160.66,59.998
0.033333,543.37,-106.88,60,729.48,43.298,746.16,30.161,548.34,-160.69,59.997
0.066667,543.33,-106.89,59.998,729.94,43.566,746.17,30.152,548.36,-160.71,59.998
0.1,543.29,-106.91,59.998,730.32,43.673,746.12,29.9,548.35,-160.75,59.997
0.13333,543.25,-106.93,59.998,730.55,43.742,746.14,29.748,548.29,-160.78,59.996
0.16667,543.21,-106.95,59.998,731.03,43.786,746.26,29.876,548.31,-160.82,59.998
0.2,543.2,-106.97,59.997,731.35,43.962,746.75,30.003,548.31,-160.85,59.997
0.23333,543.18,-107,59.997,731.5,44.038,746.91,29.992,548.33,-160.89,59.998
0.26667,543.14,-107.04,59.996,731.63,43.99,747.03,29.936,548.31,-160.92,59.997
0.3,543.15,-107.08,59.996,731.7,44.073,747.27,29.967,548.28,-160.96,59.997
0.33333,543.15,-107.13,59.996,731.81,44.275,747.48,30.015,548.25,-161,59.997
0.36667,543.2,-107.17,59.996,732.09,44.466,747.43,30.122,548.26,-161.05,59.996
0.4,543.22,-107.23,59.995,732.03,44.316,747.08,29.724,548.27,-161.09,59.996
0.43333,543.2,-107.28,59.995,731.69,44.042,746.7,29.518,548.28,-161.13,59.997
0.46667,543.2,-107.35,59.994,731.45,43.671,746.26,29.174,548.31,-161.17,59.996
0.5,543.23,-107.42,59.994,731.33,43.389,746.13,28.875,548.32,-161.21,59.996
0.53333,543.29,-107.49,59.994,731.27,43.349,746.07,28.738,548.32,-161.26,59.996
0.56667,543.36,-107.57,59.994,731.29,43.014,745.74,28.312,548.32,-161.3,59.997
0.6,543.39,-107.64,59.993,731.13,42.834,745.25,27.62,548.37,-161.35,59.996
0.63333,543.43,-107.72,59.993,731.08,42.932,744.61,26.813,548.39,-161.39,59.996
0.66667,543.45,-107.8,59.994,731.15,42.824,744.38,26.374,548.39,-161.44,59.996
0.7,543.52,-107.88,59.994,730.72,42.504,744.79,26.39,548.38,-161.48,59.995
0.73333,543.56,-107.96,59.994,729.88,42.01,745.28,26.676,548.38,-161.53,59.996
0.76667,543.6,-108.04,59.994,729.28,41.569,745.16,26.661,548.41,-161.58,59.996
0.8,543.63,-108.11,59.994,728.84,41.587,744.65,26.48,548.4,-161.63,59.995
0.83333,543.67,-108.19,59.994,728.58,41.559,744.13,25.959,548.37,-161.69,59.996
0.86667,543.66,-108.27,59.993,728.52,41.449,743.33,25.174,548.42,-161.74,59.996
0.9,543.7,-108.34,59.994,728.46,41.294,743.14,24.723,548.45,-161.79,59.995
0.93333,543.74,-108.42,59.995,728.52,40.995,743.55,24.651,548.47,-161.85,59.996
0.96667,543.76,-108.49,59.994,728.68,40.942,743.96,24.975,548.44,-161.91,59.994
1,543.77,-108.55,59.994,728.86,40.808,744.3,25.201,548.46,-161.96,59.996
1.0333,543.79,-108.62,59.995,728.83,40.463,744.69,25.181,548.48,-162.02,59.995
1.0667,543.8,-108.69,59.994,729.12,40.121,744.8,25.212,548.48,-162.08,59.995
1.1,543.81,-108.76,59.995,729.52,40.054,744.78,25.048,548.5,-162.14,59.995
1.1333,543.78,-108.82,59.995,729.86,40.138,744.49,24.745,548.48,-162.2,59.995
1.1667,543.81,-108.88,59.995,730.19,40.26,744.01,24.611,548.48,-162.26,59.995
1.2,543.84,-108.94,59.995,729.96,40.188,743.82,24.705,548.49,-162.32,59.995
1.2333,543.82,-109,59.995,729.22,40.29,743.66,24.744,548.47,-162.38,59.996
1.2667,543.82,-109.06,59.995,728.67,40.406,743.52,24.847,548.39,-162.44,59.995
1.3,543.77,-109.11,59.995,728,40.435,743.2,24.683,548.37,-162.49,59.995
1.3333,543.77,-109.16,59.996,727.4,40.518,742.9,24.394,548.44,-162.55,59.995
1.3667,543.78,-109.21,59.997,727.08,40.549,742.75,24.363,548.47,-162.61,59.996
1.4,543.81,-109.25,59.997,726.95,40.591,743.21,24.765,548.53,-162.65,59.996
1.4333,543.84,-109.28,59.997,726.9,40.711,743.95,25.193,548.48,-162.7,59.995
1.4667,543.81,-109.32,59.997,727.33,40.625,744.53,25.552,548.47,-162.76,59.996
1.5,543.8,-109.36,59.997,727.95,40.468,744.87,25.927,548.51,-162.81,59.996
1.5333,543.78,-109.39,59.997,728.56,40.392,745.04,25.929,548.49,-162.85,59.996
1.5667,543.72,-109.43,59.997,729.47,40.644,744.61,25.589,548.5,-162.9,59.996
1.6,543.66,-109.46,59.997,730.45,40.99,744.04,25.137,548.48,-162.94,59.996
1.6333,543.6,-109.5,59.998,730.87,41.149,743.97,25.2,548.49,-162.98,59.997
1.6667,543.6,-109.52,59.998,730.94,40.945,744.46,25.831,548.52,-163.02,59.997
1.7,543.59,-109.55,59.997,730.75,40.777,745.07,26.312,548.54,-163.07,59.997
1.7333,543.59,-109.58,59.997,730.48,41.017,745.41,26.407,548.54,-163.1,59.997
1.7667,543.63,-109.62,59.998,730.29,41.167,745.57,26.447,548.56,-163.14,59.997
1.8,543.62,-109.65,59.997,729.95,41.249,745.69,26.692,548.6,-163.18,59.996
1.8333,543.61,-109.69,59.996,729.61,41.331,746.01,26.804,548.6,-163.22,59.997
1.8667,543.53,-109.73,59.996,729.49,41.519,745.9,26.397,548.62,-163.26,59.997
1.9,543.49,-109.78,59.996,729.76,41.614,745.51,25.859,548.62,-163.3,59.997
1.9333,543.52,-109.82,59.996,729.95,41.796,745.42,25.646,548.62,-163.33,59.997
1.9667,543.54,-109.86,59.997,729.83,41.839,745.55,25.64,548.62,-163.36,59.997
2,543.56,-109.9,59.996,729.83,41.589,745.79,25.846,548.67,-163.4,59.997
2.0333,543.58,-109.95,59.996,729.74,41.407,746.04,26.051,548.65,-163.44,59.997
2.0667,543.55,-110,59.996,729.56,41.251,746.06,26.091,548.64,-163.48,59.997
2.1,543.57,-110.04,59.996,729.76,41.29,745.59,26.003,548.58,-163.52,59.997
2.1333,543.58,-110.09,59.997,729.87,41.395,744.92,25.709,548.57,-163.56,59.997
2.1667,543.61,-110.13,59.996,729.67,41.425,744.43,25.85,548.56,-163.59,59.997
2.2,543.64,-110.17,59.997,729.24,41.331,744.09,26.184,548.56,-163.63,59.997
2.2333,543.62,-110.21,59.997,728.61,41.135,743.64,26.267,548.5,-163.67,59.997
2.2667,543.66,-110.25,59.997,728.18,41.186,743.38,26.256,548.5,-163.7,59.997
2.3,543.66,-110.28,59.998,728.02,41.364,743.16,26.249,548.5,-163.74,59.998
2.3333,543.66,-110.3,59.997,727.8,41.364,743.23,26.462,548.51,-163.77,59.997
2.3667,543.66,-110.33,59.998,727.52,41.269,743.4,26.689,548.46,-163.81,59.997
2.4,543.67,-110.36,60,727.61,41.19,743.61,26.797,548.46,-163.84,59.997
2.4333,543.73,-110.38,59.998,728.14,41.337,743.73,26.868,548.47,-163.87,59.998
2.4667,543.75,-110.39,59.998,728.69,41.649,743.73,26.916,548.5,-163.9,59.998
2.5,543.71,-110.42,59.998,729.13,41.502,743.88,26.969,548.52,-163.93,59.997
2.5333,543.68,-110.44,59.998,729.33,41.376,743.87,27.057,548.5,-163.95,59.998
2.5667,543.65,-110.45,60,729.44,41.317,743.89,26.981,548.49,-163.97,60
2.6,543.67,-110.47,60,729.7,41.184,744.21,27.02,548.51,-164,59.997
2.6333,543.64,-110.49,60,729.98,41.215,744.38,27.199,548.49,-164.03,59.998
2.6667,543.61,-110.51,59.998,730.15,41.333,744.55,27.232,548.47,-164.05,59.998
2.7,543.58,-110.53,60,730.39,41.465,744.43,26.965,548.45,-164.08,59.998
2.7333,543.56,-110.54,60,730.56,41.645,744.3,26.925,548.38,-164.1,60
2.7667,543.59,-110.55,60,730.31,41.799,744.44,27.227,548.38,-164.12,59.998
2.8,543.62,-110.56,60,729.92,41.763,744.75,27.556,548.37,-164.14,59.998
2.8333,543.6,-110.58,60,729.62,41.78,744.91,27.734,548.37,-164.16,59.998
2.8667,543.53,-110.59,59.998,729.4,41.913,744.72,27.702,548.35,-164.19,59.998
2.9,543.51,-110.61,60,729.54,42.257,744.43,27.553,548.33,-164.21,60
2.9333,543.48,-110.63,60,729.63,42.361,744.46,27.477,548.32,-164.23,59.997
2.9667,543.5,-110.64,60,729.64,42.33,744.85,27.674,548.3,-164.26,59.998
3,543.53,-110.65,59.998,729.66,42.362,745.41,28.043,548.28,-164.28,59.998
3.0333,543.5,-110.67,59.998,729.99,42.507,745.72,28.266,548.25,-164.31,59.997
3.0667,543.46,-110.7,59.998,730.29,42.752,745.85,28.398,548.21,-164.35,59.997
3.1,543.46,-110.73,59.998,730.59,42.75,745.84,28.173,548.18,-164.38,59.998
3.1333,543.42,-110.75,59.998,730.59,42.634,745.67,28.024,548.15,-164.41,59.996
3.1667,543.37,-110.78,59.997,730.17,42.533,745.46,28.121,548.12,-164.44,59.997
3.2,543.42,-110.81,59.998,729.78,42.488,745.45,28.297,548.12,-164.47,59.997
3.2333,543.42,-110.84,59.997,729.55,42.652,745.51,28.672,548.06,-164.51,59.997
3.2667,543.42,-110.88,59.997,729.46,42.863,745.43,28.793,548.11,-164.55,59.997
3.3,543.36,-110.92,59.997,729.21,43.086,745.22,28.682,548.1,-164.59,59.996
3.3333,543.34,-110.96,59.997,729.11,43.316,744.9,28.618,548.05,-164.63,59.996
3.3667,543.34,-110.99,59.997,728.94,43.514,744.46,28.347,548.08,-164.67,59.997
3.4,543.37,-111.03,59.997,728.79,43.385,744.37,28.303,548.09,-164.71,59.996
3.4333,543.36,-111.07,59.996,728.6,43.1,744.6,28.495,548.08,-164.75,59.997
3.4667,543.35,-111.11,59.996,728.47,42.991,745.15,28.738,548.06,-164.79,59.996
3.5,543.38,-111.16,59.996,728.68,43.11,745.77,28.909,548.07,-164.84,59.996
3.5333,543.35,-111.21,59.996,729.16,43.223,745.84,28.783,548.09,-164.9,59.996
3.5667,543.33,-111.25,59.996,729.41,43.278,745.85,28.708,548.1,-164.95,59.995
3.6,543.36,-111.3,59.996,729.55,43.239,745.81,28.631,548.11,-165,59.997
3.6333,543.33,-111.35,59.997,729.77,43.395,745.47,28.524,548.08,-165.05,59.996
3.6667,543.31,-111.39,59.996,729.9,43.682,745.04,28.551,548.1,-165.1,59.995
3.7,543.29,-111.44,59.996,729.8,43.787,744.78,28.457,548.1,-165.16,59.995
3.7333,543.27,-111.49,59.996,729.46,43.774,744.57,28.623,548.11,-165.21,59.995
3.7667,543.3,-111.54,59.996,729.19,43.819,744.69,28.8,548.11,-165.27,59.995
3.8,543.28,-111.58,59.996,728.83,44.115,744.69,28.807,548.15,-165.33,59.995
3.8333,543.26,-111.63,59.996,728.64,44.21,744.62,28.575,548.16,-165.39,59.996
3.8667,543.23,-111.69,59.996,728.4,44.067,745.09,28.609,548.12,-165.44,59.996
3.9,543.25,-111.74,59.995,728.31,43.849,746.09,28.872,548.11,-165.5,59.995
3.9333,543.26,-111.8,59.995,728.78,43.733,746.84,29.033,548.15,-165.57,59.994
3.9667,543.32,-111.86,59.994,729.38,43.787,747.21,28.787,548.16,-165.62,59.996
4,543.28,-111.93,59.994,729.75,43.713,747.12,28.298,548.22,-165.68,59.995
4.0333,543.27,-112.01,59.994,730.2,43.489,746.98,27.973,548.22,-165.74,59.995
4.0667,543.27,-112.08,59.994,730.56,43.335,746.9,27.742,548.22,-165.8,59.996
4.1,543.26,-112.15,59.994,730.8,43.414,746.6,27.395,548.22,-165.86,59.994
4.1333,543.3,-112.23,59.993,730.93,43.485,746.18,26.957,548.19,-165.91,59.995
4.1667,543.29,-112.31,59.993,730.52,43.412,745.78,26.619,548.19,-165.97,59.995
4.2,543.33,-112.39,59.994,729.7,43.106,745.58,26.545,548.24,-166.03,59.995
4.2333,543.38,-112.47,59.993,728.95,43.04,745.3,26.526,548.24,-166.09,59.995
4.2667,543.37,-112.55,59.994,728.46,43.044,744.83,26.098,548.26,-166.15,59.995
4.3,543.37,-112.63,59.993,727.89,42.956,744.53,25.694,548.27,-166.21,59.996
4.3333,543.47,-112.7,59.994,727.49,42.678,744.62,25.879,548.25,-166.26,59.996
4.3667,543.52,-112.77,59.994,727.13,42.314,745.05,26.432,548.23,-166.31,59.995
4.4,543.57,-112.85,59.994,727.23,42.198,745.18,26.551,548.27,-166.37,59.995
4.4333,543.58,-112.92,59.994,727.68,42.219,744.81,26.202,548.32,-166.44,59.996
4.4667,543.54,-113,59.993,728.4,42.201,744.38,25.86,548.33,-166.49,59.995
4.5,543.54,-113.08,59.994,728.94,42.003,744.24,25.644,548.34,-166.55,59.994
4.5333,543.6,-113.15,59.994,729.41,41.822,744.1,25.459,548.36,-166.61,59.995
4.5667,543.62,-113.22,59.994,729.81,41.645,744.05,25.381,548.33,-166.66,59.995
4.6,543.63,-113.28,59.994,729.79,41.501,744.09,25.314,548.34,-166.72,59.996
4.6333,543.65,-113.35,59.994,729.62,41.338,744.06,25.072,548.39,-166.79,59.995
4.6667,543.62,-113.42,59.994,729.44,41.353,743.98,24.836,548.35,-166.85,59.996
4.7,543.59,-113.49,59.995,728.85,41.404,744.28,24.894,548.32,-166.91,59.993
4.7333,543.57,-113.56,59.995,728.1,41.418,744.5,25.006,548.36,-166.97,59.996
4.7667,543.6,-113.62,59.996,727.67,41.52,744.33,24.873,548.42,-167.04,59.994
4.8,543.64,-113.67,59.995,727.16,41.759,744.25,24.814,548.37,-167.1,59.995
4.8333,543.63,-113.72,59.996,726.75,41.938,744.17,24.933,548.39,-167.16,59.995
4.8667,543.57,-113.78,59.996,726.56,41.902,744.16,25.324,548.4,-167.22,59.994
4.9,543.56,-113.83,59.996,726.51,41.953,744.08,25.444,548.41,-167.28,59.995
4.9333,543.56,-113.88,59.996,726.88,42.029,743.72,25.262,548.41,-167.35,59.994
4.9667,543.56,-113.93,59.996,727.6,42.057,743.5,25.264,548.37,-167.41,59.995
5,543.51,-113.98,59.997,728.24,42.169,743.56,25.222,548.38,-167.48,59.995
5.0333,543.51,-114.03,59.996,728.79,42.239,743.83,25.422,548.4,-167.54,59.994
5.0667,543.51,-114.07,59.996,729.42,42.318,744.51,25.83,548.37,-167.6,59.995
5.1,543.51,-114.12,59.996,729.88,42.398,745.49,26.372,548.38,-167.66,59.994
5.1333,543.51,-114.17,59.996,730.11,42.37,746.15,26.796,548.39,-167.73,59.995
5.1667,543.51,-114.22,59.996,730.08,42.399,746.35,26.839,548.41,-167.79,59.995
5.2,543.46,-114.27,59.995,729.72,42.426,746.17,26.705,548.44,-167.84,59.995
5.2333,543.4,-114.33,59.995,729.39,42.226,745.8,26.574,548.42,-167.9,59.995
5.2667,543.35,-114.39,59.995,729.6,42.412,745.28,26.427,548.39,-167.96,59.996
5.3,543.34,-114.45,59.995,729.93,42.85,745.14,26.392,548.41,-168.02,59.995
5.3333,543.34,-114.5,59.996,729.81,43.036,745.08,26.658,548.4,-168.08,59.995
5.3667,543.34,-114.55,59.995,729.62,42.905,745.17,26.959,548.42,-168.14,59.995
5.4,543.33,-114.61,59.995,729.52,42.719,745.44,27.046,548.41,-168.19,59.996
5.4333,543.27,-114.68,59.995,729.75,42.758,745.35,26.711,548.34,-168.25,59.995
5.4667,543.26,-114.74,59.994,730.27,42.983,745.23,26.364,548.37,-168.31,59.996
5.5,543.25,-114.81,59.994,730.63,43.045,745.68,26.255,548.36,-168.36,59.995
5.5333,543.29,-114.88,59.995,730.75,42.829,746.26,26.231,548.39,-168.42,59.996
5.5667,543.37,-114.95,59.994,730.78,42.513,746.91,26.202,548.39,-168.47,59.995
5.6,543.35,-115.02,59.994,730.73,42.476,747.19,26.011,548.38,-168.52,59.996
5.6333,543.39,-115.1,59.993,730.58,42.505,747.21,25.705,548.36,-168.58,59.994
5.6667,543.36,-115.18,59.993,730.38,42.329,747.06,25.432,548.33,-168.65,59.995
5.7,543.39,-115.26,59.993,730.23,42.152,746.97,25.322,548.31,-168.71,59.996
5.7333,543.47,-115.34,59.994,729.83,42.01,746.63,25.164,548.3,-168.76,59.995
5.7667,543.5,-115.42,59.993,729.35,41.954,745.65,24.881,548.25,-168.82,59.996
5.8,543.49,-115.5,59.993,729.08,41.838,744.78,24.535,548.2,-168.87,59.996
5.8333,543.52,-115.59,59.993,728.7,41.564,744.04,24.213,548.15,-168.92,59.995
5.8667,543.56,-115.66,59.994,728.65,41.543,743.72,24.155,548.22,-168.99,59.994
5.9,543.59,-115.74,59.994,728.61,41.441,743.49,23.939,548.24,-169.05,59.995
5.9333,543.64,-115.82,59.994,728.32,41.384,743.52,23.805,548.22,-169.11,59.995
5.9667,543.68,-115.89,59.994,728.05,41.08,743.7,23.849,548.29,-169.18,59.995
6,543.68,-115.96,59.995,727.81,40.847,743.84,23.794,548.28,-169.24,59.995
6.0333,543.73,-116.03,59.994,727.86,40.941,744.36,23.989,548.26,-169.31,59.994
6.0667,543.73,-116.09,59.995,728.1,40.907,744.65,24.275,548.27,-169.38,59.994
6.1,543.73,-116.16,59.995,728.43,40.797,744.78,24.302,548.25,-169.45,59.995
6.1333,543.69,-116.23,59.994,728.37,40.809,744.56,23.958,548.22,-169.52,59.994
6.1667,543.65,-116.3,59.995,728.55,40.775,743.85,23.269,548.19,-169.59,59.995
6.2,543.61,-116.35,59.996,728.66,40.861,743.62,23.073,548.17,-169.65,59.994
6.2333,543.63,-116.4,59.995,728.67,40.978,744.08,23.625,548.14,-169.72,59.993
6.2667,543.65,-116.46,59.995,728.78,40.789,744.71,24.288,548.15,-169.8,59.995
6.3,543.61,-116.52,59.995,728.9,40.709,744.96,24.536,548.13,-169.87,59.993
6.3333,543.58,-116.58,59.995,728.93,40.789,744.98,24.437,548.15,-169.94,59.994
6.3667,543.59,-116.64,59.995,729.26,41.048,744.74,24.151,548.17,-170.02,59.994
6.4,543.51,-116.7,59.995,729.56,41.166,744.54,23.897,548.14,-170.09,59.994
6.4333,543.47,-116.77,59.994,729.75,41.211,744.89,23.855,548.16,-170.17,59.994
6.4667,543.48,-116.84,59.994,730.18,41.119,745.44,24.087,548.18,-170.24,59.994
6.5,543.44,-116.92,59.994,730.48,40.939,746.27,24.336,548.15,-170.32,59.994
6.5333,543.45,-116.99,59.994,730.5,40.824,747.01,24.408,548.13,-170.39,59.993
6.5667,543.46,-117.07,59.993,730.68,40.737,747.25,24.388,548.14,-170.47,59.994
6.6,543.47,-117.15,59.993,731.02,40.843,747.32,24.379,548.11,-170.55,59.994
6.6333,543.43,-117.24,59.992,731.37,41.137,747.1,24.045,548.13,-170.63,59.994
6.6667,543.43,-117.33,59.992,731.55,41.274,746.61,23.548,548.16,-170.7,59.994
6.7,543.43,-117.43,59.992,731.25,41.077,746.04,22.986,548.14,-170.77,59.993
6.7333,543.39,-117.53,59.992,730.56,40.7,745.66,22.52,548.16,-170.85,59.994
6.7667,543.45,-117.62,59.992,730,40.556,745.39,22.449,548.14,-170.93,59.992
6.8,543.46,-117.72,59.992,729.52,40.751,745.14,22.384,548.15,-171.02,59.994
6.8333,543.47,-117.82,59.992,729.22,40.809,745.15,22.265,548.17,-171.1,59.993
6.8667,543.48,-117.91,59.992,728.77,40.759,745.15,22.46,548.24,-171.18,59.993
6.9,543.5,-118,59.992,728.24,40.605,745.16,22.718,548.22,-171.26,59.993
6.9333,543.52,-118.09,59.992,728.12,40.57,745.01,22.659,548.24,-171.34,59.993
6.9667,543.54,-118.18,59.993,728.17,40.769,744.62,22.573,548.25,-171.44,59.992
7,543.51,-118.27,59.993,728.24,40.969,744.09,22.486,548.21,-171.53,59.993
7.0333,543.48,-118.36,59.993,728.48,41.008,743.81,22.408,548.18,-171.62,59.991
7.0667,543.51,-118.44,59.993,728.96,41.032,743.68,22.646,548.19,-171.71,59.993
7.1,543.49,-118.52,59.994,729.12,41.193,743.81,22.957,548.17,-171.8,59.992
7.1333,543.47,-118.6,59.994,729.13,41.266,743.95,23.184,548.14,-171.88,59.992
7.1667,543.41,-118.67,59.994,728.99,41.315,743.71,23.218,548.16,-171.98,59.992
7.2,543.39,-118.75,59.994,728.92,41.387,743.69,23.275,548.17,-172.07,59.992
7.2333,543.38,-118.82,59.995,729.09,41.609,744.01,23.485,548.14,-172.17,59.992
7.2667,543.41,-118.89,59.994,729.25,41.894,744.64,23.931,548.12,-172.26,59.992
7.3,543.35,-118.97,59.993,729.04,42.024,745.06,24.308,548.14,-172.36,59.992
7.3333,543.34,-119.05,59.994,728.97,42.096,745.3,24.367,548.11,-172.45,59.993
7.3667,543.33,-119.12,59.994,729.16,42.152,745.31,24.237,548.09,-172.54,59.992
7.4,543.27,-119.2,59.994,729.21,42.141,745.16,24.289,548.07,-172.64,59.991
7.4333,543.21,-119.27,59.993,729.51,42.361,745.1,24.573,548.1,-172.73,59.993
7.4667,543.2,-119.36,59.993,729.96,42.458,745.11,24.564,548.09,-172.82,59.992
7.5,543.15,-119.44,59.993,730.1,42.548,744.98,24.386,548.07,-172.91,59.992
7.5333,543.14,-119.52,59.993,730.3,42.724,744.99,24.294,548.1,-173,59.992
7.5667,543.18,-119.6,59.994,730.33,42.798,745.24,24.435,548.15,-173.09,59.993
7.6,543.22,-119.68,59.994,730.1,42.851,745.65,24.806,548.15,-173.17,59.993
7.6333,543.27,-119.76,59.993,729.8,42.862,745.91,24.882,548.09,-173.26,59.993
7.6667,543.22,-119.84,59.993,729.55,42.95,745.63,24.537,548.09,-173.35,59.992
7.7,543.22,-119.93,59.993,729.36,42.878,745.41,24.278,548.08,-173.44,59.993
7.7333,543.26,-120,59.993,728.98,42.789,745.42,24.501,548.09,-173.53,59.993
7.7667,543.31,-120.08,59.993,728.86,42.702,745.44,24.807,548.04,-173.61,59.991
7.8,543.31,-120.17,59.993,728.76,42.714,745.31,24.882,547.99,-173.71,59.993
7.8333,543.31,-120.25,59.993,728.74,42.727,745.11,24.709,547.99,-173.8,59.994
7.8667,543.32,-120.33,59.993,728.98,42.656,744.99,24.701,547.99,-173.88,59.993
7.9,543.32,-120.42,59.992,729.56,42.747,744.87,24.612,548.01,-173.96,59.993
7.9333,543.33,-120.51,59.993,729.89,42.859,744.59,24.211,548.02,-174.05,59.993
7.9667,543.29,-120.6,59.993,730,42.802,744.34,23.891,547.98,-174.13,59.993
8,543.3,-120.68,59.993,730.09,42.667,744.56,23.735,548,-174.21,59.993
8.0333,543.36,-120.77,59.993,729.99,42.458,745.11,23.827,548,-174.3,59.992
8.0667,543.37,-120.86,59.993,729.92,42.244,745.6,24.164,548.01,-174.39,59.994
8.1,543.38,-120.95,59.992,729.86,42.195,745.84,24.172,547.98,-174.48,59.993
8.1333,543.35,-121.04,59.992,729.82,42.409,745.52,24.038,547.95,-174.57,59.992
8.1667,543.32,-121.14,59.992,729.88,42.705,744.87,23.663,547.92,-174.66,59.993
8.2,543.34,-121.23,59.992,729.92,42.759,744.29,23.293,547.93,-174.74,59.993
8.2333,543.31,-121.32,59.992,729.48,42.652,744.15,23.243,547.95,-174.83,59.993
8.2667,543.34,-121.42,59.992,729.19,42.404,744.5,23.371,547.97,-174.92,59.993
8.3,543.36,-121.51,59.992,728.99,42.301,745.11,23.638,547.99,-175.01,59.992
8.3333,543.38,-121.61,59.991,728.79,42.364,745.38,23.664,547.96,-175.1,59.992
8.3667,543.36,-121.71,59.991,728.8,42.125,745.43,23.48,548.03,-175.2,59.992
8.4,543.35,-121.82,59.991,729.05,42.044,745.41,23.299,548.05,-175.29,59.993
8.4333,543.33,-121.92,59.991,729.41,42.145,745.39,23.136,548.02,-175.38,59.991
8.4667,543.32,-122.03,59.991,729.95,42.404,745.2,22.731,548,-175.48,59.993
8.5,543.32,-122.14,59.991,730.32,42.357,745.02,22.262,548.02,-175.57,59.992
8.5333,543.35,-122.25,59.991,730.25,42.232,745.09,22.271,548.04,-175.67,59.993
8.5667,543.4,-122.36,59.991,729.85,42.039,745.42,22.436,548.07,-175.76,59.992
8.6,543.44,-122.47,59.991,729.46,41.847,745.75,22.434,548.1,-175.86,59.993
8.6333,543.44,-122.58,59.991,729.02,41.672,745.51,22.054,548.13,-175.95,59.991
8.6667,543.39,-122.69,59.991,728.44,41.641,744.86,21.583,548.11,-176.05,59.992
8.7,543.4,-122.8,59.991,728.09,41.611,744.38,21.364,548.15,-176.14,59.992
8.7333,543.45,-122.91,59.992,727.97,41.664,744.15,21.31,548.13,-176.24,59.991
8.7667,543.45,-123.01,59.992,727.62,41.761,744.27,21.689,548.16,-176.34,59.992
8.8,543.45,-123.1,59.992,727.43,41.685,744.57,22.059,548.15,-176.44,59.992
8.8333,543.46,-123.2,59.991,727.5,41.762,744.78,22.267,548.09,-176.54,59.992
8.8667,543.47,-123.31,59.991,727.92,42.006,744.65,22.182,548.08,-176.65,59.991
8.9,543.47,-123.4,59.992,728.6,42.378,744.34,21.921,548.12,-176.75,59.991
8.9333,543.44,-123.5,59.992,728.95,42.426,744.07,21.9,548.11,-176.85,59.991
8.9667,543.4,-123.6,59.992,728.96,42.245,744.16,22.19,548.06,-176.95,59.992
9,543.41,-123.7,59.992,728.94,41.912,744.57,22.553,548.05,-177.06,59.991
9.0333,543.38,-123.79,59.992,729.03,41.706,744.65,22.656,548.05,-177.16,59.991
9.0667,543.35,-123.9,59.992,729.41,41.853,744.37,22.158,548.05,-177.26,59.991
9.1,543.37,-124,59.992,729.69,41.999,744.42,21.879,548.05,-177.37,59.991
9.1333,543.34,-124.1,59.992,729.64,41.905,744.87,22.226,548,-177.48,59.991
9.1667,543.36,-124.19,59.992,729.57,41.744,745.57,22.732,548,-177.59,59.991
9.2,543.39,-124.29,59.991,729.61,41.907,745.82,22.77,548.01,-177.69,59.99
9.2333,543.37,-124.4,59.991,729.79,42.234,745.39,22.202,548.01,-177.8,59.991
9.2667,543.31,-124.51,59.99,729.83,42.27,745.18,21.647,547.97,-177.92,59.991
9.3,543.3,-124.62,59.991,729.84,42.301,745.41,21.716,547.98,-178.03,59.991
9.3333,543.29,-124.73,59.991,729.96,42.344,745.75,21.879,548,-178.14,59.991
9.3667,543.33,-124.84,59.991,730.04,42.384,746.06,22.119,548.01,-178.25,59.991
9.4,543.33,-124.95,59.99,730,42.36,746.33,22.287,548.02,-178.37,59.991
9.4333,543.29,-125.07,59.99,729.9,42.265,746.3,22.405,547.99,-178.48,59.989
9.4667,543.3,-125.2,59.99,730.08,42.349,746.16,22.316,548.01,-178.6,59.991
9.5,543.27,-125.32,59.99,730.37,42.574,745.79,21.989,548.03,-178.72,59.99
9.5333,543.29,-125.45,59.99,730.5,42.685,745.58,21.681,548.1,-178.84,59.991
9.5667,543.31,-125.57,59.989,730.25,42.562,745.38,21.604,548.13,-178.95,59.99
9.6,543.33,-125.69,59.99,729.68,42.391,745.36,21.594,548.16,-179.07,59.99
9.6333,543.31,-125.82,59.989,729.23,42.217,745.3,21.513,548.19,-179.19,59.99
9.6667,543.26,-125.96,59.989,728.93,42.203,744.92,21.221,548.17,-179.31,59.99
9.7,543.3,-126.09,59.989,728.85,42.201,744.86,21.095,548.21,-179.43,59.99
9.7333,543.33,-126.22,59.99,728.74,42.099,745.09,21.419,548.19,-179.56,59.99
9.7667,543.36,-126.34,59.99,728.43,41.892,745.32,21.952,548.19,-179.68,59.99
9.8,543.4,-126.46,59.99,728.39,41.763,745.37,22.193,548.23,-179.8,59.99
9.8333,543.39,-126.58,59.989,728.67,41.914,744.8,21.822,548.23,-179.93,59.99
9.8667,543.4,-126.71,59.99,729.05,41.993,743.87,21.099,548.23,179.96,59.99
9.9,543.4,-126.84,59.99,729.19,42.101,743.13,20.444,548.18,179.84,59.99
9.9333,543.4,-126.96,59.991,728.97,42.207,742.99,20.26,548.18,179.72,59.99
9.9667,543.44,-127.08,59.991,728.45,42.039,743.47,20.436,548.19,179.6,59.99
