,performance_score,hourly_integrated_MW,mileage_ratio,Regulation_Market_Clearing_Price(RMCP),Reg_Clearing_Price_Credit
2017-01-01 12:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.0383066177888942,2.5112602536804727,"(6.74, 3.6, 3.14)","(0.43996518829742226, 0.1379038240400191, 0.30206136425740315)"
2017-01-01 13:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04045661395767259,3.8880814296058976,"(4.3100000000000005, 2.19, 2.1200000000000006)","(0.42207303656645345, 0.08859998456730295, 0.3334730519991505)"
2017-01-01 14:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03455450475914643,1.9717836890689133,"(7.730000000000001, 4.21, 3.52)","(0.38530617625115193, 0.14547446503600645, 0.23983171121514552)"
2017-01-01 15:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04471954193764469,2.312628313614625,"(4.740000000000001, 1.35, 3.39)","(0.4109640929406223, 0.06037138161582033, 0.35059271132480196)"
2017-01-01 16:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.054198929169704146,1.8713610698480287,"(7.27, 4.27, 3.0)","(0.5357067257815419, 0.23142942755463666, 0.3042772982269052)"
2017-01-01 17:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.052034153337865145,2.0799874700518384,"(4.8500000000000005, 4.8500000000000005, 0.0)","(0.252365643688646, 0.252365643688646, 0.0)"
2017-01-01 18:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03363921998336543,2.800511169136094,"(4.02, 4.02, 0.0)","(0.13522966433312897, 0.13522966433312897, 0.0)"
2017-01-01 19:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03702423390695914,2.172499654003286,"(1.11, 1.11, 0.0)","(0.041096899636724644, 0.041096899636724644, 0.0)"
2017-01-01 20:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03467569125231761,2.1765907555691197,"(0.31, 0.31, 0.0)","(0.010749464288218458, 0.010749464288218458, 0.0)"
2017-01-01 21:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03331971958873743,1.9753132701052463,"(11.21, 7.78, 3.4300000000000006)","(0.4849793314115555, 0.25922741840037716, 0.22575191301117836)"
2017-01-01 22:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.051406230362438195,2.0134923884848344,"(10.47, 6.860000000000001, 3.61)","(0.7263035936215629, 0.35264674028632603, 0.3736568533352369)"
2017-01-01 23:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04785825343966493,2.4880608053655293,"(8.730000000000002, 5.54, 3.19)","(0.6449815643185159, 0.2651347240557437, 0.37984684026277227)"
2017-01-02 00:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.03901817821867329,1.5827052014357517,"(5.7, 4.7, 1.0)","(0.24513971124500583, 0.18338543762776446, 0.06175427361724137)"
2017-01-02 01:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.049644732113975465,1.3581678439365374,"(8.620000000000001, 3.85, 4.77)","(0.5127536604100804, 0.19113221863880556, 0.32162144177127483)"
2017-01-02 02:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04379949528401731,1.5491476601637595,"(7.59, 1.26, 6.33)","(0.4846898001311403, 0.0551873640578618, 0.42950243607327854)"
2017-01-02 03:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.03415528008404719,1.4568626604590504,"(7.85, 4.08, 3.77)","(0.3269470545820357, 0.13935354274291253, 0.18759351183912318)"
2017-01-02 04:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04699158870046132,1.392463905073965,"(5.24, 5.05, 0.19)","(0.24974000024774967, 0.23730752293732962, 0.012432477310420053)"
2017-01-02 05:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03986494906726065,3.926872847099957,"(7.8, 7.21, 0.5899999999999999)","(0.3797875885404659, 0.28742628277494925, 0.09236130576551664)"
2017-01-02 06:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04402904247627538,5.349914235871001,"(8.03, 6.65, 1.38)","(0.6178543420343517, 0.2927931324672312, 0.32506120956712053)"
2017-01-02 07:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.042854895495749445,2.2842500647737336,"(7.87, 6.12, 1.75)","(0.43358173160505176, 0.2622719604339866, 0.1713097711710652)"
2017-01-02 08:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.043372849632181465,1.7989363894167476,"(8.730000000000002, 5.6000000000000005, 3.13)","(0.4871062001653964, 0.2428879579402162, 0.2442182422251802)"
2017-01-02 09:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03531670789080221,1.914608949991739,"(15.16, 11.34, 3.82)","(0.6587910242274368, 0.400491467481697, 0.2582995567457398)"
2017-01-02 10:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04872504435732811,3.0004634820329152,"(19.55, 17.64, 1.91)","(1.1387474205095478, 0.8595097824632677, 0.2792376380462801)"
2017-01-02 11:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03474791603174593,2.828594848306105,"(16.03, 15.41, 0.62)","(0.5964038073408019, 0.5354653860492047, 0.060938421291597177)"
2017-01-02 12:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03730211499687653,2.9781207341550484,"(40.00999999999999, 39.43, 0.58)","(1.535254711544861, 1.4708223943268413, 0.06443231721801969)"
2017-01-02 13:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04423324200287325,2.9779967716089177,"(14.44, 13.88, 0.56)","(0.687724212053998, 0.6139573989998807, 0.0737668130541174)"
2017-01-02 14:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03864803138763659,2.1725399448991807,"(15.08, 14.19, 0.89)","(0.6231438742539716, 0.5484155653905631, 0.07472830886340844)"
2017-01-02 15:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03866809158254065,8.541537020969715,"(24.8, 24.650000000000006, 0.15)","(1.002711197877005, 0.9531684575096271, 0.04954274036737775)"
2017-01-02 16:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.0722789883907496,8.839539513995112,"(13.32, 13.120000000000003, 0.2)","(1.0760829224689599, 0.948300327686635, 0.127782594782325)"
2017-01-02 17:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.07706009192067394,2.745392085688159,"(8.15, 8.15, 0.0)","(0.6280397491534925, 0.6280397491534925, 0.0)"
2017-01-02 18:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.06199615627285072,6.764138031417226,"(29.28, 29.28, 0.0)","(1.8152474556690692, 1.8152474556690692, 0.0)"
2017-01-02 19:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04993708738457684,2.952164093679361,"(16.16, 16.16, 0.0)","(0.8069833321347616, 0.8069833321347616, 0.0)"
2017-01-02 20:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04658355364708747,3.62174809983315,"(9.76, 9.76, 0.0)","(0.4546554835955736, 0.4546554835955736, 0.0)"
2017-01-02 21:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.037569826308316956,2.3388742658003863,"(22.37, 22.26, 0.11)","(0.8459701546146778, 0.8363043336231354, 0.009665820991542413)"
2017-01-02 22:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.034685931803247604,2.051009374963295,"(5.1000000000000005, 4.45, 0.65)","(0.20059415787452073, 0.15435239652445182, 0.04624176135006892)"
2017-01-02 23:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.047225483698617884,4.048156006362705,"(7.54, 5.84, 1.7)","(0.6007962381294332, 0.2757968247999284, 0.3249994133295047)"
2017-01-03 00:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04802584812401169,1.5543022874876693,"(6.95, 2.2, 4.75)","(0.4602286224618378, 0.10565686587282572, 0.3545717565890121)"
2017-01-03 01:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.05253209602676342,1.3187738910000473,"(5.6000000000000005, 4.04, 1.56)","(0.3203032803683047, 0.21222966794812417, 0.10807361242018053)"
2017-01-03 02:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03495208123013319,1.7325254805771648,"(5.22, 4.27, 0.95)","(0.20677298961655685, 0.1492453868526687, 0.057527602763888165)"
2017-01-03 03:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.05057996353814327,1.4752563985364497,"(4.95, 3.58, 1.37)","(0.283303497807472, 0.1810762694665529, 0.10222722834091907)"
2017-01-03 04:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.06680246617804439,1.3010504928987818,"(5.07, 3.86, 1.21)","(0.3630227111200879, 0.25785751944725127, 0.10516519167283658)"
2017-01-03 05:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.048071554466015874,2.255735512811619,"(7.83, 3.29, 4.54)","(0.6504580892385191, 0.1581554141931922, 0.4923026750453269)"
2017-01-03 06:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.06663310959820636,1.6509432566352302,"(15.42, 10.0, 5.42)","(1.2625716536241525, 0.6663310959820635, 0.5962405576420889)"
2017-01-03 07:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.08630820583237289,3.7806436010413034,"(40.66, 40.6, 0.06)","(3.5236911907601907, 3.5041131567943395, 0.019578033965850977)"
2017-01-03 08:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.048661316732947386,1.9398046426044269,"(7.26, 7.26, 0.0)","(0.353281159481198, 0.353281159481198, 0.0)"
2017-01-03 09:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.029218417207532883,2.16847985899932,"(9.03, 6.01, 3.02)","(0.36694852608092277, 0.1756026874172726, 0.19134583866365013)"
2017-01-03 10:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.029189734682359636,3.8335740777421927,"(9.75, 7.810000000000001, 1.94)","(0.44505978768529303, 0.22797182786922876, 0.21708795981606427)"
2017-01-03 11:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04417368669392917,2.1305604387225325,"(8.6, 5.9, 2.7)","(0.5147344666112275, 0.26062475149418207, 0.25410971511704544)"
2017-01-03 12:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.05152404414934951,2.58514308510487,"(14.53, 11.75, 2.7800000000000002)","(0.975695252283991, 0.6054075187548567, 0.3702877335291344)"
2017-01-03 13:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04094409191168553,2.2514560491937874,"(12.41, 10.47, 1.94)","(0.6075212597371703, 0.4286846423153474, 0.1788366174218229)"
2017-01-03 14:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.0705084026660493,4.253376450084573,"(11.02, 10.47, 0.55)","(0.903167304601606, 0.738222975913536, 0.1649443286880699)"
2017-01-03 15:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.0708403492190787,1.7843753910183484,"(16.420000000000005, 13.01, 3.41)","(1.3526766389466678, 0.9216329433402136, 0.4310436956064543)"
2017-01-03 16:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.08973781908787287,1.836290674610168,"(13.870000000000003, 12.82, 1.05)","(1.323462797074991, 1.15043884070653, 0.17302395636846105)"
2017-01-03 17:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.1055999461179479,5.781808665382853,"(0.16, 0.16, 0.0)","(0.016895991378871662, 0.016895991378871662, 0.0)"
2017-01-03 18:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.07502163852740391,3.1597884834220817,"(1.7, 1.7, 0.0)","(0.12753678549658662, 0.12753678549658662, 0.0)"
2017-01-03 19:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.0922277558115008,3.8671190345896367,"(15.92, 15.92, 0.0)","(1.4682658725190927, 1.4682658725190927, 0.0)"
2017-01-03 20:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.06454106945157012,3.0265696751806734,"(3.52, 3.52, 0.0)","(0.22718456446952678, 0.22718456446952678, 0.0)"
2017-01-03 21:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.061438811266666594,2.5193097255320973,"(1.51, 0.85, 0.66)","(0.15438003011116774, 0.0522229895766666, 0.10215704053450113)"
2017-01-03 22:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.06213126706966782,1.7331982471422247,"(12.68, 7.610000000000001, 5.07)","(1.0187859645119917, 0.47281894240017214, 0.5459670221118196)"
2017-01-03 23:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.05326326077597195,3.732856647347029,"(10.75, 8.92, 1.83)","(0.8389564203176161, 0.4751082861216698, 0.36384813419594625)"
2017-01-04 00:00:00,"(1.0, 1.0, 0.9999999999999999, 0.9999999999999999)",0.06771356070257334,1.6543177592532639,"(7.16, 4.0, 3.16)","(0.6248366402099229, 0.27085424281029336, 0.35398239739962956)"
2017-01-04 01:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.0455130601863097,1.5825717583106256,"(9.24, 6.19, 3.0500000000000007)","(0.5014102777929508, 0.28172584255325706, 0.21968443523969372)"
2017-01-04 02:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04733129070559262,1.8663687254649988,"(9.0, 6.15, 2.85)","(0.5428497138595036, 0.29108743783939456, 0.25176227602010914)"
2017-01-04 03:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04993014525327506,2.102557256920441,"(9.89, 7.38, 2.51)","(0.6319867549649965, 0.3684844719691699, 0.26350228299582656)"
2017-01-04 04:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.072473388850727,1.9657541527463867,"(7.03, 3.89, 3.14)","(0.7292611590336575, 0.281921482629328, 0.4473396764043296)"
2017-01-04 05:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.05574066294053859,2.652820147263452,"(6.79, 4.54, 2.25)","(0.5857700055086297, 0.2530626097500452, 0.3327073957585845)"
2017-01-04 06:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.06404709477823332,2.0985163086812664,"(6.74, 5.810000000000001, 0.93)","(0.49710922247320866, 0.3721136206615357, 0.12499560181167299)"
2017-01-04 07:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.06725799075784404,1.8012047193351695,"(6.02, 5.78, 0.24)","(0.41782608506818564, 0.38875118658033847, 0.029074898487847167)"
2017-01-04 08:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.06951491816475183,1.9785056270103183,"(9.370000000000001, 8.39, 0.98)","(0.7180151070173888, 0.583230163402268, 0.1347849436151208)"
2017-01-04 09:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.0476012500292212,1.9087960563799031,"(5.61, 4.54, 1.0700000000000003)","(0.3133310289506126, 0.21610967513266421, 0.09722135381794837)"
2017-01-04 10:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04014343744106309,2.046437419457414,"(0.31, 0.31, 0.0)","(0.012444465606729557, 0.012444465606729557, 0.0)"
2017-01-04 11:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03880179044567232,1.8956107899524586,"(6.810000000000001, 5.65, 1.16)","(0.3045517034784657, 0.2192301160180486, 0.08532158746041715)"
2017-01-04 12:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03158406447226873,2.120482544776303,"(9.75, 7.88, 1.8700000000000003)","(0.3741227933916984, 0.24888242804147756, 0.12524036535022087)"
2017-01-04 13:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.038797077062099505,3.4535324782448464,"(10.81, 9.28, 1.53)","(0.5650369326495245, 0.3600368751362834, 0.20500005751324105)"
2017-01-04 14:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.04701934382851946,1.5643088054825445,"(8.45, 5.64, 2.81)","(0.4718723929497395, 0.2651890991928497, 0.20668329375688976)"
2017-01-04 15:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.05538457737574924,2.8030979468234642,"(8.480000000000002, 6.01, 2.47)","(0.7163248459935434, 0.33286131002825287, 0.3834635359652905)"
2017-01-04 16:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.0722174184911197,1.6245029691885564,"(7.42, 3.7400000000000007, 3.6800000000000006)","(0.7018212167755077, 0.2700931451567877, 0.43172807161872)"
2017-01-04 17:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.0428825447976823,4.971255757972357,"(18.44, 18.44, 0.0)","(0.7907541260692614, 0.7907541260692614, 0.0)"
2017-01-04 18:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.059115950923833885,2.7430144013834603,"(40.03, 40.03, 0.0)","(2.3664115154810705, 2.3664115154810705, 0.0)"
2017-01-04 19:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.08408543359571802,4.555414575702274,"(106.65, 105.4, 1.25)","(9.341409713246403, 8.862604700988678, 0.4788050122577243)"
2017-01-04 20:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.057953046308765674,3.2011532356342616,"(31.33, 29.72, 1.61)","(2.021046232843445, 1.7223645362965156, 0.29868169654692955)"
2017-01-04 21:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04805332381086071,2.1592372779320788,"(13.78, 11.870000000000003, 1.91)","(0.7685717423077342, 0.5703929536349166, 0.19817878867281755)"
2017-01-04 22:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.06060123400084084,1.9549925633800775,"(6.93, 6.93, 0.0)","(0.41996655162582697, 0.41996655162582697, 0.0)"
2017-01-04 23:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.060533491101810055,2.1575089568018275,"(7.04, 5.25, 1.79)","(0.5515776014216663, 0.31780082828450273, 0.23377677313716363)"
2017-01-05 00:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.04649864143851674,1.7525533356471992,"(6.25, 3.36, 2.89)","(0.3917454342946481, 0.15623543523341624, 0.23550999906123185)"
2017-01-05 01:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.05320400851528563,1.3865984026635074,"(8.689999999999998, 4.79, 3.9)","(0.5425603143563219, 0.25484720078821815, 0.28771311356810375)"
2017-01-05 02:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04260743772102633,2.1412038697032503,"(6.480000000000001, 4.73, 1.75)","(0.36118779884165764, 0.2015331804204545, 0.15965461842120313)"
2017-01-05 03:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.049111734891324,1.4166626969819414,"(7.65, 3.81, 3.84)","(0.4542827991056282, 0.1871157099359444, 0.2671670891696838)"
2017-01-05 04:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.07193319372623978,1.787073309562361,"(7.26, 4.86, 2.4)","(0.6581150589009055, 0.3495953215095253, 0.3085197373913802)"
2017-01-05 05:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.07304512734650864,2.06239135036267,"(15.88, 12.98, 2.9)","(1.3850039055518613, 0.948125752957682, 0.4368781525941794)"
2017-01-05 06:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.05618600463776076,2.083732223631658,"(0.01, 0.01, 0.0)","(0.0005618600463776076, 0.0005618600463776076, 0.0)"
2017-01-05 07:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04620798514402157,3.237490870485097,"(2.43, 2.43, 0.0)","(0.11228540389997241, 0.11228540389997241, 0.0)"
2017-01-05 08:00:00,"(0.9999999999999999, 1.0, 0.9999999999999999, 0.9999999999999997)",0.041455355913428284,1.8179237895722835,"(0.22, 0.22, 0.0)","(0.009120178300954221, 0.009120178300954221, 0.0)"
2017-01-05 09:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.04006136689854497,2.5221511215925756,"(13.57, 13.57, 0.0)","(0.5436327488132552, 0.5436327488132552, 0.0)"
2017-01-05 10:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.047282081561556576,3.153831541355701,"(2.92, 2.92, 0.0)","(0.13806367815974518, 0.13806367815974518, 0.0)"
2017-01-05 11:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.06831633324153596,2.8789007687099453,"(30.86, 30.16, 0.7000000000000002)","(2.198093771563876, 2.0604206105647243, 0.1376731609991519)"
2017-01-05 12:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03911528349075679,2.5402412127649083,"(0.31, 0.31, 0.0)","(0.012125737882134602, 0.012125737882134602, 0.0)"
2017-01-05 13:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.041203368406565584,2.0736433066297697,"(0.38, 0.38, 0.0)","(0.015657279994494924, 0.015657279994494924, 0.0)"
2017-01-05 14:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.03915090629585903,3.6055879548473992,"(0.34, 0.34, 0.0)","(0.013311308140592068, 0.013311308140592068, 0.0)"
2017-01-05 15:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04757511407270158,3.782032779355516,"(0.31, 0.31, 0.0)","(0.014748285362537488, 0.014748285362537488, 0.0)"
2017-01-05 16:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.0780260026442347,1.6135201718828986,"(5.02, 5.02, 0.0)","(0.3916905332740581, 0.3916905332740581, 0.0)"
2017-01-05 17:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.12072680141823414,8.979343865096519,"(7.480000000000001, 7.480000000000001, 0.0)","(0.9030364746083914, 0.9030364746083914, 0.0)"
2017-01-05 18:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.05494589405712077,2.2362792749965195,"(1.74, 1.74, 0.0)","(0.09560585565939013, 0.09560585565939013, 0.0)"
2017-01-05 19:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.08696837029623772,2.2726808256817392,"(1.36, 1.36, 0.0)","(0.11827698360288329, 0.11827698360288329, 0.0)"
2017-01-05 20:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.09385258968718385,1.6634053336713543,"(0.31, 0.31, 0.0)","(0.02909430280302699, 0.02909430280302699, 0.0)"
2017-01-05 21:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.08978487039579455,2.388065219013932,"(0.13, 0.13, 0.0)","(0.011672033151453291, 0.011672033151453291, 0.0)"
2017-01-05 22:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.06045870193078659,2.7918967501607654,"(0.31, 0.31, 0.0)","(0.01874219759854384, 0.01874219759854384, 0.0)"
2017-01-05 23:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.05136365113163082,1.7766310852021687,"(7.12, 7.12, 0.0)","(0.3657091960572114, 0.3657091960572114, 0.0)"
2017-01-06 00:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.06705550350502448,1.959013016867605,"(6.480000000000001, 6.480000000000001, 0.0)","(0.43451966271255865, 0.43451966271255865, 0.0)"
2017-01-06 01:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.052284549767985404,2.397335335594435,"(6.57, 4.44, 2.1299999999999994)","(0.4991252661251064, 0.2321434009698552, 0.2669818651552512)"
2017-01-06 02:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.037939624751045696,1.512829157222148,"(12.42, 8.88, 3.54)","(0.5400863114918553, 0.3369038677892858, 0.2031824437025695)"
2017-01-06 03:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04639712940658715,1.3932179165902123,"(6.980000000000001, 3.18, 3.8)","(0.393179856989872, 0.14754287151294712, 0.2456369854769249)"
2017-01-06 04:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.051168578538352924,1.8053151413946198,"(6.94, 3.72, 3.22)","(0.487795931071222, 0.19034711216267286, 0.29744881890854913)"
2017-01-06 05:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.0640499756134852,2.141125540346894,"(7.45, 4.969999999999999, 2.48)","(0.6584331946377009, 0.3183283787990213, 0.3401048158386796)"
2017-01-06 06:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.0590089083535304,2.779924544078003,"(0.01, 0.01, 0.0)","(0.0005900890835353039, 0.0005900890835353039, 0.0)"
2017-01-06 07:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.05021171989390729,1.8710313776464749,"(0.08, 0.08, 0.0)","(0.004016937591512583, 0.004016937591512583, 0.0)"
2017-01-06 08:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04431186223249995,3.1931919403044935,"(0.01, 0.01, 0.0)","(0.0004431186223249994, 0.0004431186223249994, 0.0)"
2017-01-06 09:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.07649785541158498,3.031980118318228,"(61.64, 61.64, 0.0)","(4.715327807570098, 4.715327807570098, 0.0)"
2017-01-06 10:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.060726291493256465,2.8494050267461435,"(5.67, 5.67, 0.0)","(0.3443180727667641, 0.3443180727667641, 0.0)"
2017-01-06 11:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.05178783098043849,2.3715086226904183,"(6.63, 6.63, 0.0)","(0.34335331940030717, 0.34335331940030717, 0.0)"
2017-01-06 12:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.05148457930082401,2.0820244003287107,"(7.78, 7.78, 0.0)","(0.4005500269604108, 0.4005500269604108, 0.0)"
2017-01-06 13:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.043477891996990495,2.3834682367658218,"(7.49, 7.49, 0.0)","(0.32564941105745876, 0.32564941105745876, 0.0)"
2017-01-06 14:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.0486201278979003,3.4892364301524506,"(9.4, 9.4, 0.0)","(0.4570292022402628, 0.4570292022402628, 0.0)"
2017-01-06 15:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.04812959400245393,1.852798857091944,"(9.92, 9.92, 0.0)","(0.47744557250434294, 0.47744557250434294, 0.0)"
2017-01-06 16:00:00,"(1.0, 1.0, 1.0, 0.9999999999999999)",0.06463103372434803,2.0272989453142483,"(8.5, 8.5, 0.0)","(0.5493637866569583, 0.5493637866569583, 0.0)"
2017-01-06 17:00:00,"(0.9999999999999999, 1.0, 1.0, 0.9999999999999997)",0.049823828911215104,3.009270056640457,"(2.0, 2.0, 0.0)","(0.0996476578224302, 0.0996476578224302, 0.0)"
