Preliminary Synchronized Reserve Summary 
Month:,"July, 2017" ,Report Creation Timestamp (EPT):, 12/07/2017 09:59:17 AM
EPT Hour Ending,GMT Hour Ending,Synch Reserve Zone,Subzone,SRMCP ($/MWh),Total Reserve Zone Load (MWh),Total Subzone Above Obligation Tier 1 Adjustment (MWh),Total Subzone Tier 1 Excess (MWh),Total Subzone Lost Opportunity Cost Credit Cleared ($),Total Subzone Lost Opportunity Credit Added ($),Total Subzone Synch Reserve Purchases (MWh),Total Subzone Tier 1 Allocation to Obligation (MWh),Total Subzone Tier 1 Credit ($),Total Subzone Tier 1 Lost (MWh),Total Subzone Tier 2 PJM-Scheduled MWh,Total Subzone Tier 2 PJM-Added MWh,Total Subzone Tier 2 Self-Scheduled MWh,Total Subzone Tier 2 Shortfall (MWh),Total Subzone Tier 2 Retroactive Penalty Charge ($),Total Subzone Tier 2 Retroactive Obligation (MWh)
07/03/2017 22,07/04/2017 02,RTO,Non PJM Mid Atlantic Dominion (MAD),.93,90961.508987,492.591548169,948.460299,2937.22,.00,887.500038610,598.266189195,.00,.000,205.400,.000,.000,.000,.00,887.500034734
07/03/2017 23,07/04/2017 03,RTO,Non PJM Mid Atlantic Dominion (MAD),.54,85650.093061,268.135801731,1261.453349,588.50,.00,490.699968582,833.953436568,.00,.000,221.600,.000,.000,.000,.00,490.699966645
07/03/2017 24,07/04/2017 04,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,79214.678995,134.210374999,1481.580004,179.13,.00,241.400037190,910.329102876,.00,.000,80.000,.000,.000,.000,.00,241.400031716
07/04/2017 01,07/04/2017 05,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,72927.331967,57.259336123,1844.025235,1.50,.00,107.799992693,1187.752230219,.00,.000,80.000,.000,.000,.000,.00,107.799992693
07/04/2017 02,07/04/2017 06,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,68058.757023,11.636881037,2176.757690,.00,.00,21.900010715,1398.693409260,.00,.000,.000,.000,.000,.000,.00,21.899971539
07/04/2017 03,07/04/2017 07,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,64677.978982,11.635156164,2497.579507,.00,.00,21.900017640,1615.248546577,.00,.000,.000,.000,.000,.000,.00,21.900012008
07/04/2017 04,07/04/2017 08,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,62538.490026,11.531964089,2761.819657,.00,.00,21.899914434,1830.991267494,.00,.000,.000,.000,.000,.000,.00,21.899908062
07/04/2017 05,07/04/2017 09,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,61474.707036,11.540911308,2628.171261,.00,.00,21.900044002,1739.824500919,.00,.000,.000,.000,.000,.000,.00,21.900037932
07/04/2017 06,07/04/2017 10,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,61460.935016,9.302308823,2440.064982,.00,.00,17.499921042,1615.682322844,.00,.000,.000,.000,.000,.000,.00,17.499918236
07/04/2017 07,07/04/2017 11,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,61276.514973,8.772508516,2695.631154,.00,.00,16.200014151,1720.580931098,.00,.000,.000,.000,.000,.000,.00,16.200008146
07/04/2017 08,07/04/2017 12,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,63800.740000,9.252067565,2426.909295,.00,.00,17.499996156,1565.370181332,.00,.000,.000,.000,.000,.000,.00,17.499993399
07/04/2017 09,07/04/2017 13,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,68628.970962,9.491493386,2108.366136,.00,.00,17.500023893,1333.203933304,.00,.000,.000,.000,.000,.000,.00,17.500021538
07/04/2017 10,07/04/2017 14,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,74620.796030,9.771493562,2001.202316,.00,.00,17.599988472,1237.329792236,.00,.000,.000,.000,.000,.000,.00,17.599988472
07/04/2017 11,07/04/2017 15,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,80578.732040,9.855356863,1671.727195,.00,.00,17.599989710,1035.044708771,.00,.000,.000,.000,.000,.000,.00,17.599987890
07/04/2017 12,07/04/2017 16,RTO,Non PJM Mid Atlantic Dominion (MAD),.63,85994.682001,19.106454272,1428.324329,87.22,.00,34.301019914,884.684925061,.00,.000,1.909,.000,.000,.000,.00,34.301018344
07/04/2017 13,07/04/2017 17,RTO,Non PJM Mid Atlantic Dominion (MAD),9.39,90306.405983,315.922190631,900.000000,2526.95,667.32,545.386983590,542.436199600,.00,.000,133.700,50.498,.000,.000,.00,545.386982100
07/04/2017 14,07/04/2017 18,RTO,Non PJM Mid Atlantic Dominion (MAD),3.17,93584.982026,562.047579016,635.483270,1018.75,3060.68,996.542974857,399.927607207,.00,.000,175.251,.000,.000,.000,.00,996.542973183
07/04/2017 15,07/04/2017 19,RTO,Non PJM Mid Atlantic Dominion (MAD),1.27,95911.817911,574.233971580,606.643750,2460.13,2707.02,1004.799997854,382.147576868,.00,.000,155.700,.000,.000,.000,.00,1004.799996185
07/04/2017 16,07/04/2017 20,RTO,Non PJM Mid Atlantic Dominion (MAD),.80,97394.972991,657.495424023,544.800000,5536.56,1736.36,1152.962002057,336.681108027,.00,.000,185.992,145.112,.000,.000,.00,1152.962000321
07/04/2017 17,07/04/2017 21,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,98234.862036,701.238525308,569.679323,6220.06,2363.00,1239.800025092,366.234811125,.00,.000,193.700,200.000,.000,.000,.00,1239.800002734
07/04/2017 18,07/04/2017 22,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,98103.076965,674.225478227,431.660711,12204.42,.00,1192.925006713,278.808229457,.00,.000,377.325,.000,.000,.000,.00,1192.925005054
07/04/2017 19,07/04/2017 23,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,95817.574955,764.240865541,871.858535,8589.97,.00,1343.384045829,561.635080052,.00,.000,423.984,.000,.000,.000,.00,1343.384041242
07/04/2017 20,07/05/2017 00,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,91888.190008,703.464401261,1210.294560,8149.46,.00,1217.699978289,755.691731269,.00,.000,405.500,.000,.000,.000,.00,1217.699978289
07/04/2017 21,07/05/2017 01,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,88003.817956,309.396035759,1552.593215,969.82,.00,560.100047558,1032.450304543,.00,.000,223.500,.000,.000,.000,.00,560.100019747
07/04/2017 22,07/05/2017 02,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,85181.388977,243.220416528,1797.951483,658.08,.00,437.900026112,1166.274926339,.00,.000,205.400,.000,.000,.000,.00,437.900021250
07/04/2017 23,07/05/2017 03,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,81156.766027,10.131322278,2152.777519,.00,.00,18.300028533,1403.573939092,.00,.000,.000,.000,.000,.000,.00,18.300026102
07/04/2017 24,07/05/2017 04,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,76397.234050,9.516835325,2431.487800,.00,.00,17.399980237,1643.958261121,.00,.000,.000,.000,.000,.000,.00,17.399974604
07/05/2017 01,07/05/2017 05,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,70844.264984,9.181747990,2819.115035,.00,.00,16.899964442,1899.305241148,.00,.000,.000,.000,.000,.000,.00,16.899954732
07/05/2017 02,07/05/2017 06,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,66536.339046,9.211433189,2851.822858,.00,.00,16.900056219,1931.772752933,.00,.000,.000,.000,.000,.000,.00,16.900003608
07/05/2017 03,07/05/2017 07,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,63704.654014,9.272743682,3525.238451,.00,.00,16.900033511,2384.565253324,.00,.000,.000,.000,.000,.000,.00,16.900021331
07/05/2017 04,07/05/2017 08,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,62076.414013,.109994092,3454.244894,.00,.00,.200121771,2322.585991869,.00,.000,.000,.000,.000,.000,.00,.200050806
07/05/2017 05,07/05/2017 09,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,62212.307012,9.221656014,3422.571662,.00,.00,16.899912946,2291.356470373,.00,.000,.000,.000,.000,.000,.00,16.899905095
07/05/2017 06,07/05/2017 10,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,64500.603973,.108632119,3307.340394,.00,.00,.199975888,2194.182776142,.00,.000,.000,.000,.000,.000,.00,.199972124
07/05/2017 07,07/05/2017 11,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,68719.617973,10.575348409,2579.206700,.00,.00,19.699978023,1716.674321023,.00,.000,.000,.000,.000,.000,.00,19.699972069
07/05/2017 08,07/05/2017 12,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,74473.342993,10.772418270,2431.266372,.00,.00,19.700002165,1574.704732218,.00,.000,.000,.000,.000,.000,.00,19.700002165
07/05/2017 09,07/05/2017 13,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,79764.191964,12.047397064,2018.935552,.00,.00,21.099925967,1266.227262555,.00,.000,.000,.000,.000,.000,.00,21.099921592
07/05/2017 10,07/05/2017 14,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,84697.542010,12.227118877,1748.586195,.00,.00,21.100036008,1098.448571499,.00,.000,.000,.000,.000,.000,.00,21.100034123
07/05/2017 11,07/05/2017 15,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,89710.854011,22.626279395,1297.658836,.00,80.48,39.518008437,847.308719167,.00,.000,.000,.000,.000,.000,.00,39.518006972
07/05/2017 12,07/05/2017 16,RTO,Non PJM Mid Atlantic Dominion (MAD),9.12,94508.782991,494.653423373,707.626894,2037.59,1073.98,843.490987379,474.850953649,.00,.000,234.900,.000,.000,.000,.00,843.490984138
07/05/2017 13,07/05/2017 17,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,98831.258026,659.222629627,527.875200,6868.43,8645.83,1090.528979856,349.091673717,.00,.000,155.717,86.112,.000,.000,.00,1090.528978179
07/05/2017 14,07/05/2017 18,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,102545.757990,881.557600589,501.193186,16883.33,16156.29,1442.001984548,319.351024913,.00,.000,155.758,359.944,.000,.000,.00,1442.001982558
07/05/2017 15,07/05/2017 19,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,105256.426056,872.797482481,450.397185,12294.23,2628.73,1456.208025153,342.654304204,.00,.000,355.708,200.000,.000,.000,.00,1456.208023148
07/05/2017 16,07/05/2017 20,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,106849.009041,856.766609259,558.881056,11050.71,.00,1414.815967642,404.987979813,.00,.000,555.708,.000,.000,.000,.00,1414.815967642
