Preliminary Synchronized Reserve Summary 
Month:,"January, 2017" ,Report Creation Timestamp (EPT):, 08/02/2017 12:15:40 PM
EPT Hour Ending,GMT Hour Ending,Synch Reserve Zone,Subzone,SRMCP ($/MWh),Total Reserve Zone Load (MWh),Total Subzone Above Obligation Tier 1 Adjustment (MWh),Total Subzone Tier 1 Excess (MWh),Total Subzone Lost Opportunity Cost Credit Cleared ($),Total Subzone Lost Opportunity Credit Added ($),Total Subzone Synch Reserve Purchases (MWh),Total Subzone Tier 1 Allocation to Obligation (MWh),Total Subzone Tier 1 Credit ($),Total Subzone Tier 1 Lost (MWh),Total Subzone Tier 2 PJM-Scheduled MWh,Total Subzone Tier 2 PJM-Added MWh,Total Subzone Tier 2 Self-Scheduled MWh,Total Subzone Tier 2 Shortfall (MWh),Total Subzone Tier 2 Retroactive Penalty Charge ($),Total Subzone Tier 2 Retroactive Obligation (MWh)
01/02/2017 11,01/02/2017 16,RTO,Non PJM Mid Atlantic Dominion (MAD),13.49,75360.783989,594.491561001,366.952274,116.67,.00,1031.716026586,248.591611575,.00,.000,367.693,.000,.000,.000,.00,1031.715989255
01/02/2017 12,01/02/2017 17,RTO,Non PJM Mid Atlantic Dominion (MAD),3.55,76257.167967,693.690714218,400.400000,2470.69,2205.17,1189.142047918,240.774939999,.00,.000,230.226,159.900,.000,.000,.00,1189.141985645
01/02/2017 13,01/02/2017 18,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,76177.755992,776.625175366,983.900000,8795.24,.00,1332.417029048,580.085248945,.00,.000,368.292,.000,.000,.000,.00,1332.417029048
01/02/2017 14,01/02/2017 19,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,75779.414013,864.445426785,340.300000,7701.56,2686.30,1493.525139890,215.564092009,.00,.000,524.258,.000,.000,.000,.00,1493.525019482
01/02/2017 15,01/02/2017 20,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,75468.011007,868.783516893,335.833121,10335.69,.00,1489.115973326,207.999421175,.00,.000,523.933,.000,.000,.000,.00,1489.115973326
01/02/2017 16,01/02/2017 21,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,75630.720967,819.208508113,352.659869,9292.79,.00,1422.883980587,227.479851512,.00,.000,472.442,.000,.000,.000,.00,1422.883980587
01/02/2017 17,01/02/2017 22,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,77724.539054,862.193234113,361.646817,10587.15,.00,1528.358936900,260.869033473,.00,.000,524.217,.000,.000,.000,.00,1528.358936900
01/02/2017 18,01/02/2017 23,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,81938.415991,863.292415774,265.896645,10139.68,1871.58,1514.269140208,185.892385029,.00,.000,702.200,.000,.000,.000,.00,1514.269029147
01/02/2017 19,01/03/2017 00,RTO,Non PJM Mid Atlantic Dominion (MAD),.63,82479.480992,814.853473598,409.195079,9566.32,172.87,1414.333137005,265.858481684,.00,.000,707.216,.000,.000,.000,.00,1414.333025787
01/02/2017 20,01/03/2017 01,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,81404.241992,707.475569880,1013.157991,3141.62,5702.00,1221.991097842,614.313060896,.00,411.567,264.448,384.238,.000,.000,.00,1221.991016378
01/02/2017 21,01/03/2017 02,RTO,Non PJM Mid Atlantic Dominion (MAD),1.81,79684.011047,799.152618443,175.948342,2533.85,5317.21,1381.808096145,131.609344993,.00,.000,205.900,471.300,.000,.000,.00,1381.808016765
01/02/2017 22,01/03/2017 03,RTO,Non PJM Mid Atlantic Dominion (MAD),15.05,76499.695976,726.910926758,116.300000,176.88,.00,1242.469982483,87.541676964,.00,.000,413.185,45.240,.000,.000,.00,1242.469982483
