Preliminary Synchronized Reserve Summary 
Month:,"May, 2017" ,Report Creation Timestamp (EPT):, 11/03/2017 11:20:00 AM
EPT Hour Ending,GMT Hour Ending,Synch Reserve Zone,Subzone,SRMCP ($/MWh),Total Reserve Zone Load (MWh),Total Subzone Above Obligation Tier 1 Adjustment (MWh),Total Subzone Tier 1 Excess (MWh),Total Subzone Lost Opportunity Cost Credit Cleared ($),Total Subzone Lost Opportunity Credit Added ($),Total Subzone Synch Reserve Purchases (MWh),Total Subzone Tier 1 Allocation to Obligation (MWh),Total Subzone Tier 1 Credit ($),Total Subzone Tier 1 Lost (MWh),Total Subzone Tier 2 PJM-Scheduled MWh,Total Subzone Tier 2 PJM-Added MWh,Total Subzone Tier 2 Self-Scheduled MWh,Total Subzone Tier 2 Shortfall (MWh),Total Subzone Tier 2 Retroactive Penalty Charge ($),Total Subzone Tier 2 Retroactive Obligation (MWh)
05/03/2017 11,05/03/2017 15,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,71324.462010,518.115188026,840.877121,3326.81,940.00,837.056043917,533.603209175,.00,.000,117.600,.000,.000,.000,.00,837.056043917
05/03/2017 12,05/03/2017 16,RTO,Non PJM Mid Atlantic Dominion (MAD),1.90,71366.357997,575.650152866,719.075021,2356.49,1272.88,925.816052688,456.128551349,.00,.000,115.657,.000,.000,.000,.00,925.816029368
05/03/2017 13,05/03/2017 17,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,71035.558962,587.491403620,843.884219,4962.69,1354.39,954.323996519,531.819378047,.00,.000,87.600,62.724,.000,.000,.00,954.323996519
05/03/2017 14,05/03/2017 18,RTO,Non PJM Mid Atlantic Dominion (MAD),11.13,70812.514977,513.316180132,606.358648,753.87,558.36,830.913046806,382.433796389,.00,.000,137.332,200.000,.000,.000,.00,830.912986111
05/03/2017 15,05/03/2017 19,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,70121.389011,769.049026770,726.109612,6418.19,3429.53,1256.307054568,483.278784036,.00,.000,473.200,.000,.000,.000,.00,1256.307026271
05/03/2017 16,05/03/2017 20,RTO,Non PJM Mid Atlantic Dominion (MAD),6.73,69596.981947,601.117801407,506.392790,6325.62,497.71,976.100978569,319.661954640,.00,.000,449.100,.000,.000,.000,.00,976.100978569
05/03/2017 17,05/03/2017 21,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,69469.432959,595.649505087,712.573532,1033.06,5347.68,979.484076031,452.860857627,.00,.000,88.584,203.600,.000,.000,.00,979.484002433
05/03/2017 18,05/03/2017 22,RTO,Non PJM Mid Atlantic Dominion (MAD),1.79,69615.640962,631.824476729,723.495636,5650.47,.00,1044.950189612,452.962889831,.00,.000,322.500,.000,.000,.000,.00,1044.950011217
05/03/2017 19,05/03/2017 23,RTO,Non PJM Mid Atlantic Dominion (MAD),3.48,69532.593892,543.040290666,681.300000,1723.54,1696.32,895.847107162,415.887244175,.00,.000,152.325,41.724,.000,.000,.00,895.846991819
05/03/2017 20,05/04/2017 00,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,69740.144995,563.225708877,865.300000,3525.14,2237.70,930.900060161,532.735520464,.00,.000,98.900,25.000,.000,.000,.00,930.900007805
