Preliminary Synchronized Reserve Summary 
Month:,"September, 2017" ,Report Creation Timestamp (EPT):, 01/05/2018 12:27:03 PM
EPT Hour Ending,GMT Hour Ending,Synch Reserve Zone,Subzone,SRMCP ($/MWh),Total Reserve Zone Load (MWh),Total Subzone Above Obligation Tier 1 Adjustment (MWh),Total Subzone Tier 1 Excess (MWh),Total Subzone Lost Opportunity Cost Credit Cleared ($),Total Subzone Lost Opportunity Credit Added ($),Total Subzone Synch Reserve Purchases (MWh),Total Subzone Tier 1 Allocation to Obligation (MWh),Total Subzone Tier 1 Credit ($),Total Subzone Tier 1 Lost (MWh),Total Subzone Tier 2 PJM-Scheduled MWh,Total Subzone Tier 2 PJM-Added MWh,Total Subzone Tier 2 Self-Scheduled MWh,Total Subzone Tier 2 Shortfall (MWh),Total Subzone Tier 2 Retroactive Penalty Charge ($),Total Subzone Tier 2 Retroactive Obligation (MWh)
09/03/2017 17,09/03/2017 21,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,69086.449934,5.172500149,1607.822942,.00,.00,8.899984889,1142.936511595,.00,.000,.000,.000,.000,.000,.00,8.899983037
09/03/2017 18,09/03/2017 22,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,70205.982013,42.536286063,1624.442210,1.03,.00,73.300034147,1158.215482274,.00,.000,60.400,.000,.000,.000,.00,73.300034147
09/03/2017 19,09/03/2017 23,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,70142.895007,198.293652128,1542.919204,571.50,.00,342.100054904,1124.667387943,.00,.000,157.900,.000,.000,.000,.00,342.100054904
09/03/2017 20,09/04/2017 00,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,69402.775035,103.403332534,1483.326765,220.34,.00,179.899960872,1053.057718257,.00,.000,139.900,.000,.000,.000,.00,179.899960872
09/03/2017 21,09/04/2017 01,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,69859.466023,149.239141567,1434.563176,329.39,.00,257.900022984,1013.028195235,.00,.000,187.900,.000,.000,.000,.00,257.900022984
09/03/2017 22,09/04/2017 02,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,68014.322049,113.584827733,1632.627172,213.61,.00,199.700070294,1138.973895459,.00,.000,159.800,.000,.000,.000,.00,199.700070294
09/03/2017 23,09/04/2017 03,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,64237.908941,68.782954464,1750.358221,10.72,.00,120.499984034,1206.068890595,.00,.000,107.800,.000,.000,.000,.00,120.499981956
09/03/2017 24,09/04/2017 04,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,60420.983973,4.614586995,2022.887765,.00,.00,8.100021537,1394.548963241,.00,.000,.000,.000,.000,.000,.00,8.099985167
09/04/2017 01,09/04/2017 05,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,56769.119007,7.162012905,2422.603122,11.04,.00,12.420040053,1653.892997254,.00,.000,.000,.000,.000,1.680,.00,12.420040053
09/04/2017 02,09/04/2017 06,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,54017.761052,4.097557594,2163.309319,.00,.00,7.104037310,1486.872521749,.00,.000,.000,.000,.000,2.596,.00,7.104037310
09/04/2017 03,09/04/2017 07,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,52184.814050,4.108017506,2634.559579,.00,.00,7.104009004,1802.618257547,.00,.000,.000,.000,.000,2.596,.00,7.104009004
09/04/2017 04,09/04/2017 08,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,51279.957882,4.114220666,2648.396856,.00,.00,7.104004262,1809.597163906,.00,.000,.000,.000,.000,2.596,.00,7.104004262
09/04/2017 05,09/04/2017 09,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,50986.622907,3.707311252,2581.899743,.00,.00,6.420033322,1757.041774231,.00,.000,.000,.000,.000,1.680,.00,6.420030468
09/04/2017 06,09/04/2017 10,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,51743.706997,4.115611472,2468.270542,.00,.00,7.103996409,1650.492654013,.00,.000,.000,.000,.000,2.596,.00,7.103993713
09/04/2017 07,09/04/2017 11,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,52707.750994,2.673629240,2567.593130,.00,.00,4.692063396,1751.068906183,.00,.000,.000,.000,.000,1.708,.00,4.692063396
09/04/2017 08,09/04/2017 12,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,53892.157981,3.622155337,2276.771307,.00,.00,6.420070624,1557.368806262,.00,.000,.000,.000,.000,1.680,.00,6.420019504
09/04/2017 09,09/04/2017 13,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,56877.225965,3.409250375,2409.443477,.00,.00,6.092045099,1633.142502333,.00,.000,.000,.000,.000,1.708,.00,6.091999194
09/04/2017 10,09/04/2017 14,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,60996.954894,3.605942612,2870.376287,.00,.00,6.420020715,1929.029880665,.00,.000,.000,.000,.000,1.680,.00,6.420014327
09/04/2017 11,09/04/2017 15,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,65040.525968,3.414262273,2126.756996,.00,.00,6.092036712,1447.482250258,.00,.000,.000,.000,.000,1.708,.00,6.092036712
09/04/2017 12,09/04/2017 16,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,69020.300024,3.464214748,2058.107968,.00,.00,6.091998719,1402.638100641,.00,.000,.000,.000,.000,1.708,.00,6.091998719
09/04/2017 13,09/04/2017 17,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,72414.319906,4.853127684,2116.099593,.00,.00,8.503997406,1458.927617746,.00,.000,.000,.000,.000,2.596,.00,8.503995030
09/04/2017 14,09/04/2017 18,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,75247.141026,5.276188542,2390.421677,.00,.00,9.104005614,1625.534423534,.00,.000,.000,.000,.000,2.596,.00,9.104005614
09/04/2017 15,09/04/2017 19,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,77421.065997,2.784608450,2065.384336,.00,.00,4.691947913,1413.173135232,.00,.000,.000,.000,.000,1.708,.00,4.691947913
09/04/2017 16,09/04/2017 20,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,79308.061016,2.732915783,1771.904170,.00,.00,4.692014168,1224.857632905,.00,.000,.000,.000,.000,1.708,.00,4.691990155
09/04/2017 17,09/04/2017 21,RTO,Non PJM Mid Atlantic Dominion (MAD),3.13,81292.220989,109.361577889,1327.622080,480.55,.00,187.416032789,919.251437039,.00,.000,14.566,.000,.000,1.708,.00,187.416032789
09/04/2017 18,09/04/2017 22,RTO,Non PJM Mid Atlantic Dominion (MAD),7.17,82555.990000,339.132081561,826.293443,300.83,107.61,565.106990463,551.684367830,.00,.000,47.883,101.442,.000,17.803,.00,565.106972806
09/04/2017 19,09/04/2017 23,RTO,Non PJM Mid Atlantic Dominion (MAD),2.64,82055.613995,428.556167762,758.110366,467.04,477.57,726.688999259,549.031354912,.00,.000,182.892,107.000,.000,37.220,.00,726.688999259
09/04/2017 20,09/05/2017 00,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,81271.738981,309.841680560,1052.528229,1542.13,.00,514.135988887,684.604312971,.00,.000,233.500,.000,.000,28.364,.00,514.135988887
09/04/2017 21,09/05/2017 01,RTO,Non PJM Mid Atlantic Dominion (MAD),7.44,82417.117046,545.958003225,834.412469,850.97,.00,899.092982738,555.772414808,.00,.000,318.473,.000,.000,37.220,5465.57,899.092982738
09/04/2017 22,09/05/2017 02,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,78918.041184,457.502295228,1032.953235,2504.45,472.10,769.592001834,693.310428838,.00,.000,213.400,.000,.000,20.208,.00,769.592001834
09/04/2017 23,09/05/2017 03,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,73258.222020,255.736849273,1593.070330,819.80,.00,436.575924271,1087.916214410,.00,.000,229.600,.000,.000,10.924,.00,436.575924271
09/04/2017 24,09/05/2017 04,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,67589.408975,9.656862711,1593.966827,.00,.00,16.832018232,1143.768508150,.00,.000,9.800,.000,.000,2.568,.00,16.832018232
