Preliminary Synchronized Reserve Summary 
Month:,"February, 2017" ,Report Creation Timestamp (EPT):, 07/03/2017 11:21:56 AM
EPT Hour Ending,GMT Hour Ending,Synch Reserve Zone,Subzone,SRMCP ($/MWh),Total Reserve Zone Load (MWh),Total Subzone Above Obligation Tier 1 Adjustment (MWh),Total Subzone Tier 1 Excess (MWh),Total Subzone Lost Opportunity Cost Credit Cleared ($),Total Subzone Lost Opportunity Credit Added ($),Total Subzone Synch Reserve Purchases (MWh),Total Subzone Tier 1 Allocation to Obligation (MWh),Total Subzone Tier 1 Credit ($),Total Subzone Tier 1 Lost (MWh),Total Subzone Tier 2 PJM-Scheduled MWh,Total Subzone Tier 2 PJM-Added MWh,Total Subzone Tier 2 Self-Scheduled MWh,Total Subzone Tier 2 Shortfall (MWh),Total Subzone Tier 2 Retroactive Penalty Charge ($),Total Subzone Tier 2 Retroactive Obligation (MWh)
02/03/2017 12,02/03/2017 17,RTO,Non PJM Mid Atlantic Dominion (MAD),5.90,90727.345018,456.916037904,712.000000,612.62,.00,746.467070703,444.318597664,.00,.000,441.209,.000,.000,.000,.00,746.467038430
02/03/2017 13,02/03/2017 18,RTO,Non PJM Mid Atlantic Dominion (MAD),2.68,89455.020083,282.658224243,988.200000,547.54,211.88,464.568017950,650.552901628,.00,.000,108.651,265.000,.000,.000,.00,464.568001317
02/03/2017 14,02/03/2017 19,RTO,Non PJM Mid Atlantic Dominion (MAD),.59,88541.826057,354.668142505,1186.700000,1085.49,.00,583.083011619,769.026422467,.00,.000,296.900,.000,.000,.000,.00,583.082991632
02/03/2017 15,02/03/2017 20,RTO,Non PJM Mid Atlantic Dominion (MAD),.03,87849.638978,334.797758627,1426.075174,1229.25,.00,553.900044117,922.297619873,.00,.000,267.900,.000,.000,.000,.00,553.900044117
02/03/2017 16,02/03/2017 21,RTO,Non PJM Mid Atlantic Dominion (MAD),.17,87432.400938,239.045544410,1124.582496,787.27,.00,398.500009978,718.013270052,.00,.000,207.100,.000,.000,.000,.00,398.500009978
02/03/2017 17,02/03/2017 22,RTO,Non PJM Mid Atlantic Dominion (MAD),1.31,88294.709036,221.997017202,1217.154265,365.44,.00,384.100035944,834.420445677,.00,.000,207.100,.000,.000,.000,.00,384.099997349
02/03/2017 18,02/03/2017 23,RTO,Non PJM Mid Atlantic Dominion (MAD),.75,54079.977978,30.100013689,870.219643,.00,.00,30.100013689,1070.699985199,.00,.000,30.100,.000,.000,.000,.00,30.100013689
02/03/2017 19,02/04/2017 00,RTO,Non PJM Mid Atlantic Dominion (MAD),.64,56493.357425,266.099997314,618.804440,614.36,.00,266.099997314,679.600005561,.00,.000,266.100,.000,.000,.000,.00,266.099997314
02/03/2017 20,02/04/2017 01,RTO,Non PJM Mid Atlantic Dominion (MAD),.73,93408.198090,382.333293888,1147.600000,912.75,610.52,647.041003716,745.111120368,.00,.000,295.100,.000,.000,.000,.00,647.041003716
02/03/2017 21,02/04/2017 02,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,92274.447957,423.315805469,1730.600000,3099.72,.00,709.883008922,1098.687357961,.00,588.997,295.100,.000,.000,.000,.00,709.883008922
02/03/2017 22,02/04/2017 03,RTO,Non PJM Mid Atlantic Dominion (MAD),1.12,90094.283941,501.853875317,1080.148194,2369.29,1432.44,834.873000222,690.744019365,.00,.000,295.000,.000,.000,.000,.00,834.873000222
02/03/2017 23,02/04/2017 04,RTO,Non PJM Mid Atlantic Dominion (MAD),2.19,86856.626036,513.602873805,594.999452,1550.78,1501.76,857.416020328,406.512623726,.00,.000,344.283,.000,.000,.000,.00,857.416020328
02/03/2017 24,02/04/2017 05,RTO,Non PJM Mid Atlantic Dominion (MAD),3.43,83237.880026,449.965537282,695.970370,424.31,.00,753.920025702,477.208810482,.00,.000,340.485,.000,.000,.000,.00,753.920007561
02/04/2017 01,02/04/2017 06,RTO,Non PJM Mid Atlantic Dominion (MAD),.82,80574.685003,402.212511029,867.277500,1061.62,.00,668.117979383,571.330680555,.00,.000,288.468,.000,.000,.000,.00,668.117979383
02/04/2017 02,02/04/2017 07,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,79046.813091,389.357084464,1131.503810,1476.36,.00,649.600070971,749.196668751,.00,.000,266.000,.000,.000,.000,.00,649.600024668
02/04/2017 03,02/04/2017 08,RTO,Non PJM Mid Atlantic Dominion (MAD),1.17,78587.518979,131.107973105,1158.337500,66.38,.00,218.126046173,743.699122902,.00,.000,37.317,.000,.000,.000,.00,218.125992064
02/04/2017 04,02/04/2017 09,RTO,Non PJM Mid Atlantic Dominion (MAD),2.84,78517.079001,200.341518965,880.732368,251.47,.00,336.557989998,581.537636001,.00,.000,85.216,.000,.000,.000,.00,336.557989998
02/04/2017 05,02/04/2017 10,RTO,Non PJM Mid Atlantic Dominion (MAD),8.08,79429.482907,349.824349503,903.246250,344.41,.00,576.166995506,568.866886978,.00,.000,199.566,.000,.000,.000,.00,576.166976008
02/04/2017 06,02/04/2017 11,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,81491.008004,342.400894464,993.707500,1458.93,.00,569.400020362,634.944872453,.00,.000,266.100,.000,.000,.000,.00,569.400020362
02/04/2017 07,02/04/2017 12,RTO,Non PJM Mid Atlantic Dominion (MAD),2.42,84883.728026,377.033057989,883.795000,6917.42,.00,617.501025862,553.878061813,.00,.000,287.659,.000,.000,.000,.00,626.385005428
02/04/2017 08,02/04/2017 13,RTO,Non PJM Mid Atlantic Dominion (MAD),1.68,87708.892977,510.704693159,718.800000,8278.20,.00,841.300089175,446.542018176,.00,.000,309.741,.000,.000,.000,.00,841.300018511
02/04/2017 09,02/04/2017 14,RTO,Non PJM Mid Atlantic Dominion (MAD),1.36,88636.163072,526.106614776,687.400000,3519.37,.00,852.308177426,419.116741387,.00,.000,318.601,.000,.000,.000,.00,864.526033601
02/04/2017 10,02/04/2017 15,RTO,Non PJM Mid Atlantic Dominion (MAD),4.52,87615.348016,403.867270182,777.600000,311.88,.00,663.281963106,478.974653256,.00,.000,356.191,.000,.000,.000,.00,663.281963106
02/04/2017 11,02/04/2017 16,RTO,Non PJM Mid Atlantic Dominion (MAD),4.92,86036.655964,384.692922924,736.557500,254.07,.00,653.090041996,516.800750139,.00,.000,397.432,.000,.000,.000,.00,653.089974257
02/04/2017 12,02/04/2017 17,RTO,Non PJM Mid Atlantic Dominion (MAD),1.53,83659.301025,53.091068944,1246.209363,303.07,.00,92.951053286,859.591898178,.00,.000,64.585,.000,.000,.000,.00,92.950983399
02/04/2017 13,02/04/2017 18,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,81454.769994,174.286101919,1504.224899,399.62,.00,301.100021835,1041.967443618,.00,.000,30.100,.000,.000,.000,.00,301.100021835
02/04/2017 14,02/04/2017 19,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,79385.512950,8.916735406,1711.574529,.00,.00,15.200034814,1180.185750581,.00,.000,.000,.000,.000,.000,.00,15.199986651
02/04/2017 15,02/04/2017 20,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,77642.621039,8.981205759,1893.990778,.00,.00,15.200023168,1299.576234901,.00,.000,.000,.000,.000,.000,.00,15.200023168
