Preliminary Synchronized Reserve Summary ,,,,,,,,,,,,,,,,,,,
Month:,"November, 2017 ",Report Creation Timestamp (EPT):, 01/05/2018 12:39:10 PM,,,,,,,,,,,,,,,,
EPT Hour Ending,GMT Hour Ending,Synch Reserve Zone,Subzone,SRMCP ($/MWh),Total Reserve Zone Load (MWh),Total Subzone Above Obligation Tier 1 Adjustment (MWh),Total Subzone Tier 1 Excess (MWh),Total Subzone Lost Opportunity Cost Credit Cleared ($),Total Subzone Lost Opportunity Credit Added ($),Total Subzone Synch Reserve Purchases (MWh),Total Subzone Tier 1 Allocation to Obligation (MWh),Total Subzone Tier 1 Credit ($),Total Subzone Tier 1 Lost (MWh),Total Subzone Tier 2 PJM-Scheduled MWh,Total Subzone Tier 2 PJM-Added MWh,Total Subzone Tier 2 Self-Scheduled MWh,Total Subzone Tier 2 Shortfall (MWh),Total Subzone Tier 2 Retroactive Penalty Charge ($),Total Subzone Tier 2 Retroactive Obligation (MWh)
11/02/2017 12,11/02/2017 16,RTO,Non PJM Mid Atlantic Dominion (MAD),0,74062.47094,581.0371996,856.01875,8972.74,136.43,948.3420293,587.4531386,0,0,440.5,0,0,0,0,948.3420293
11/02/2017 13,11/02/2017 17,RTO,Non PJM Mid Atlantic Dominion (MAD),0,73688.28102,567.2722447,893.859338,6549.67,646.51,911.4080056,601.1497386,0,0,400.5,50,0,0,0,911.4080056
11/02/2017 14,11/02/2017 18,RTO,Non PJM Mid Atlantic Dominion (MAD),0,73947.21196,585.8139751,850.607446,7403.33,12.48,968.6840002,627.9569232,0,0,500.5,0,0,0,0,968.6840002
11/02/2017 15,11/02/2017 19,RTO,Non PJM Mid Atlantic Dominion (MAD),0,73656.08401,475.6462195,903.737813,4453.41,44.33,790.8580054,653.0749451,0,0,296.1,0,0,0,0,790.8580054
11/02/2017 16,11/02/2017 20,RTO,Non PJM Mid Atlantic Dominion (MAD),0,73505.20613,491.0685212,775.364936,5838.39,0,840.5920137,576.698339,0,0,296.1,0,0,0,0,840.5919911
11/02/2017 17,11/02/2017 21,RTO,Non PJM Mid Atlantic Dominion (MAD),0,73604.59503,497.3401864,719.507674,5093.62,0,822.649971,456.0769407,0,0,296.1,0,0,0,0,822.649971
11/02/2017 18,11/02/2017 22,RTO,Non PJM Mid Atlantic Dominion (MAD),0,74151.57301,473.4533458,1092.001718,4523.53,0,783.3499978,710.7508505,0,0,295.9,0,0,0,0,783.3499978
11/02/2017 19,11/02/2017 23,RTO,Non PJM Mid Atlantic Dominion (MAD),0,76668.367,426.6856563,998.051475,10813.24,0,727.3090023,699.3774568,0,0,295.917,0,0,0,0,727.3090023
11/02/2017 20,11/03/2017 00,RTO,Non PJM Mid Atlantic Dominion (MAD),0,77260.07801,354.4279728,949.955398,3448.63,0,608.5920112,652.3736505,0,0,195.9,0,0,0,0,608.5919896
11/02/2017 21,11/03/2017 01,RTO,Non PJM Mid Atlantic Dominion (MAD),5.68,75446.90002,406.1561262,775.344643,1248.05,0,688.4659947,536.0649741,0,0,238.941,0,0,0,0,688.4659947
11/02/2017 22,11/03/2017 02,RTO,Non PJM Mid Atlantic Dominion (MAD),0,72328.22393,394.6065691,828.87331,3108.07,0,663.8249959,575.9451575,0,0,233.8,0,0,0,0,663.8249739
11/02/2017 23,11/03/2017 03,RTO,Non PJM Mid Atlantic Dominion (MAD),0,67695.92203,250.5852295,1256.492317,1319.25,0,427.7740106,897.6468297,0,0,219.999,0,0,0,0,427.7740106
11/02/2017 24,11/03/2017 04,RTO,Non PJM Mid Atlantic Dominion (MAD),0,63001.80803,265.9229195,1402.253331,1252.49,0,459.3919972,1047.652798,0,0,212,0,0,0,0,459.3919972
11/03/2017 01,11/03/2017 05,RTO,Non PJM Mid Atlantic Dominion (MAD),0,59416.04999,88.62238949,1516.7945,3.1,0,151.2999775,1092.452078,0,0,60,0,0,0,0,151.2999775
11/03/2017 02,11/03/2017 06,RTO,Non PJM Mid Atlantic Dominion (MAD),0.01,57224.28,50.93020471,1356.40583,0,0,87.39995867,988.2067338,0,0,0,0,0,0,0,87.39995867
11/03/2017 03,11/03/2017 07,RTO,Non PJM Mid Atlantic Dominion (MAD),0,56099.04498,66.92986588,1485.632951,0,0,114.199974,1082.160774,0,0,26.4,0,0,0,0,114.199974
11/03/2017 04,11/03/2017 08,RTO,Non PJM Mid Atlantic Dominion (MAD),0,55645.91995,93.31079656,1486.77472,10.4,0,158.6000604,1081.254717,0,0,60,0,0,0,0,158.6000271
11/03/2017 05,11/03/2017 09,RTO,Non PJM Mid Atlantic Dominion (MAD),0,56522.27902,51.85851551,1376.105842,0,0,87.39996251,973.002449,0,0,0,0,0,0,0,87.39996251
11/03/2017 06,11/03/2017 10,RTO,Non PJM Mid Atlantic Dominion (MAD),0,60083.82906,135.2490826,1278.50544,120.1,0,226.4999975,882.6236204,0,0,79.9,0,0,0,0,226.4999975
11/03/2017 07,11/03/2017 11,RTO,Non PJM Mid Atlantic Dominion (MAD),0,66773.79502,306.2506361,1114.23307,1348.88,1207.57,508.7220032,779.4607719,0,0,195.9,0,0,0,0,508.7220032
11/03/2017 08,11/03/2017 12,RTO,Non PJM Mid Atlantic Dominion (MAD),1.25,71978.72499,334.3163162,1121.963987,685.44,1426.97,568.5339769,800.287022,0,0,196.342,0,0,0,0,568.5339769
11/03/2017 09,11/03/2017 13,RTO,Non PJM Mid Atlantic Dominion (MAD),0,73053.18491,482.8584425,820.108933,4207.42,414.58,807.4810165,601.5007621,0,0,196.1,30.014,0,0,0,807.4810165
11/03/2017 10,11/03/2017 14,RTO,Non PJM Mid Atlantic Dominion (MAD),0,73214.09999,532.0364355,943.026849,4129.6,1089.76,880.9829887,711.4802606,0,0,196.1,103,0,0,0,880.9829887
11/03/2017 11,11/03/2017 15,RTO,Non PJM Mid Atlantic Dominion (MAD),0,73672.81596,534.8464247,798.372042,5268.08,0,896.8169792,598.7635036,0,0,269.1,0,0,0,0,896.8169792
11/03/2017 12,11/03/2017 16,RTO,Non PJM Mid Atlantic Dominion (MAD),0,73780.94897,633.6243165,681.1,7285.88,0,1048.358007,484.5547225,0,0,372.1,0,0,0,0,1048.358007
