Preliminary Synchronized Reserve Summary 
Month:,"October, 2017" ,Report Creation Timestamp (EPT):, 01/05/2018 12:31:31 PM
EPT Hour Ending,GMT Hour Ending,Synch Reserve Zone,Subzone,SRMCP ($/MWh),Total Reserve Zone Load (MWh),Total Subzone Above Obligation Tier 1 Adjustment (MWh),Total Subzone Tier 1 Excess (MWh),Total Subzone Lost Opportunity Cost Credit Cleared ($),Total Subzone Lost Opportunity Credit Added ($),Total Subzone Synch Reserve Purchases (MWh),Total Subzone Tier 1 Allocation to Obligation (MWh),Total Subzone Tier 1 Credit ($),Total Subzone Tier 1 Lost (MWh),Total Subzone Tier 2 PJM-Scheduled MWh,Total Subzone Tier 2 PJM-Added MWh,Total Subzone Tier 2 Self-Scheduled MWh,Total Subzone Tier 2 Shortfall (MWh),Total Subzone Tier 2 Retroactive Penalty Charge ($),Total Subzone Tier 2 Retroactive Obligation (MWh)
10/04/2017 01,10/04/2017 05,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,60603.643974,59.653567759,1665.590324,.00,.00,98.999984168,1228.330038391,.00,.000,8.200,.000,.000,.000,.00,98.999984168
10/04/2017 02,10/04/2017 06,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,57983.008980,54.931963108,1859.449402,.00,.00,90.400006499,1349.053067399,.00,.000,.000,.000,.000,.000,.00,90.400004330
10/04/2017 03,10/04/2017 07,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,56557.550980,54.831551697,2077.660231,.00,.00,90.400049157,1512.731345181,.00,.000,.000,.000,.000,.000,.00,90.400049157
10/04/2017 04,10/04/2017 08,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,55827.336028,54.573668494,2181.561325,.00,.00,90.400039643,1582.426310491,.00,.000,.000,.000,.000,.000,.00,90.400039643
10/04/2017 05,10/04/2017 09,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,56741.438999,54.662023793,1815.006065,.00,.00,90.399980576,1294.370824647,.00,.000,.000,.000,.000,.000,.00,90.399980576
10/04/2017 06,10/04/2017 10,RTO,Non PJM Mid Atlantic Dominion (MAD),3.83,60326.781079,105.959712928,1359.522134,232.95,.00,174.181974727,934.212980415,.00,.000,16.290,.000,.000,.000,.00,174.181974727
10/04/2017 07,10/04/2017 11,RTO,Non PJM Mid Atlantic Dominion (MAD),.31,67318.593990,200.414547263,1387.948661,14.66,1161.84,331.623970200,945.948071798,.00,.000,3.175,69.278,.000,.000,.00,331.623970200
10/04/2017 08,10/04/2017 12,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,71626.083997,426.228313901,919.772974,1145.00,1460.36,718.600005717,710.078472085,.00,.000,187.100,.000,.000,.000,.00,718.600003914
10/04/2017 09,10/04/2017 13,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,73081.082975,445.002048806,1077.357372,2212.82,1047.35,708.099969745,705.102750032,.00,.000,169.100,.000,.000,.000,.00,708.099969745
10/04/2017 10,10/04/2017 14,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,74261.990820,449.210067597,1117.269672,2287.86,.00,704.099983607,744.418755301,.00,.000,187.100,.000,.000,.000,.00,704.099983607
10/04/2017 11,10/04/2017 15,RTO,Non PJM Mid Atlantic Dominion (MAD),2.65,75589.461975,410.294451902,873.936631,1559.01,.00,648.992012677,605.568518033,.00,.000,178.359,.000,.000,.000,.00,648.992012677
10/04/2017 12,10/04/2017 16,RTO,Non PJM Mid Atlantic Dominion (MAD),.85,76879.339975,520.018062078,869.176660,2497.22,582.64,843.466063373,640.492632289,.00,.000,189.649,40.875,.000,.000,.00,843.466039749
10/04/2017 13,10/04/2017 17,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,77898.926054,525.260338477,811.157203,5468.14,.00,844.600006667,608.404904763,.00,.000,299.100,.000,.000,.000,.00,844.600006667
10/04/2017 14,10/04/2017 18,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,79671.041945,626.178594640,739.580188,6409.92,.00,1006.457978295,578.906249868,.00,.000,317.158,.000,.000,.000,.00,1006.457978295
10/04/2017 15,10/04/2017 19,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,80764.116972,638.590586413,748.256715,7949.22,.00,1044.800018968,579.484105846,.00,.000,499.100,.000,.000,.000,.00,1044.800018968
10/04/2017 16,10/04/2017 20,RTO,Non PJM Mid Atlantic Dominion (MAD),5.47,81855.399020,577.044029582,629.935491,5881.90,.00,947.900002807,485.944325207,.00,.000,375.075,.000,.000,.000,.00,947.900002807
10/04/2017 17,10/04/2017 21,RTO,Non PJM Mid Atlantic Dominion (MAD),3.24,82731.145000,559.509452856,632.220219,3983.12,.00,925.472046353,485.398977772,.00,.000,376.256,.000,.000,.000,.00,925.472026423
10/04/2017 18,10/04/2017 22,RTO,Non PJM Mid Atlantic Dominion (MAD),3.40,82820.758973,609.057110799,592.187914,4525.61,.00,1010.759958408,450.348805104,.00,.000,434.326,.000,.000,.000,.00,1010.759958408
10/04/2017 19,10/04/2017 23,RTO,Non PJM Mid Atlantic Dominion (MAD),7.57,81627.183937,664.197482303,494.715406,1687.12,.00,1096.886012774,368.249663349,.00,.000,497.868,.000,.000,.000,.00,1096.885992851
10/04/2017 20,10/05/2017 00,RTO,Non PJM Mid Atlantic Dominion (MAD),16.27,82597.468014,643.607679043,440.514708,1797.74,539.19,1083.676064627,364.812040354,.00,.000,333.668,141.079,.000,.000,.00,1083.676045098
10/04/2017 21,10/05/2017 01,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,81089.449065,741.647373706,771.614131,2892.41,6220.59,1232.162016404,586.226079668,.00,.000,289.083,310.862,.000,.000,.00,1232.162016404
10/04/2017 22,10/05/2017 02,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,77093.153097,617.280469306,1009.142253,6656.77,.00,1011.299974551,720.821190156,.00,.000,468.800,.000,.000,.000,.00,1011.299974551
10/04/2017 23,10/05/2017 03,RTO,Non PJM Mid Atlantic Dominion (MAD),1.25,71329.939988,384.742002338,989.908909,1549.63,.00,618.599965927,714.477720612,.00,.000,188.525,.000,.000,.000,.00,618.599964195
10/04/2017 24,10/05/2017 04,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,65778.409997,225.646689005,1435.723946,353.27,.00,371.899987987,1076.196125774,.00,.000,113.500,.000,.000,.000,.00,371.899987987
10/05/2017 01,10/05/2017 05,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,61522.358979,55.036653915,1553.132848,.00,.00,90.399977883,1130.356981107,.00,.000,.000,.000,.000,.000,.00,90.399977883
10/05/2017 02,10/05/2017 06,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,58709.129016,54.511131226,1445.059943,.00,.00,90.399972553,1060.694840638,.00,.000,.000,.000,.000,.000,.00,90.399972553
10/05/2017 03,10/05/2017 07,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,57048.051993,54.368983726,2038.473229,.00,.00,90.400005078,1439.619363211,.00,.000,.000,.000,.000,.000,.00,90.400005078
10/05/2017 04,10/05/2017 08,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,56277.398034,54.289953295,2210.967110,.00,.00,90.400044188,1607.889596272,.00,.000,.000,.000,.000,.000,.00,90.400044188
10/05/2017 05,10/05/2017 09,RTO,Non PJM Mid Atlantic Dominion (MAD),.00,57047.211083,54.590285217,1871.818169,.00,.00,90.400035039,1331.452624897,.00,.000,.000,.000,.000,.000,.00,90.400035039
10/05/2017 06,10/05/2017 10,RTO,Non PJM Mid Atlantic Dominion (MAD),.86,60442.389021,63.499991223,1652.803275,164.09,.00,107.866997649,1190.381693359,.00,.000,1.000,.000,.000,.000,.00,107.866997649
10/05/2017 07,10/05/2017 11,RTO,Non PJM Mid Atlantic Dominion (MAD),5.79,67208.615026,161.692349127,1038.552279,952.78,.00,270.825966840,724.143643292,.00,.000,106.867,.000,.000,.000,.00,270.825966840
