,8/1/2017,8/2/2017
17:43:00,-0.658481559,-0.125823909
17:43:02,-0.655136673,-0.125948654
17:43:04,-0.65151709,-0.126005235
17:43:06,-0.647577596,-0.125987196
17:43:08,-0.64336499,-0.12590803
17:43:10,-0.638876103,-0.125759369
17:43:12,-0.63414655,-0.125561321
17:43:14,-0.629189771,-0.125354273
17:43:16,-0.624072773,-0.125202673
17:43:18,-0.618866401,-0.125079733
17:43:20,-0.613583471,-0.124968362
17:43:22,-0.608159185,-0.124893636
17:43:24,-0.602579239,-0.124920649
17:43:26,-0.596865569,-0.125059928
17:43:28,-0.591039102,-0.125291577
17:43:30,-0.585184556,-0.125586857
17:43:32,-0.579297178,-0.125952383
17:43:34,-0.573436392,-0.126327436
17:43:36,-0.567672467,-0.126685068
17:43:38,-0.561965852,-0.127075103
17:43:40,-0.55624455,-0.127542091
17:43:42,-0.550486289,-0.128133784
17:43:44,-0.544661406,-0.128795617
17:43:46,-0.538760685,-0.129489062
17:43:48,-0.532898507,-0.130191348
17:43:50,-0.526922859,-0.130982381
17:43:52,-0.520721138,-0.131904075
17:43:54,-0.51433827,-0.132928878
17:43:56,-0.507867516,-0.133159776
17:43:58,-0.501327212,-0.135175504
17:44:00,-0.494666768,-0.136887914
17:44:02,-0.48803877,-0.138483183
17:44:04,-0.481568496,-0.140144862
17:44:06,-0.475346327,-0.141878724
17:44:08,-0.469114943,-0.143603692
17:44:10,-0.462828552,-0.145360522
17:44:12,-0.456407765,-0.147176818
17:44:14,-0.449944739,-0.149007069
17:44:16,-0.443536768,-0.150879288
17:44:18,-0.437182603,-0.152825219
17:44:20,-0.430902596,-0.154857089
17:44:22,-0.424663099,-0.157000645
17:44:24,-0.418590831,-0.159184932
17:44:26,-0.412549569,-0.161412372
17:44:28,-0.406576082,-0.163718505
17:44:30,-0.4007074,-0.166004425
17:44:32,-0.394907884,-0.168275573
17:44:34,-0.389250996,-0.1705378
17:44:36,-0.383765872,-0.172843907
17:44:38,-0.378485894,-0.175199716
17:44:40,-0.373494677,-0.177589403
17:44:42,-0.368813626,-0.180074122
17:44:44,-0.36428358,-0.182670158
17:44:46,-0.359870003,-0.18540359
17:44:48,-0.355484385,-0.188343911
17:44:50,-0.350907108,-0.191492216
17:44:52,-0.346016208,-0.19479407
17:44:54,-0.341098452,-0.198268884
17:44:56,-0.336477545,-0.201931362
17:44:58,-0.332312697,-0.20583727
17:45:00,-0.328577461,-0.209885685
17:45:02,-0.325320869,-0.214096122
17:45:04,-0.322570855,-0.218498296
17:45:06,-0.320303444,-0.223038932
17:45:08,-0.318504812,-0.227668881
17:45:10,-0.317107498,-0.232381896
17:45:12,-0.315893539,-0.237279467
17:45:14,-0.31480992,-0.242154084
17:45:16,-0.313958831,-0.24709917
17:45:18,-0.313384934,-0.252057196
17:45:20,-0.313016664,-0.256963568
17:45:22,-0.312891291,-0.261803108
17:45:24,-0.313006848,-0.266519945
17:45:26,-0.313443349,-0.271167656
17:45:28,-0.314151546,-0.275597686
17:45:30,-0.31509472,-0.279877605
17:45:32,-0.315444967,-0.284002512
17:45:34,-0.317101498,-0.287944972
17:45:36,-0.318917697,-0.291826449
17:45:38,-0.320421737,-0.295715016
17:45:40,-0.321951024,-0.299674896
17:45:42,-0.323501526,-0.303793714
17:45:44,-0.324993374,-0.308048097
17:45:46,-0.326448767,-0.312454593
17:45:48,-0.327935887,-0.316995466
17:45:50,-0.32945435,-0.321682998
17:45:52,-0.330916894,-0.326481241
17:45:54,-0.332165557,-0.331355647
17:45:56,-0.333284887,-0.33241973
17:45:58,-0.334371313,-0.34013148
17:46:00,-0.335359511,-0.345957069
17:46:02,-0.336093075,-0.350634824
17:46:04,-0.336484985,-0.355158751
17:46:06,-0.336489904,-0.359563376
17:46:08,-0.336318477,-0.363832332
17:46:10,-0.33612569,-0.367919316
17:46:12,-0.335969526,-0.371924076
17:46:14,-0.335855193,-0.375837784
17:46:16,-0.335775012,-0.379611396
17:46:18,-0.33567359,-0.383362475
17:46:20,-0.335398702,-0.386989692
17:46:22,-0.334942258,-0.390450117
17:46:24,-0.334442615,-0.393779379
17:46:26,-0.333996251,-0.396920318
17:46:28,-0.333697532,-0.399907008
17:46:30,-0.333544968,-0.402740795
17:46:32,-0.333531096,-0.405616273
17:46:34,-0.333659037,-0.40855637
17:46:36,-0.333902102,-0.411561482
17:46:38,-0.334224029,-0.414613556
17:46:40,-0.334624531,-0.417681837
17:46:42,-0.335125589,-0.420743557
17:46:44,-0.335775444,-0.423946374
17:46:46,-0.336560534,-0.427256872
17:46:48,-0.337406344,-0.430820603
17:46:50,-0.338174275,-0.434592845
17:46:52,-0.338738572,-0.438551591
17:46:54,-0.339052987,-0.442710705
17:46:56,-0.339201111,-0.447066707
17:46:58,-0.339214119,-0.451672964
17:47:00,-0.339170584,-0.456443984
17:47:02,-0.339108858,-0.461329063
17:47:04,-0.339146681,-0.466317343
17:47:06,-0.339363587,-0.471494948
17:47:08,-0.339783696,-0.476756621
17:47:10,-0.340326273,-0.482093719
17:47:12,-0.340980688,-0.487449053
17:47:14,-0.341755075,-0.492874225
17:47:16,-0.342433032,-0.498376454
17:47:18,-0.342835958,-0.503894444
17:47:20,-0.343047776,-0.509515318
17:47:22,-0.343128294,-0.515195856
17:47:24,-0.34304288,-0.52103399
17:47:26,-0.342804302,-0.526926255
17:47:28,-0.342422857,-0.53298128
17:47:30,-0.341857528,-0.538999198
17:47:32,-0.340999191,-0.545120424
17:47:34,-0.339798983,-0.551417692
17:47:36,-0.338338383,-0.55789348
17:47:38,-0.336639516,-0.564496714
17:47:40,-0.334788614,-0.571235248
17:47:42,-0.33278126,-0.578015
17:47:44,-0.330646566,-0.58479765
17:47:46,-0.328356307,-0.59150145
17:47:48,-0.325903837,-0.598095566
17:47:50,-0.32319815,-0.604639083
17:47:52,-0.320353339,-0.611135479
17:47:54,-0.317251878,-0.617509595
17:47:56,-0.313842722,-0.623806547
17:47:58,-0.310158965,-0.630066234
17:48:00,-0.306180568,-0.636194944
17:48:02,-0.302038112,-0.642224985
17:48:04,-0.297684773,-0.648264198
17:48:06,-0.293211029,-0.654350162
17:48:08,-0.288669295,-0.660412882
17:48:10,-0.284025564,-0.666509915
17:48:12,-0.279319051,-0.672533737
17:48:14,-0.27465888,-0.678497842
17:48:16,-0.270062836,-0.684396747
17:48:18,-0.265632771,-0.690183544
17:48:20,-0.261351575,-0.695888961
17:48:22,-0.257342098,-0.701613721
17:48:24,-0.253652054,-0.707283508
17:48:26,-0.250233826,-0.712839868
17:48:28,-0.247134021,-0.718459899
17:48:30,-0.244230291,-0.723908156
17:48:32,-0.241579371,-0.729259115
17:48:34,-0.239177923,-0.734478834
17:48:36,-0.237012342,-0.739918078
17:48:38,-0.235175815,-0.745237202
17:48:40,-0.233621281,-0.750378176
17:48:42,-0.232278949,-0.75540567
17:48:44,-0.231167635,-0.76024969
17:48:46,-0.230266099,-0.764797494
17:48:48,-0.229477696,-0.769032954
17:48:50,-0.228709093,-0.773082147
17:48:52,-0.227824837,-0.776960673
17:48:54,-0.226728714,-0.780673539
17:48:56,-0.225239074,-0.781469632
17:48:58,-0.22326136,-0.78676314
17:49:00,-0.221046195,-0.791151136
17:49:02,-0.218636084,-0.794707988
17:49:04,-0.216046338,-0.798011213
17:49:06,-0.213227134,-0.80098001
17:49:08,-0.210321028,-0.80364305
17:49:10,-0.207414874,-0.805995328
17:49:12,-0.204506656,-0.807937965
17:49:14,-0.201565271,-0.809467744
17:49:16,-0.198497758,-0.810515988
17:49:18,-0.195371746,-0.811099248
17:49:20,-0.192251194,-0.811252311
17:49:22,-0.189330401,-0.811033733
17:49:24,-0.186661853,-0.810413947
17:49:26,-0.18416598,-0.809446977
17:49:28,-0.181863074,-0.808177098
17:49:30,-0.17969886,-0.806618277
17:49:32,-0.177712097,-0.804872977
17:49:34,-0.175947221,-0.802961913
17:49:36,-0.174331248,-0.80094517
17:49:38,-0.172682121,-0.798848048
17:49:40,-0.170965651,-0.79837695
17:49:42,-0.169223934,-0.79504189
17:49:44,-0.167650236,-0.792546985
17:49:46,-0.166290709,-0.790526817
17:49:48,-0.164974728,-0.788593562
17:49:50,-0.163543551,-0.786712278
17:49:52,-0.162143248,-0.78487163
17:49:54,-0.160738914,-0.78310899
17:49:56,-0.159230315,-0.781581266
17:49:58,-0.157751139,-0.780255043
17:50:00,-0.156490957,-0.779193937
17:50:02,-0.15561258,-0.778358894
17:50:04,-0.155158116,-0.777759664
17:50:06,-0.155059311,-0.777378221
17:50:08,-0.155158224,-0.777134291
17:50:10,-0.155430293,-0.777031406
17:50:12,-0.155780972,-0.777046269
17:50:14,-0.156104099,-0.777165652
17:50:16,-0.156391575,-0.777396088
17:50:18,-0.156799264,-0.777771681
17:50:20,-0.157347421,-0.778301338
17:50:22,-0.1581559,-0.778952643
17:50:24,-0.159058371,-0.779660872
17:50:26,-0.160029337,-0.78047536
17:50:28,-0.16119447,-0.781326373
17:50:30,-0.162544242,-0.782272892
17:50:32,-0.164118875,-0.783283135
17:50:34,-0.165866016,-0.784194709
17:50:36,-0.167662968,-0.784954539
17:50:38,-0.169325379,-0.785515767
17:50:40,-0.170891949,-0.785828744
17:50:42,-0.172445655,-0.785923564
17:50:44,-0.173876041,-0.785771451
17:50:46,-0.175121283,-0.785378095
17:50:48,-0.176119392,-0.784783082
17:50:50,-0.176870356,-0.784002222
17:50:52,-0.177400274,-0.783042157
17:50:54,-0.177722261,-0.781832469
17:50:56,-0.177941939,-0.781561448
17:50:58,-0.178004014,-0.7790618
17:51:00,-0.177918468,-0.776872335
17:51:02,-0.177727289,-0.774558797
17:51:04,-0.177378734,-0.771787337
17:51:06,-0.176782878,-0.768701794
17:51:08,-0.176000379,-0.765423816
17:51:10,-0.175126707,-0.761994041
17:51:12,-0.174217131,-0.758404984
17:51:14,-0.173293744,-0.754701288
17:51:16,-0.172274396,-0.750882743
17:51:18,-0.171146546,-0.747026565
17:51:20,-0.170160125,-0.743167436
17:51:22,-0.169468763,-0.739240735
17:51:24,-0.168960445,-0.735285204
17:51:26,-0.168574931,-0.731291038
17:51:28,-0.168287515,-0.727207217
17:51:30,-0.168129083,-0.723158657
17:51:32,-0.168089676,-0.71903014
17:51:34,-0.168158111,-0.714718306
17:51:36,-0.168322638,-0.710374901
17:51:38,-0.168633658,-0.705958971
17:51:40,-0.169186003,-0.701525858
17:51:42,-0.170001057,-0.697116094
17:51:44,-0.170899233,-0.692698793
17:51:46,-0.171828668,-0.688240644
17:51:48,-0.172913919,-0.683680296
17:51:50,-0.174128934,-0.678972313
17:51:52,-0.175415587,-0.674152065
17:51:54,-0.176715368,-0.669223608
17:51:56,-0.17800597,-0.664271379
17:51:58,-0.17932489,-0.659253689
17:52:00,-0.180786247,-0.654271417
17:52:02,-0.182315594,-0.649354081
17:52:04,-0.183878275,-0.644391048
17:52:06,-0.185508516,-0.63943629
17:52:08,-0.187262808,-0.634319299
17:52:10,-0.189216128,-0.629099001
17:52:12,-0.191411757,-0.623804755
17:52:14,-0.193867791,-0.618580029
17:52:16,-0.196570826,-0.613520858
17:52:18,-0.199460468,-0.608619809
17:52:20,-0.202513702,-0.603730724
17:52:22,-0.205715336,-0.598826459
17:52:24,-0.209029239,-0.594009689
17:52:26,-0.212358333,-0.589225492
17:52:28,-0.215646341,-0.584554669
17:52:30,-0.218872406,-0.579935815
17:52:32,-0.222134062,-0.575340627
17:52:34,-0.225489484,-0.570789976
17:52:36,-0.229186224,-0.56636419
17:52:38,-0.233382799,-0.562025844
17:52:40,-0.237985467,-0.557719545
17:52:42,-0.24292967,-0.553402388
17:52:44,-0.248177153,-0.549174676
17:52:46,-0.25377973,-0.544964621
17:52:48,-0.259808488,-0.540789879
17:52:50,-0.266306937,-0.536612292
17:52:52,-0.273207927,-0.532456314
17:52:54,-0.280378934,-0.528331855
17:52:56,-0.287906284,-0.527404153
17:52:58,-0.295701946,-0.52096526
17:53:00,-0.303690491,-0.515888695
17:53:02,-0.311909454,-0.511715904
17:53:04,-0.320272629,-0.507565935
17:53:06,-0.328779656,-0.503376277
17:53:08,-0.337425687,-0.499183457
17:53:10,-0.346030992,-0.495010666
17:53:12,-0.354600753,-0.490908819
17:53:14,-0.363025534,-0.486879023
17:53:16,-0.371081349,-0.482964498
17:53:18,-0.378957242,-0.479135727
17:53:20,-0.386662354,-0.475459018
17:53:22,-0.394307204,-0.471995457
17:53:24,-0.401895704,-0.46880081
17:53:26,-0.409602689,-0.465882876
17:53:28,-0.417552187,-0.463271436
17:53:30,-0.425782285,-0.460951731
17:53:32,-0.434355527,-0.45895586
17:53:34,-0.443176921,-0.457295788
17:53:36,-0.452318035,-0.455924606
17:53:38,-0.461768213,-0.454863975
17:53:40,-0.471420849,-0.454088122
17:53:42,-0.481233321,-0.453617761
17:53:44,-0.491266203,-0.453355858
17:53:46,-0.501518583,-0.453298513
17:53:48,-0.511867441,-0.453405614
17:53:50,-0.522316807,-0.453624034
17:53:52,-0.53277539,-0.453914873
17:53:54,-0.543143495,-0.454268223
17:53:56,-0.5533449,-0.45434992
17:53:58,-0.563208011,-0.455388466
17:54:00,-0.572786345,-0.456447937
17:54:02,-0.582003057,-0.457555741
17:54:04,-0.590737238,-0.458788304
17:54:06,-0.598983224,-0.460108044
17:54:08,-0.606804278,-0.461549011
17:54:10,-0.61430182,-0.46302777
17:54:12,-0.62145046,-0.464490663
17:54:14,-0.628165911,-0.465884616
17:54:16,-0.634616313,-0.46721748
17:54:18,-0.640788611,-0.468561729
17:54:20,-0.646732387,-0.469820487
17:54:22,-0.652529527,-0.471025009
17:54:24,-0.658187279,-0.472160273
17:54:26,-0.663866294,-0.473299175
17:54:28,-0.669580492,-0.474497741
17:54:30,-0.6753808,-0.475739527
17:54:32,-0.681291745,-0.477034178
17:54:34,-0.687278336,-0.478399194
17:54:36,-0.69344401,-0.479827617
17:54:38,-0.69959754,-0.481265001
17:54:40,-0.70561845,-0.482747027
17:54:42,-0.711436806,-0.484202067
17:54:44,-0.71708971,-0.485653945
17:54:46,-0.722756581,-0.487061074
17:54:48,-0.728395853,-0.48842219
17:54:50,-0.734032678,-0.489659337
17:54:52,-0.739667966,-0.490758234
17:54:54,-0.745230056,-0.491701274
17:54:56,-0.750766755,-0.492479552
17:54:58,-0.75625656,-0.493070243
17:55:00,-0.761869913,-0.493436981
17:55:02,-0.767511489,-0.49364507
17:55:04,-0.773086923,-0.493695933
17:55:06,-0.778608934,-0.493632684
17:55:08,-0.784057507,-0.493451054
17:55:10,-0.789292007,-0.493405357
17:55:12,-0.791127477,-0.492920502
17:55:14,-0.797599719,-0.492533102
17:55:16,-0.80418687,-0.492209321
17:55:18,-0.808782938,-0.491878951
17:55:20,-0.813264865,-0.491600023
17:55:22,-0.817635436,-0.491409328
17:55:24,-0.821761693,-0.49136284
17:55:26,-0.8256613,-0.491459664
17:55:28,-0.829308338,-0.491673234
17:55:30,-0.832666999,-0.491980307
17:55:32,-0.835801795,-0.492424209
17:55:34,-0.838778579,-0.492959927
17:55:36,-0.841559912,-0.493499281
17:55:38,-0.844188321,-0.493872292
17:55:40,-0.846692798,-0.49399568
17:55:42,-0.849157435,-0.493898751
17:55:44,-0.851562747,-0.493866757
17:55:46,-0.853890492,-0.493426124
17:55:48,-0.856083169,-0.492964196
17:55:50,-0.858183881,-0.492481344
17:55:52,-0.860179955,-0.491937562
17:55:54,-0.861993346,-0.491329635
17:55:56,-0.863503193,-0.491194387
17:55:58,-0.864636731,-0.490178821
17:56:00,-0.865408166,-0.489343146
17:56:02,-0.865764221,-0.488632966
17:56:04,-0.865735133,-0.487855058
17:56:06,-0.86535268,-0.487005889
17:56:08,-0.86468809,-0.486081929
17:56:10,-0.863849744,-0.485113799
17:56:12,-0.862890442,-0.484122584
17:56:14,-0.861881605,-0.483050938
17:56:16,-0.86086816,-0.48193275
17:56:18,-0.859835612,-0.480792057
17:56:20,-0.858732506,-0.479635341
17:56:22,-0.857683542,-0.478439357
17:56:24,-0.856827821,-0.477243216
17:56:26,-0.856305979,-0.476141684
17:56:28,-0.856178591,-0.475096708
17:56:30,-0.856447863,-0.474094318
17:56:32,-0.857142021,-0.473110746
17:56:34,-0.858351588,-0.472133024
17:56:36,-0.860206354,-0.471187506
17:56:38,-0.862916553,-0.470264968
17:56:40,-0.866490537,-0.46936188
17:56:42,-0.870829524,-0.46849089
17:56:44,-0.875703409,-0.467595497
17:56:46,-0.881030786,-0.466690722
17:56:48,-0.88674052,-0.465764495
17:56:50,-0.892778374,-0.46489709
17:56:52,-0.899064572,-0.464155075
17:56:54,-0.905701162,-0.463441154
17:56:56,-0.912579761,-0.462756221
17:56:58,-0.919800398,-0.462119252
17:57:00,-0.927424801,-0.461536045
17:57:02,-0.935295149,-0.461022095
17:57:04,-0.943179801,-0.460629056
17:57:06,-0.950432598,-0.460324987
17:57:08,-0.957382427,-0.460058657
17:57:10,-0.964264674,-0.45979823
17:57:12,-0.971009452,-0.459490577
17:57:14,-0.978421701,-0.459146766
17:57:16,-0.986138165,-0.45877091
17:57:18,-0.993349875,-0.458437167
17:57:20,-0.998515784,-0.458111172
17:57:22,-1,-0.457730097
17:57:24,-1,-0.457333474
17:57:26,-1,-0.456978068
17:57:28,-1,-0.456701407
17:57:30,-1,-0.456462485
17:57:32,-1,-0.456289183
17:57:34,-1,-0.456264779
17:57:36,-1,-0.456411095
17:57:38,-1,-0.456678269
17:57:40,-1,-0.457018337
17:57:42,-0.999870211,-0.457490015
17:57:44,-0.999541612,-0.458103371
17:57:46,-0.99905001,-0.458875587
17:57:48,-0.998412779,-0.459782892
17:57:50,-0.997822107,-0.460731678
17:57:52,-0.997357479,-0.461697646
17:57:54,-0.996999697,-0.462694975
17:57:56,-0.996720728,-0.463704532
17:57:58,-0.996487167,-0.464712298
17:58:00,-0.996283556,-0.46568886
17:58:02,-0.996089353,-0.466651139
17:58:04,-0.996012075,-0.467534515
17:58:06,-0.996116329,-0.46831158
17:58:08,-0.996515678,-0.468996671
17:58:10,-0.997321288,-0.46963327
17:58:12,-0.998506568,-0.470261911
17:58:14,-0.999640682,-0.47083774
17:58:16,-1,-0.471347842
17:58:18,-1,-0.471779621
17:58:20,-1,-0.47209518
17:58:22,-1,-0.472308276
17:58:24,-1,-0.472266163
17:58:26,-1,-0.471939324
17:58:28,-1,-0.471300194
17:58:30,-1,-0.470305817
17:58:32,-1,-0.468936268
17:58:34,-1,-0.467196397
17:58:36,-1,-0.465174173
17:58:38,-1,-0.462902959
17:58:40,-1,-0.460457494
17:58:42,-1,-0.457926221
17:58:44,-1,-0.455277728
17:58:46,-1,-0.452607413
17:58:48,-1,-0.449875484
17:58:50,-1,-0.44723379
17:58:52,-0.999715464,-0.44464923
17:58:54,-0.998906781,-0.442215361
17:58:56,-0.997482564,-0.441670973
17:58:58,-0.99546249,-0.438336255
17:59:00,-0.992918175,-0.435908237
17:59:02,-0.99003374,-0.434263345
17:59:04,-0.986798243,-0.432907553
17:59:06,-0.983268418,-0.431815956
17:59:08,-0.979660739,-0.430984998
17:59:10,-0.976021189,-0.430472076
17:59:12,-0.972410055,-0.430236764
17:59:14,-0.968956835,-0.430208091
17:59:16,-0.96565558,-0.430372301
17:59:18,-0.962447059,-0.430725229
17:59:20,-0.959381861,-0.43120202
17:59:22,-0.956497715,-0.431845209
17:59:24,-0.953813339,-0.432689924
17:59:26,-0.951225249,-0.433833938
17:59:28,-0.948615463,-0.435338233
17:59:30,-0.946055308,-0.437121693
17:59:32,-0.94351944,-0.439128079
17:59:34,-0.941102705,-0.441325081
17:59:36,-0.938971082,-0.443708983
17:59:38,-0.937415252,-0.446290275
17:59:40,-0.936373872,-0.449072961
17:59:42,-0.935760737,-0.4520124
17:59:44,-0.93547716,-0.455077493
17:59:46,-0.935390475,-0.458263022
17:59:48,-0.935418794,-0.461541
17:59:50,-0.935391147,-0.464984848
17:59:52,-0.93496031,-0.468605371
17:59:54,-0.93421489,-0.472373633
17:59:56,-0.933103816,-0.473209256
17:59:58,-0.931563826,-0.479166456
18:00:00,-0.929703876,-0.483871117
18:00:02,-0.927698298,-0.487808307
18:00:04,-0.925623698,-0.491945889
18:00:06,-0.923510986,-0.496239064
18:00:08,-0.921291238,-0.500659475
18:00:10,-0.91898442,-0.505218031
18:00:12,-0.91667933,-0.509899923
18:00:14,-0.914359169,-0.514712688
18:00:16,-0.912146044,-0.519669923
18:00:18,-0.910638885,-0.52477126
18:00:20,-0.909137773,-0.530002943
18:00:22,-0.907735635,-0.535309049
18:00:24,-0.837690602,-0.539879728
18:00:26,-0.80329486,-0.546039166
18:00:28,-0.840177321,-0.552502462
18:00:30,-0.861903359,-0.576362188
18:00:32,-0.706316163,-0.588756169
18:00:34,-0.645315171,-0.595079082
18:00:36,-0.647425432,-0.601681766
18:00:38,-0.649879619,-0.608260256
18:00:40,-0.652570931,-0.614893183
18:00:42,-0.655519015,-0.621702452
18:00:44,-0.658678798,-0.628667828
18:00:46,-0.662071354,-0.635502666
18:00:48,-0.665782208,-0.642590002
18:00:50,-0.669719512,-0.650028813
18:00:52,-0.673839487,-0.657461795
18:00:54,-0.678040974,-0.664762535
18:00:56,-0.682231108,-0.666606236
18:00:58,-0.686315596,-0.67792078
18:01:00,-0.690292942,-0.687345213
18:01:02,-0.694254585,-0.694807228
18:01:04,-0.698228328,-0.702111651
18:01:06,-0.604756647,-0.709277894
18:01:08,-0.565353045,-0.71611713
18:01:10,-0.568729348,-0.722791407
18:01:12,-0.572157719,-0.729208731
18:01:14,-0.575637235,-0.735515478
18:01:16,-0.579157338,-0.741870777
18:01:18,-0.582623524,-0.748142222
18:01:20,-0.586090144,-0.75433762
18:01:22,-0.589482334,-0.760462635
18:01:24,-0.592803249,-0.766461017
18:01:26,-0.596074381,-0.772348215
18:01:28,-0.59919404,-0.778212649
18:01:30,-0.602063476,-0.784005105
18:01:32,-0.60482502,-0.789720415
18:01:34,-0.607402175,-0.795380628
18:01:36,-0.609779379,-0.801073174
18:01:38,-0.612035743,-0.810256445
18:01:40,-0.614197708,-0.816616685
18:01:42,-0.616265003,-0.821710637
18:01:44,-0.618182458,-0.826537415
18:01:46,-0.619996374,-0.831123238
18:01:48,-0.621734772,-0.835450738
18:01:50,-0.623468871,-0.839446566
18:01:52,-0.625222611,-0.843147949
18:01:54,-0.626998224,-0.846586363
18:01:56,-0.6288388,-0.847341032
18:01:58,-0.630787268,-0.852058451
18:02:00,-0.632854399,-0.855575413
18:02:02,-0.635117945,-0.858411384
18:02:04,-0.637543083,-0.861084895
18:02:06,-0.640147714,-0.863483321
18:02:08,-0.642834937,-0.865581107
18:02:10,-0.645582389,-0.867434896
18:02:12,-0.648316511,-0.869069857
18:02:14,-0.651027837,-0.870596013
18:02:16,-0.653759565,-0.872030455
18:02:18,-0.65662356,-0.873299725
18:02:20,-0.659623902,-0.874422464
18:02:22,-0.66262234,-0.875460128
18:02:24,-0.66561267,-0.876425882
18:02:26,-0.668497939,-0.877317403
18:02:28,-0.67116737,-0.878195758
18:02:30,-0.673652031,-0.879040592
18:02:32,-0.675986742,-0.879902629
18:02:34,-0.678217262,-0.880827339
18:02:36,-0.680318073,-0.881817155
18:02:38,-0.68215903,-0.882902778
18:02:40,-0.683716955,-0.884081607
18:02:42,-0.685037443,-0.885332125
18:02:44,-0.686158796,-0.88670915
18:02:46,-0.687114695,-0.888181317
18:02:48,-0.687923418,-0.889736181
18:02:50,-0.688549657,-0.891310572
18:02:52,-0.688955107,-0.892867096
18:02:54,-0.689179813,-0.89437107
18:02:56,-0.689276116,-0.895776139
18:02:58,-0.689270784,-0.897065932
18:03:00,-0.689203481,-0.89825516
18:03:02,-0.689164742,-0.899346701
18:03:04,-0.689223394,-0.900360137
18:03:06,-0.689387925,-0.901341103
18:03:08,-0.689659748,-0.902286832
18:03:10,-0.69000573,-0.903141402
18:03:12,-0.690364281,-0.903917313
18:03:14,-0.690638389,-0.904535685
18:03:16,-0.690733876,-0.904951879
18:03:18,-0.690631316,-0.905190234
18:03:20,-0.690304867,-0.905246822
18:03:22,-0.689719108,-0.905128391
18:03:24,-0.688847433,-0.904875876
18:03:26,-0.687682662,-0.90450327
18:03:28,-0.68617637,-0.904046751
18:03:30,-0.6842828,-0.903508587
18:03:32,-0.844988607,-0.903376714
18:03:34,-0.995646894,-0.902387839
18:03:36,-0.66710744,-0.901642904
18:03:38,-0.560745865,-0.901121611
18:03:40,-0.555774313,-0.900660113
18:03:42,-0.55048382,-0.900275007
18:03:44,-0.544978305,-0.900012369
18:03:46,-0.539274799,-0.899852783
18:03:48,-0.533482281,-0.899755428
18:03:50,-0.527563373,-0.899715324
18:03:52,-0.521595606,-0.899729596
18:03:54,-0.515534203,-0.89982153
18:03:56,-0.50934407,-0.899978681
18:03:58,-0.503087395,-0.900201935
18:04:00,-0.496786759,-0.900526803
18:04:02,-0.490433782,-0.900926015
18:04:04,-0.483885207,-0.901413013
18:04:06,-0.477258556,-0.902005387
18:04:08,-0.470537997,-0.902627576
18:04:10,-0.46372995,-0.903330028
18:04:12,-0.456798885,-0.904151906
18:04:14,-0.449848315,-0.905102282
18:04:16,-0.442976202,-0.906079155
18:04:18,-0.436134748,-0.90704867
18:04:20,-0.429286574,-0.907985936
18:04:22,-0.422553447,-0.908898366
18:04:24,-0.415914337,-0.909792984
18:04:26,-0.409351453,-0.910713434
18:04:28,-0.403111835,-0.911666466
18:04:30,-0.397149972,-0.912656945
18:04:32,-0.391342655,-0.913639515
18:04:34,-0.385683763,-0.914592325
18:04:36,-0.380212771,-0.915501215
18:04:38,-0.374891782,-0.916319442
18:04:40,-0.36970393,-0.917100774
18:04:42,-0.364622337,-0.917816778
18:04:44,-0.359566697,-0.918569844
18:04:46,-0.354510622,-0.919373744
18:04:48,-0.349496359,-0.920222008
18:04:50,-0.344567844,-0.921232567
18:04:52,-0.339779376,-0.92254432
18:04:54,-0.335146134,-0.924165507
18:04:56,-0.330631693,-0.926090875
18:04:58,-0.32623227,-0.927880609
18:05:00,-0.321948574,-0.929714208
18:05:02,-0.317758379,-0.931616509
18:05:04,-0.313610241,-0.933499339
18:05:06,-0.30955865,-0.93545419
18:05:08,-0.305642455,-0.937551312
18:05:10,-0.301861763,-0.939722115
18:05:12,-0.298204196,-0.941931528
18:05:14,-0.294680801,-0.94415842
18:05:16,-0.291298432,-0.94639184
18:05:18,-0.287979502,-0.948708233
18:05:20,-0.284815337,-0.951053943
18:05:22,-0.281826965,-0.953403858
18:05:24,-0.278911011,-0.955814287
18:05:26,-0.276110619,-0.958199825
18:05:28,-0.273464638,-0.960632823
18:05:30,-0.270957153,-0.963073897
18:05:32,-0.26866439,-0.965577367
18:05:34,-0.266628679,-0.968095552
18:05:36,-0.264878094,-0.970618272
18:05:38,-0.263384915,-0.973139775
18:05:40,-0.262138884,-0.975685063
18:05:42,-0.26120222,-0.978167846
18:05:44,-0.260613468,-0.980431357
18:05:46,-0.260383539,-0.982407007
18:05:48,-0.260515996,-0.984022331
18:05:50,-0.261033717,-0.985269253
18:05:52,-0.261972694,-0.986682454
18:05:54,-0.26333105,-0.987860233
18:05:56,-0.265011177,-0.988116233
18:05:58,-0.266925394,-0.98890293
18:06:00,-0.269017989,-0.989079829
18:06:02,-0.271289016,-0.988798384
18:06:04,-0.273736788,-0.988218677
18:06:06,-0.27632126,-0.987379762
18:06:08,-0.278943683,-0.986293586
18:06:10,-0.281544342,-0.984877509
18:06:12,-0.28404051,-0.98309657
18:06:14,-0.286379193,-0.980987499
18:06:16,-0.288603919,-0.978666017
18:06:18,-0.290710524,-0.976153918
18:06:20,-0.292783994,-0.973488373
18:06:22,-0.294763719,-0.970681774
18:06:24,-0.296611504,-0.967872741
18:06:26,-0.298321038,-0.965154757
